round,seed,defect,coop,exploit,exploit_
1,780,19588,29715,16700,11997
2,780,20394,28115,17730,11761
3,780,21945,26198,17294,12563
4,780,21920,26412,17334,12334
5,780,21172,26954,17556,12318
6,780,22351,25325,17709,12615
7,780,22280,25105,17822,12793
8,780,21095,26727,17680,12498
9,780,21951,26308,17169,12572
10,780,23832,24379,18066,11723
11,780,25997,22394,17997,11612
12,780,25794,22595,17942,11669
13,780,25050,23098,18019,11833
14,780,23852,23709,18152,12287
15,780,24697,22647,18673,11983
16,780,25505,21290,18545,12660
17,780,27438,19582,17428,13552
18,780,27672,19512,17330,13486
19,780,28810,18208,17672,13310
20,780,30021,16936,16709,14334
21,780,30209,16959,16713,14119
22,780,29915,16929,16741,14415
23,780,28831,18157,17403,13609
24,780,29690,17874,16639,13797
25,780,31833,16140,15739,14288
26,780,32539,15001,15726,14734
27,780,34887,13568,15290,14255
28,780,34870,13671,15217,14242
29,780,35651,12755,15209,14385
30,780,35572,12775,15162,14491
31,780,34393,13879,15201,14527
32,780,35632,12698,14638,15032
33,780,35833,12585,14487,15095
34,780,35747,12721,14238,15294
35,780,35597,12732,14527,15144
36,780,34144,13804,14064,15988
37,780,34246,13909,13888,15957
38,780,34518,13790,13884,15808
39,780,34408,13940,13836,15816
40,780,35424,13560,13721,15295
41,780,36874,12502,13972,14652
42,780,38929,10906,14066,14099
43,780,37414,11600,13715,15271
44,780,37201,11520,13680,15599
45,780,37316,11531,13804,15349
46,780,34864,12854,15442,14840
47,780,33713,14027,16142,14118
48,780,33151,14974,15649,14226
49,780,35221,13701,14407,14671
50,780,34092,14522,15014,14372
51,780,32329,15983,14986,14702
52,780,33118,15761,14936,14185
53,780,32957,15645,15083,14315
54,780,33503,15573,14869,14055
55,780,34983,14298,14484,14235
56,780,37837,12572,14420,13171
57,780,38746,11538,14809,12907
58,780,40079,10429,14131,13361
59,780,41536,9669,13956,12839
60,780,40676,10299,13851,13174
61,780,40023,10480,13761,13736
62,780,41502,9658,13461,13379
63,780,41205,9635,13695,13465
64,780,41287,9382,13680,13651
65,780,40036,10283,13971,13710
66,780,38852,11406,14312,13430
67,780,36826,12911,14272,13991
68,780,35402,13881,14212,14505
69,780,35419,13971,14156,14454
70,780,36952,13333,12843,14872
71,780,36578,13346,13278,14798
72,780,36268,13669,13299,14764
73,780,37283,12668,12982,15067
74,780,36334,13764,13026,14876
75,780,36875,13377,12688,15060
76,780,35756,14645,12659,14940
77,780,35327,14587,12878,15208
78,780,35378,14486,12890,15246
79,780,36960,13318,12107,15615
80,780,36067,14175,12232,15526
81,780,33779,15701,13654,14866
82,780,34469,15424,13579,14528
83,780,34632,15222,13515,14631
84,780,35254,14930,13386,14430
85,780,34573,15361,13588,14478
86,780,36692,13777,12418,15113
87,780,36094,14487,12385,15034
88,780,34667,15555,12551,15227
89,780,34774,15674,12351,15201
90,780,35735,14782,12654,14829
91,780,36815,14282,12314,14589
92,780,37276,13728,12313,14683
93,780,37396,13865,12117,14622
94,780,37248,13774,12245,14733
95,780,37325,13655,12306,14714
96,780,37547,13901,12205,14347
97,780,38903,12638,11893,14566
98,780,40510,11572,11518,14400
99,780,41105,11198,11529,14168
100,780,39543,11830,12740,13887
101,780,36963,13707,13317,14013
102,780,36840,13657,13421,14082
103,780,35644,14774,13099,14483
104,780,33375,16360,13441,14824
105,780,33388,16061,13571,14980
106,780,34380,15446,13085,15089
107,780,33835,15891,13156,15118
108,780,35969,14041,13058,14932
109,780,35028,14890,13414,14668
110,780,35151,15019,13230,14600
111,780,36520,13798,13122,14560
112,780,36410,13974,13098,14518
113,780,37964,12686,12596,14754
114,780,36521,13801,12554,15124
115,780,38146,12672,12484,14698
116,780,37392,12940,12706,14962
117,780,38901,11787,13012,14300
118,780,37327,12912,13785,13976
119,780,38578,12223,13942,13257
120,780,38564,12080,13958,13398
121,780,36822,13335,14140,13703
122,780,36788,13300,14172,13740
123,780,35313,14367,14773,13547
124,780,33056,16147,15547,13250
125,780,33693,15832,15333,13142
126,780,32405,17104,15845,12646
127,780,33543,16252,16463,11742
128,780,34963,15031,16132,11874
129,780,35964,14021,15897,12118
130,780,35996,14066,15845,12093
131,780,35549,14580,15697,12174
132,780,35689,14149,15888,12274
133,780,34494,15313,15647,12546
134,780,33092,16166,15969,12773
135,780,32135,16885,16343,12637
136,780,33014,16106,16537,12343
137,780,34756,15004,15973,12267
138,780,33209,16048,16518,12225
139,780,34697,14772,16675,11856
140,780,37353,12960,15116,12571
141,780,37729,12507,15507,12257
142,780,37832,12423,15675,12070
143,780,37378,12508,15836,12278
144,780,39023,11123,15904,11950
145,780,39099,11292,15897,11712
146,780,36833,12749,17303,11115
147,780,36339,13141,17614,10906
148,780,37099,12223,17964,10714
149,780,37222,12286,17774,10718
150,780,39431,10793,18236,9540
151,780,38146,11949,18331,9574
152,780,35942,13197,19712,9149
153,780,36791,12437,19533,9239
154,780,36596,12339,19634,9431
155,780,34260,13790,19208,10742
156,780,33059,15059,18893,10989
157,780,33114,15100,19021,10765
158,780,32883,15199,19032,10886
159,780,33103,15125,19069,10703
160,780,35458,13515,17865,11162
161,780,35191,13696,17995,11118
162,780,33774,14788,17624,11814
163,780,35393,13688,17278,11641
164,780,36424,12460,17453,11663
165,780,35575,12749,17845,11831
166,780,36740,11662,17484,12114
167,780,38145,10690,16770,12395
168,780,38045,10728,16862,12365
169,780,38198,10415,16814,12573
170,780,38132,10723,16732,12413
171,780,35730,11830,16190,14250
172,780,35980,11759,16068,14193
173,780,37000,10897,15873,14230
174,780,35772,11915,16094,14219
175,780,36822,10902,16440,13836
176,780,37081,10763,16320,13836
177,780,39368,9706,15786,13140
178,780,40995,9252,14903,12850
179,780,43390,7971,14551,12088
180,780,43355,7889,14624,12132
181,780,42709,8706,14248,12337
182,780,41845,9484,14112,12559
183,780,42608,8624,14313,12455
184,780,40055,9881,14435,13629
185,780,38066,11155,15325,13454
186,780,36916,11585,15742,13757
187,780,37075,11790,15555,13580
188,780,36926,11314,15932,13828
