round,seed,population_seed,strategy,count,percentage
1,780,638,coop,29715,0.38
1,780,638,defect,19588,0.25
1,780,638,exploitation,28697,0.37
2,780,638,coop,28115,0.36
2,780,638,defect,20394,0.26
2,780,638,exploitation,29491,0.38
3,780,638,coop,26198,0.34
3,780,638,defect,21945,0.28
3,780,638,exploitation,29857,0.38
4,780,638,coop,26412,0.34
4,780,638,defect,21920,0.28
4,780,638,exploitation,29668,0.38
5,780,638,coop,26954,0.35
5,780,638,defect,21172,0.27
5,780,638,exploitation,29874,0.38
6,780,638,coop,25325,0.32
6,780,638,defect,22351,0.29
6,780,638,exploitation,30324,0.39
7,780,638,coop,25105,0.32
7,780,638,defect,22280,0.29
7,780,638,exploitation,30615,0.39
8,780,638,coop,27518,0.35
8,780,638,defect,20083,0.26
8,780,638,exploitation,30399,0.39
9,780,638,coop,26778,0.34
9,780,638,defect,21330,0.27
9,780,638,exploitation,29892,0.38
10,780,638,coop,24740,0.32
10,780,638,defect,23189,0.3
10,780,638,exploitation,30071,0.39
11,780,638,coop,22753,0.29
11,780,638,defect,25366,0.33
11,780,638,exploitation,29881,0.38
12,780,638,coop,23040,0.3
12,780,638,defect,25148,0.32
12,780,638,exploitation,29812,0.38
13,780,638,coop,22782,0.29
13,780,638,defect,25358,0.33
13,780,638,exploitation,29860,0.38
14,780,638,coop,22816,0.29
14,780,638,defect,25278,0.32
14,780,638,exploitation,29906,0.38
15,780,638,coop,23534,0.3
15,780,638,defect,24254,0.31
15,780,638,exploitation,30212,0.39
16,780,638,coop,24197,0.31
16,780,638,defect,23063,0.3
16,780,638,exploitation,30740,0.39
17,780,638,coop,24267,0.31
17,780,638,defect,22935,0.29
17,780,638,exploitation,30798,0.39
18,780,638,coop,24043,0.31
18,780,638,defect,23260,0.3
18,780,638,exploitation,30697,0.39
19,780,638,coop,22802,0.29
19,780,638,defect,24320,0.31
19,780,638,exploitation,30878,0.4
20,780,638,coop,22915,0.29
20,780,638,defect,23762,0.3
20,780,638,exploitation,31323,0.4
21,780,638,coop,23024,0.3
21,780,638,defect,23774,0.3
21,780,638,exploitation,31202,0.4
22,780,638,coop,23201,0.3
22,780,638,defect,23446,0.3
22,780,638,exploitation,31353,0.4
23,780,638,coop,22719,0.29
23,780,638,defect,24245,0.31
23,780,638,exploitation,31036,0.4
24,780,638,coop,22104,0.28
24,780,638,defect,24980,0.32
24,780,638,exploitation,30916,0.4
25,780,638,coop,20277,0.26
25,780,638,defect,27335,0.35
25,780,638,exploitation,30388,0.39
26,780,638,coop,20926,0.27
26,780,638,defect,26128,0.33
26,780,638,exploitation,30946,0.4
27,780,638,coop,19191,0.25
27,780,638,defect,28013,0.36
27,780,638,exploitation,30796,0.39
28,780,638,coop,21072,0.27
28,780,638,defect,25935,0.33
28,780,638,exploitation,30993,0.4
29,780,638,coop,19371,0.25
29,780,638,defect,27994,0.36
29,780,638,exploitation,30635,0.39
30,780,638,coop,19352,0.25
30,780,638,defect,28062,0.36
30,780,638,exploitation,30586,0.39
31,780,638,coop,20861,0.27
31,780,638,defect,26704,0.34
31,780,638,exploitation,30435,0.39
32,780,638,coop,21305,0.27
32,780,638,defect,25671,0.33
32,780,638,exploitation,31024,0.4
33,780,638,coop,22523,0.29
33,780,638,defect,24470,0.31
33,780,638,exploitation,31007,0.4
34,780,638,coop,22952,0.29
34,780,638,defect,24181,0.31
34,780,638,exploitation,30867,0.4
35,780,638,coop,23002,0.29
35,780,638,defect,24277,0.31
35,780,638,exploitation,30721,0.39
36,780,638,coop,21282,0.27
36,780,638,defect,25425,0.33
36,780,638,exploitation,31293,0.4
37,780,638,coop,23238,0.3
37,780,638,defect,23529,0.3
37,780,638,exploitation,31233,0.4
38,780,638,coop,23077,0.3
38,780,638,defect,23661,0.3
38,780,638,exploitation,31262,0.4
39,780,638,coop,23114,0.3
39,780,638,defect,23541,0.3
39,780,638,exploitation,31345,0.4
40,780,638,coop,23883,0.31
40,780,638,defect,22397,0.29
40,780,638,exploitation,31720,0.41
41,780,638,coop,22331,0.29
41,780,638,defect,23695,0.3
41,780,638,exploitation,31974,0.41
42,780,638,coop,20889,0.27
42,780,638,defect,24369,0.31
42,780,638,exploitation,32742,0.42
43,780,638,coop,19789,0.25
43,780,638,defect,25118,0.32
43,780,638,exploitation,33093,0.42
44,780,638,coop,21389,0.27
44,780,638,defect,23142,0.3
44,780,638,exploitation,33469,0.43
45,780,638,coop,19743,0.25
45,780,638,defect,25096,0.32
45,780,638,exploitation,33161,0.43
46,780,638,coop,18062,0.23
46,780,638,defect,26775,0.34
46,780,638,exploitation,33163,0.43
47,780,638,coop,18174,0.23
47,780,638,defect,26861,0.34
47,780,638,exploitation,32965,0.42
48,780,638,coop,17836,0.23
48,780,638,defect,27059,0.35
48,780,638,exploitation,33105,0.42
49,780,638,coop,18239,0.23
49,780,638,defect,26666,0.34
49,780,638,exploitation,33095,0.42
50,780,638,coop,19773,0.25
50,780,638,defect,24985,0.32
50,780,638,exploitation,33242,0.43
51,780,638,coop,21161,0.27
51,780,638,defect,23601,0.3
51,780,638,exploitation,33238,0.43
52,780,638,coop,22584,0.29
52,780,638,defect,23030,0.3
52,780,638,exploitation,32386,0.42
53,780,638,coop,22281,0.29
53,780,638,defect,23084,0.3
53,780,638,exploitation,32635,0.42
54,780,638,coop,21233,0.27
54,780,638,defect,24176,0.31
54,780,638,exploitation,32591,0.42
55,780,638,coop,21352,0.27
55,780,638,defect,23695,0.3
55,780,638,exploitation,32953,0.42
56,780,638,coop,19461,0.25
56,780,638,defect,25701,0.33
56,780,638,exploitation,32838,0.42
57,780,638,coop,18172,0.23
57,780,638,defect,26436,0.34
57,780,638,exploitation,33392,0.43
58,780,638,coop,16975,0.22
58,780,638,defect,27668,0.35
58,780,638,exploitation,33357,0.43
59,780,638,coop,17035,0.22
59,780,638,defect,27551,0.35
59,780,638,exploitation,33414,0.43
60,780,638,coop,18137,0.23
60,780,638,defect,26950,0.35
60,780,638,exploitation,32913,0.42
61,780,638,coop,18298,0.23
61,780,638,defect,26371,0.34
61,780,638,exploitation,33331,0.43
62,780,638,coop,16919,0.22
62,780,638,defect,27687,0.35
62,780,638,exploitation,33394,0.43
