round,seed,defect,exploit_,exploit,coop
1,898,19386,12233,16993,29388
2,898,19373,12157,17111,29359
3,898,19963,12551,16837,28649
4,898,18066,12193,16871,30870
5,898,17864,12032,16823,31281
6,898,17015,11484,17259,32242
7,898,18971,12492,16828,29709
8,898,20184,12198,17297,28321
9,898,20114,12079,17568,28239
10,898,21186,12024,17818,26972
11,898,19134,12213,17265,29388
12,898,20229,12374,17004,28393
13,898,20056,12432,16951,28561
14,898,20330,12446,17014,28210
15,898,20988,12957,16951,27104
16,898,20576,13145,16850,27429
17,898,18997,13470,16504,29029
18,898,18563,13645,16295,29497
19,898,18452,13627,16275,29646
20,898,18276,13808,15997,29919
21,898,18187,13587,16155,30071
22,898,16905,14027,15406,31662
23,898,16915,14165,15470,31450
24,898,15174,13829,15084,33913
25,898,14336,13780,15239,34645
26,898,14426,13718,15215,34641
27,898,12815,14036,14088,37061
28,898,12823,14057,14219,36901
29,898,12093,14062,14361,37484
30,898,13427,13896,15404,35273
31,898,14024,13896,15435,34645
32,898,13700,13763,15420,35117
33,898,13410,13787,15333,35470
34,898,13442,13981,15318,35259
35,898,12433,14057,14179,37331
36,898,13443,13851,15072,35634
37,898,13799,13894,15154,35153
38,898,13633,13840,15262,35265
39,898,13638,13890,15195,35277
40,898,12816,12928,15580,36676
41,898,11309,12138,15622,38931
42,898,11448,12019,15639,38894
43,898,10815,12334,15518,39333
44,898,10274,12233,15378,40115
45,898,10722,12166,15400,39712
46,898,11752,12565,15988,37695
47,898,10390,13087,14417,40106
48,898,10818,13105,14629,39448
49,898,10620,13082,14445,39853
50,898,12364,14425,13813,37398
51,898,12501,14651,13684,37164
52,898,12447,14780,13899,36874
53,898,13260,14401,13985,36354
54,898,12558,14728,13725,36989
55,898,14100,15216,13953,34731
56,898,14160,15208,13873,34759
57,898,15287,16138,13552,33023
58,898,14419,15684,13518,34379
59,898,14760,15571,13606,34063
60,898,15171,15563,13661,33605
61,898,15177,15567,13571,33685
62,898,14041,14383,14231,35345
63,898,15005,15326,13805,33864
64,898,14955,15308,13735,34002
65,898,15883,14964,13991,33162
66,898,15078,15187,13935,33800
67,898,15432,15151,13655,33762
68,898,15373,14971,13861,33795
69,898,14292,15688,13557,34463
70,898,15976,15764,13914,32346
71,898,17873,15080,14998,30049
72,898,16792,14627,14833,31748
73,898,17214,14747,14760,31279
74,898,17428,14946,14379,31247
75,898,16519,14764,14930,31787
76,898,17473,15193,14487,30847
77,898,17591,14988,14493,30928
78,898,18416,15147,14870,29567
79,898,18468,15112,14834,29586
80,898,19359,14637,15089,28915
81,898,21291,14313,15734,26662
82,898,20403,14652,15004,27941
83,898,19396,13988,15340,29276
84,898,18970,13763,15400,29867
85,898,20124,14894,14954,28028
86,898,20433,14753,14736,28078
87,898,21141,14438,15572,26849
88,898,19430,14766,15013,28791
89,898,18547,14774,15222,29457
90,898,17774,15117,15045,30064
91,898,18750,15249,14887,29114
92,898,19127,15397,14465,29011
93,898,18158,15231,15027,29584
94,898,16432,15210,14661,31697
95,898,16458,15156,14850,31536
96,898,15365,14963,14806,32866
97,898,16028,14887,14911,32174
98,898,16846,14963,14725,31466
99,898,15854,15674,14288,32184
100,898,16944,15120,14455,31481
101,898,15005,14221,15092,33682
102,898,15888,15110,14853,32149
103,898,17669,14777,15532,30022
104,898,18164,14835,15304,29697
105,898,19862,15376,15027,27735
106,898,19145,15620,15041,28194
107,898,19192,15628,14965,28215
108,898,18569,15864,14888,28679
109,898,20494,15263,15785,26458
110,898,19745,14162,16050,28043
111,898,20147,13918,16402,27533
112,898,21038,13673,16267,27022
113,898,19096,13990,15689,29225
114,898,18528,13949,16129,29394
115,898,17736,13836,15181,31247
116,898,16810,13556,15906,31728
117,898,17143,13362,15599,31896
118,898,15890,12996,15991,33123
119,898,15555,12965,15867,33613
120,898,15380,12973,15981,33666
121,898,15361,12867,15973,33799
122,898,15603,12823,16060,33514
123,898,15649,12774,15987,33590
124,898,15839,12927,15976,33258
125,898,17162,13246,16403,31189
126,898,16314,12646,17008,32032
127,898,16456,12641,16788,32115
128,898,16508,12574,16823,32095
129,898,16907,13057,16471,31565
130,898,17164,13029,16379,31428
131,898,18941,14104,15585,29370
132,898,19097,14162,15680,29061
133,898,17623,13911,15262,31204
134,898,17659,14035,15304,31002
135,898,17674,14076,15546,30704
136,898,17731,13976,15427,30866
137,898,15852,12863,15976,33309
138,898,15901,13202,16225,32672
139,898,16007,12906,15892,33195
140,898,15743,13069,16044,33144
141,898,15902,12856,16087,33155
142,898,13808,13677,15033,35482
143,898,13881,13665,14820,35634
144,898,13582,13466,14735,36217
145,898,14843,14304,14988,33865
146,898,16103,14637,15012,32248
147,898,17370,15111,15114,30405
148,898,17938,15009,15018,30035
149,898,19025,14419,15308,29248
150,898,17064,13503,16111,31322
151,898,16225,13198,15582,32995
152,898,14667,13230,15335,34768
153,898,15226,13107,15166,34501
154,898,15267,13198,15226,34309
155,898,14830,13167,15116,34887
156,898,16006,13873,15125,32996
157,898,16110,13684,14963,33243
158,898,15780,13772,14922,33526
159,898,14015,13746,14810,35429
160,898,13575,13318,15181,35926
161,898,12257,13275,14591,37877
162,898,12126,13054,14612,38208
163,898,10362,12669,14163,40806
164,898,10626,12732,13871,40771
165,898,12413,14211,13678,37698
166,898,12400,14128,13521,37951
167,898,11912,14341,13223,38524
168,898,12081,14528,13296,38095
169,898,11938,14459,13389,38214
170,898,12301,14683,13177,37839
171,898,13665,15468,13056,35811
172,898,12848,15183,13303,36666
173,898,12485,15523,12892,37100
174,898,13216,16197,13290,35297
175,898,13234,15957,13298,35511
176,898,12400,16579,13049,35972
177,898,11834,16791,12606,36769
178,898,11764,17002,12745,36489
179,898,11685,16898,12698,36719
180,898,12270,16742,12684,36304
181,898,12228,16734,12758,36280
182,898,12234,16696,12705,36365
183,898,10662,16149,12735,38454
184,898,10848,16082,12555,38515
185,898,11183,15663,12754,38400
186,898,11948,17132,12569,36351
187,898,11988,17060,12534,36418
188,898,12362,17144,12196,36298
189,898,12396,16995,12154,36455
190,898,12985,17051,12288,35676
191,898,11853,17390,11045,37712
192,898,11934,17350,11224,37492
193,898,11959,17309,11054,37678
194,898,12591,17755,10560,37094
195,898,13396,17915,10502,36187
196,898,13014,17774,10663,36549
197,898,12235,17978,10572,37215
198,898,13771,17837,11621,34771
199,898,13811,17821,11576,34792
200,898,14121,17380,11670,34829
201,898,15597,18460,11259,32684
202,898,14970,18572,11274,33184
203,898,15348,18422,11244,32986
204,898,14641,17471,11645,34243
205,898,14863,17433,11613,34091
206,898,15296,17236,11797,33671
207,898,14654,17496,11668,34182
208,898,15199,17600,11641,33560
209,898,15968,18377,11521,32134
210,898,16797,18604,11256,31343
211,898,17006,18377,11125,31492
212,898,15201,16901,12017,33881
213,898,16861,16303,13438,31398
214,898,16852,16177,13341,31630
215,898,16126,16610,13242,32022
216,898,16463,16536,13247,31754
217,898,14926,15784,13168,34122
218,898,13587,15225,13546,35642
219,898,15391,15773,13495,33341
220,898,15558,15721,13400,33321
221,898,14461,16127,13143,34269
222,898,15526,16679,13227,32568
223,898,15041,16867,13259,32833
224,898,15828,16967,13034,32171
225,898,16776,17489,12772,30963
226,898,16369,17721,12806,31104
227,898,16683,17729,12814,30774
228,898,15492,16921,13089,32498
229,898,16226,16837,13145,31792
230,898,17026,16949,12597,31428
231,898,16072,16019,12812,33097
232,898,14960,16422,12074,34544
233,898,15565,16692,11801,33942
234,898,15878,16553,11843,33726
235,898,15919,16789,12005,33287
236,898,15926,16593,11801,33680
237,898,16707,16516,12211,32566
238,898,15857,16058,12255,33830
239,898,14932,15814,12377,34877
240,898,15003,15685,12238,35074
241,898,13104,15342,12181,37373
242,898,12923,15055,11986,38036
243,898,12127,14744,12305,38824
244,898,12155,14616,12132,39097
245,898,12726,15075,12327,37872
246,898,13627,15164,12647,36562
247,898,12891,15475,12545,37089
248,898,11503,14198,12741,39558
249,898,11568,14335,12656,39441
250,898,11517,14481,12865,39137
251,898,11937,14100,12835,39128
252,898,12606,14603,12756,38035
253,898,13167,14575,12783,37475
254,898,13281,14420,12755,37544
255,898,13070,14641,12840,37449
256,898,13272,14427,12765,37536
257,898,12990,14636,12876,37498
258,898,11545,13479,13236,39740
259,898,11344,13406,13338,39912
260,898,11123,13456,13163,40258
261,898,11982,14427,12919,38672
262,898,11823,14122,12922,39133
263,898,12515,14807,13007,37671
264,898,14405,15456,13068,35071
265,898,13359,15568,12356,36717
266,898,13249,15675,12368,36708
267,898,13558,15383,12432,36627
268,898,13648,15465,12509,36378
269,898,13203,15383,12599,36815
270,898,13390,15401,12514,36695
271,898,14136,15188,12928,35748
272,898,12237,15595,11750,38418
273,898,13138,15350,11927,37585
274,898,13344,15325,12105,37226
275,898,13402,15321,12142,37135
276,898,13813,15231,12303,36653
277,898,12572,15061,12282,38085
278,898,12977,14933,12208,37882
279,898,12712,15029,12374,37885
280,898,12453,14823,12271,38453
281,898,12983,14714,12252,38051
282,898,13284,14768,12491,37457
283,898,13276,14908,12430,37386
284,898,13813,14620,12775,36792
285,898,13721,14778,12845,36656
286,898,13345,14832,12846,36977
287,898,14245,14380,13408,35967
288,898,16482,14933,13296,33289
289,898,14874,14774,13515,34837
290,898,14067,13963,13535,36435
291,898,12950,14416,13347,37287
292,898,12953,14124,13248,37675
293,898,13431,14081,13247,37241
294,898,12566,13779,13351,38304
295,898,13039,13907,13467,37587
296,898,13888,14157,13448,36507
297,898,13610,14205,13289,36896
298,898,13244,14296,12831,37629
299,898,13712,14785,12975,36528
300,898,15610,14732,13461,34197
301,898,14640,14874,13165,35321
302,898,14357,14634,12884,36125
303,898,13357,14742,12984,36917
304,898,14508,14494,13245,35753
305,898,13514,14013,13266,37207
306,898,13142,13969,13359,37530
307,898,14192,14359,13375,36074
308,898,14898,14439,13607,35056
309,898,14390,14295,13573,35742
310,898,14205,14346,13792,35657
311,898,14030,14289,13571,36110
312,898,12699,14382,12813,38106
313,898,12507,14331,12976,38186
314,898,12942,14422,13198,37438
315,898,14132,14127,13795,35946
316,898,13917,14128,14098,35857
317,898,14733,14266,13799,35202
318,898,14629,14198,13578,35595
319,898,14735,14413,13762,35090
320,898,14561,14298,13771,35370
321,898,15143,14316,13841,34700
322,898,15260,14273,13546,34921
323,898,15048,14346,13706,34900
324,898,15228,14309,13584,34879
325,898,14966,14303,13648,35083
326,898,15515,14524,13888,34073
327,898,15694,14521,13896,33889
328,898,14587,14841,13360,35212
329,898,14075,14535,13410,35980
330,898,13921,14527,13182,36370
331,898,13551,14571,13275,36603
332,898,13700,14679,13287,36334
333,898,14200,15026,13328,35446
334,898,14580,14942,13313,35165
335,898,14655,15061,13506,34778
336,898,16569,14928,13636,32867
337,898,15796,14670,13620,33914
338,898,15631,14800,13773,33796
339,898,15580,14763,13767,33890
340,898,16111,14792,13790,33307
341,898,15786,14778,13752,33684
342,898,16566,15099,13773,32562
343,898,16338,15058,13823,32781
344,898,17001,15340,13704,31955
345,898,16262,14316,13562,33860
346,898,15436,14345,13649,34570
347,898,16120,14054,14047,33779
