round,seed,population_seed,strategy,count,percentage
1,824,763,coop,29246,0.37
1,824,763,defect,19553,0.25
1,824,763,exploitation,29201,0.37
2,824,763,coop,29397,0.38
2,824,763,defect,19319,0.25
2,824,763,exploitation,29284,0.38
3,824,763,coop,31391,0.4
3,824,763,defect,17483,0.22
3,824,763,exploitation,29126,0.37
4,824,763,coop,33864,0.43
4,824,763,defect,15593,0.2
4,824,763,exploitation,28543,0.37
5,824,763,coop,31840,0.41
5,824,763,defect,17110,0.22
5,824,763,exploitation,29050,0.37
6,824,763,coop,29870,0.38
6,824,763,defect,19091,0.24
6,824,763,exploitation,29039,0.37
7,824,763,coop,30636,0.39
7,824,763,defect,18138,0.23
7,824,763,exploitation,29226,0.37
8,824,763,coop,30675,0.39
8,824,763,defect,18061,0.23
8,824,763,exploitation,29264,0.38
9,824,763,coop,28977,0.37
9,824,763,defect,19508,0.25
9,824,763,exploitation,29515,0.38
10,824,763,coop,29515,0.38
10,824,763,defect,18539,0.24
10,824,763,exploitation,29946,0.38
11,824,763,coop,28921,0.37
11,824,763,defect,19452,0.25
11,824,763,exploitation,29627,0.38
12,824,763,coop,30549,0.39
12,824,763,defect,18119,0.23
12,824,763,exploitation,29332,0.38
13,824,763,coop,30300,0.39
13,824,763,defect,18077,0.23
13,824,763,exploitation,29623,0.38
14,824,763,coop,30387,0.39
14,824,763,defect,18078,0.23
14,824,763,exploitation,29535,0.38
15,824,763,coop,31364,0.4
15,824,763,defect,17525,0.22
15,824,763,exploitation,29111,0.37
16,824,763,coop,31380,0.4
16,824,763,defect,17206,0.22
16,824,763,exploitation,29414,0.38
17,824,763,coop,29931,0.38
17,824,763,defect,17943,0.23
17,824,763,exploitation,30126,0.39
18,824,763,coop,27920,0.36
18,824,763,defect,19803,0.25
18,824,763,exploitation,30277,0.39
19,824,763,coop,28375,0.36
19,824,763,defect,19495,0.25
19,824,763,exploitation,30130,0.39
20,824,763,coop,27251,0.35
20,824,763,defect,20564,0.26
20,824,763,exploitation,30185,0.39
21,824,763,coop,27148,0.35
21,824,763,defect,20552,0.26
21,824,763,exploitation,30300,0.39
22,824,763,coop,26667,0.34
22,824,763,defect,21605,0.28
22,824,763,exploitation,29728,0.38
23,824,763,coop,24971,0.32
23,824,763,defect,22735,0.29
23,824,763,exploitation,30294,0.39
24,824,763,coop,26737,0.34
24,824,763,defect,20973,0.27
24,824,763,exploitation,30290,0.39
25,824,763,coop,25050,0.32
25,824,763,defect,22991,0.29
25,824,763,exploitation,29959,0.38
26,824,763,coop,24106,0.31
26,824,763,defect,23938,0.31
26,824,763,exploitation,29956,0.38
27,824,763,coop,24397,0.31
27,824,763,defect,23895,0.31
27,824,763,exploitation,29708,0.38
28,824,763,coop,24424,0.31
28,824,763,defect,23572,0.3
28,824,763,exploitation,30004,0.38
29,824,763,coop,25559,0.33
29,824,763,defect,22324,0.29
29,824,763,exploitation,30117,0.39
30,824,763,coop,25056,0.32
30,824,763,defect,23047,0.3
30,824,763,exploitation,29897,0.38
31,824,763,coop,26994,0.35
31,824,763,defect,20780,0.27
31,824,763,exploitation,30226,0.39
32,824,763,coop,29325,0.38
32,824,763,defect,18969,0.24
32,824,763,exploitation,29706,0.38
33,824,763,coop,26987,0.35
33,824,763,defect,20923,0.27
33,824,763,exploitation,30090,0.39
34,824,763,coop,26894,0.34
34,824,763,defect,21323,0.27
34,824,763,exploitation,29783,0.38
35,824,763,coop,27917,0.36
35,824,763,defect,20367,0.26
35,824,763,exploitation,29716,0.38
36,824,763,coop,29410,0.38
36,824,763,defect,19010,0.24
36,824,763,exploitation,29580,0.38
37,824,763,coop,29756,0.38
37,824,763,defect,19059,0.24
37,824,763,exploitation,29185,0.37
38,824,763,coop,27629,0.35
38,824,763,defect,20802,0.27
38,824,763,exploitation,29569,0.38
39,824,763,coop,29461,0.38
39,824,763,defect,19587,0.25
39,824,763,exploitation,28952,0.37
40,824,763,coop,30662,0.39
40,824,763,defect,18537,0.24
40,824,763,exploitation,28801,0.37
41,824,763,coop,31104,0.4
41,824,763,defect,18148,0.23
41,824,763,exploitation,28748,0.37
42,824,763,coop,32344,0.41
42,824,763,defect,17010,0.22
42,824,763,exploitation,28646,0.37
43,824,763,coop,32342,0.41
43,824,763,defect,16734,0.21
43,824,763,exploitation,28924,0.37
44,824,763,coop,34753,0.45
44,824,763,defect,15215,0.2
44,824,763,exploitation,28032,0.36
45,824,763,coop,34664,0.44
45,824,763,defect,15111,0.19
45,824,763,exploitation,28225,0.36
46,824,763,coop,34420,0.44
46,824,763,defect,15307,0.2
46,824,763,exploitation,28273,0.36
