,seed,population_seed,strategy,average_sum,sd_sum,average_percentage,sd_percentage
0,894,981,coop,17424677,5320,0.223,0.068
1,894,981,defect,30077272,6502,0.386,0.083
2,894,981,exploitation,30498051,2549,0.391,0.033
