round,seed,defect,exploit_,exploit,coop
1,565,19158,12221,17076,29545
2,565,17392,11747,17229,31632
3,565,15651,11214,17092,34043
4,565,13702,10577,17525,36196
5,565,13918,10451,17299,36332
6,565,13776,10526,17534,36164
7,565,13047,10032,17613,37308
8,565,11530,9931,17171,39368
9,565,10307,10221,16251,41221
10,565,9701,9830,16331,42138
11,565,9926,9887,16410,41777
12,565,9888,9707,16318,42087
13,565,8496,10355,15155,43994
14,565,8465,10433,15102,44000
15,565,8806,10442,15561,43191
16,565,9610,9969,15710,42711
17,565,10122,10244,15815,41819
18,565,9447,10214,15840,42499
19,565,9223,10287,15758,42732
20,565,9721,10495,15617,42167
21,565,9059,10448,15457,43036
22,565,9145,10259,15345,43251
23,565,9236,10455,15398,42911
24,565,9551,10435,15500,42514
25,565,10268,11069,15435,41228
26,565,8633,11008,14748,43611
27,565,9062,11536,14926,42476
28,565,9474,11624,15021,41881
29,565,9371,11414,15012,42203
30,565,9288,11552,14981,42179
31,565,10044,11904,14859,41193
32,565,8596,12392,14392,42620
33,565,8914,12489,14615,41982
34,565,10961,12859,14801,39379
35,565,10761,12983,14929,39327
36,565,12984,13315,14575,37126
37,565,11231,12969,14750,39050
38,565,11642,13008,14979,38371
39,565,13698,12830,15617,35855
40,565,14015,12703,15715,35567
41,565,13355,12580,15774,36291
42,565,13170,12183,15777,36870
43,565,13563,12444,15627,36366
44,565,14973,11883,15837,35307
45,565,13005,12428,15846,36721
46,565,12971,11878,15614,37537
47,565,11909,11991,15087,39013
48,565,10083,12118,14452,41347
49,565,10877,12253,14692,40178
50,565,10650,12352,14807,40191
51,565,10779,12425,14803,39993
52,565,10258,11964,14191,41587
53,565,10049,12084,14407,41460
54,565,10334,11933,14558,41175
55,565,9923,11755,14656,41666
56,565,8789,11627,14238,43346
57,565,9112,12157,14658,42073
58,565,9685,11996,14322,41997
59,565,8884,12021,14301,42794
60,565,11030,13003,14008,39959
61,565,10715,13205,14137,39943
62,565,11404,13114,13906,39576
63,565,10614,12885,13898,40603
64,565,10435,12878,13713,40974
65,565,12468,13452,13963,38117
66,565,12420,13378,13982,38220
67,565,12812,13504,13990,37694
68,565,11029,13169,14208,39594
69,565,10917,12985,14036,40062
70,565,10220,13042,13611,41127
71,565,10429,13050,13724,40797
72,565,10422,12985,13806,40787
73,565,8583,12335,14170,42912
74,565,9540,12323,14498,41639
75,565,9120,12219,14228,42433
76,565,8960,12101,14159,42780
77,565,8330,11958,13690,44022
78,565,6652,11515,13405,46428
79,565,6330,11318,13101,47251
80,565,6640,11388,13397,46575
81,565,6605,11353,13200,46842
82,565,6309,11314,12997,47380
83,565,5910,11103,12817,48170
84,565,6170,11243,13371,47216
85,565,6192,11128,13249,47431
86,565,6080,11169,13234,47517
87,565,5798,11211,13407,47584
88,565,6287,11188,13442,47083
89,565,6244,11075,13211,47470
90,565,6320,11058,13031,47591
91,565,5673,10711,12878,48738
92,565,6105,10976,12763,48156
93,565,6147,11162,13124,47567
94,565,6200,11077,13006,47717
95,565,5853,11071,13066,48010
96,565,6333,11597,13011,47059
97,565,5912,11612,12955,47521
98,565,7380,11960,12807,45853
99,565,7769,12025,12873,45333
100,565,7742,12107,12789,45362
101,565,7652,12249,12949,45150
102,565,6271,11299,12736,47694
103,565,6865,11859,12931,46345
104,565,6951,12261,13385,45403
105,565,7109,11815,13356,45720
106,565,7402,12198,13375,45025
107,565,8103,12497,13674,43726
108,565,7891,12570,13856,43683
109,565,8031,12379,13494,44096
110,565,8023,12606,13782,43589
111,565,9906,12420,14757,40917
112,565,9850,12252,14506,41392
113,565,11185,11861,15236,39718
114,565,10366,11731,15051,40852
115,565,10951,11769,15075,40205
116,565,11670,12141,15110,39079
117,565,11769,12550,15113,38568
118,565,12602,12780,15135,37483
119,565,12726,12933,15268,37073
120,565,12640,12884,15414,37062
121,565,13370,13268,15454,35908
122,565,15106,13430,15265,34199
123,565,14236,13182,14978,35604
124,565,15030,13404,15197,34369
125,565,14257,13133,15092,35518
126,565,14184,13308,15208,35300
127,565,14827,13468,15329,34376
128,565,16178,13808,15521,32493
129,565,17193,14165,15407,31235
130,565,16470,13814,15003,32713
131,565,16163,13987,14977,32873
132,565,16045,13979,15103,32873
133,565,16334,13893,14961,32812
134,565,17195,14080,15304,31421
135,565,17394,14017,15427,31162
136,565,17323,13868,15286,31523
137,565,18310,14157,15104,30429
138,565,18720,14344,15306,29630
139,565,18654,14262,15377,29707
140,565,17297,14429,15993,30281
141,565,17612,14335,15960,30093
142,565,17535,14275,15756,30434
143,565,17195,14367,16011,30427
144,565,17218,14274,15777,30731
145,565,17541,14263,15780,30416
146,565,17151,14084,15800,30965
147,565,17669,14437,16004,29890
148,565,17357,14417,16027,30199
149,565,17433,14133,15828,30606
150,565,17236,14440,16079,30245
151,565,17470,14340,15920,30270
152,565,17120,14456,16200,30224
153,565,17173,13982,15688,31157
154,565,18067,14198,16038,29697
155,565,17496,13827,16003,30674
156,565,18210,14277,16393,29120
157,565,17885,14210,16464,29441
158,565,18187,14087,16439,29287
159,565,18277,13926,16348,29449
160,565,18129,14042,16275,29554
161,565,16704,14640,16238,30418
162,565,16526,14629,16225,30620
163,565,16967,14255,15897,30881
164,565,16993,14331,16055,30621
165,565,16514,14318,15981,31187
166,565,16516,14347,16042,31095
167,565,17234,14826,16050,29890
168,565,18127,15376,16315,28182
169,565,18053,15326,16402,28219
170,565,18422,15113,16191,28274
171,565,19141,16202,16654,26003
172,565,19653,16025,16438,25884
173,565,19468,16256,16616,25660
174,565,18591,15535,16394,27480
175,565,18254,14874,16017,28855
176,565,18248,14920,16200,28632
177,565,17782,14788,16256,29174
178,565,19112,15460,16301,27127
179,565,18896,15498,16448,27158
180,565,18977,15329,16371,27323
181,565,16941,15635,16599,28825
182,565,17001,15610,16700,28689
183,565,17849,16214,17196,26741
184,565,17000,15634,16912,28454
185,565,16686,15623,16843,28848
186,565,17327,15772,16859,28042
187,565,18824,15886,17365,25925
