round,seed,defect,exploit_,exploit,coop
1,461,19596,12117,16987,29300
2,461,19321,12169,16869,29641
3,461,20022,12719,16346,28913
4,461,19294,12354,16723,29629
5,461,17867,11965,16892,31276
6,461,16327,11596,16854,33223
7,461,17906,11824,16788,31482
8,461,17282,12161,16867,31690
9,461,16623,12130,16698,32549
10,461,17727,12507,16933,30833
11,461,17721,12368,16911,31000
12,461,17021,11844,16666,32469
13,461,16807,12004,16772,32417
14,461,15035,12529,15987,34449
15,461,13603,12507,15256,36634
16,461,13030,12464,15615,36891
17,461,15223,12763,15550,34464
18,461,16428,12573,16045,32954
19,461,15139,12621,15814,34426
20,461,13475,12592,15615,36318
21,461,12266,11935,15292,38507
22,461,12263,11988,15263,38486
23,461,12896,11992,15599,37513
24,461,12871,11909,15453,37767
25,461,12719,11752,15428,38101
26,461,14366,12223,15594,35817
27,461,14312,12363,15778,35547
28,461,14338,12285,15824,35553
29,461,12996,12833,14837,37334
30,461,13130,12542,14775,37553
31,461,12633,12864,14427,38076
32,461,12024,12816,14471,38689
33,461,11680,12887,14310,39123
34,461,12782,13186,14700,37332
35,461,13514,13534,14429,36523
36,461,12085,13036,14149,38730
37,461,12188,13066,14239,38507
38,461,12056,12873,14304,38767
39,461,12183,13074,14348,38395
40,461,13017,12851,14627,37505
41,461,13031,12790,14554,37625
42,461,14258,13568,14435,35739
43,461,12501,12945,14239,38315
44,461,12665,13075,14348,37912
45,461,12870,13108,14484,37538
46,461,12782,13047,14318,37853
47,461,13009,12910,14561,37520
48,461,13635,13272,14356,36737
49,461,12645,12924,14528,37903
50,461,12578,13185,14631,37606
51,461,13121,13030,14490,37359
52,461,13406,13346,14620,36628
53,461,13249,13007,14507,37237
54,461,12431,13229,14168,38172
55,461,13071,13035,14356,37538
56,461,13229,13083,14503,37185
57,461,13366,13369,14370,36895
58,461,11522,13076,14406,38996
59,461,11777,12999,14324,38900
60,461,10968,12688,14356,39988
61,461,10972,12719,14430,39879
62,461,11052,12513,14254,40181
63,461,11190,12599,14254,39957
64,461,10830,12845,14553,39772
65,461,9637,11941,14773,41649
66,461,9330,11885,14752,42033
67,461,9824,11936,14962,41278
68,461,10088,11969,15109,40834
69,461,9772,11896,15047,41285
70,461,9610,12008,14755,41627
71,461,8145,11989,14302,43564
72,461,7923,12129,14278,43670
73,461,7523,11746,14082,44649
74,461,7541,11672,13959,44828
75,461,7036,11311,14014,45639
76,461,6879,11172,13780,46169
77,461,6771,11207,13964,46058
78,461,7080,11345,14223,45352
79,461,7027,11396,14180,45397
80,461,6730,11130,14132,46008
81,461,6942,11620,14376,45062
82,461,6658,11429,14018,45895
83,461,6784,11350,14017,45849
84,461,6595,11369,14011,46025
85,461,6372,10962,13848,46818
86,461,6240,10990,13778,46992
87,461,6556,10910,13800,46734
88,461,6726,11253,13780,46241
89,461,6821,11490,13898,45791
90,461,6811,11468,13862,45859
91,461,7594,11852,14029,44525
92,461,7673,11924,14221,44182
93,461,7793,12200,14246,43761
94,461,7391,11869,14151,44589
95,461,7565,12065,14228,44142
96,461,7676,12285,14257,43782
97,461,9459,12330,14323,41888
98,461,10703,12639,14422,40236
99,461,10422,12572,14426,40580
100,461,8660,12352,13906,43082
101,461,9002,12822,13992,42184
102,461,9403,12897,14140,41560
103,461,9217,12729,13965,42089
104,461,9436,12836,13939,41789
105,461,9099,12940,14069,41892
106,461,9394,12711,13920,41975
107,461,9192,12694,14097,42017
108,461,10769,12549,14644,40038
109,461,10847,12453,14589,40111
110,461,10773,12405,14589,40233
111,461,10774,12432,14519,40275
112,461,10392,12536,14612,40460
113,461,10167,12408,14392,41033
114,461,10077,12474,14486,40963
115,461,10246,12233,14099,41422
116,461,10099,12364,14505,41032
117,461,9638,12518,13926,41918
118,461,9795,12486,13991,41728
119,461,9516,12156,13897,42431
120,461,9152,12258,13689,42901
121,461,9144,12298,13823,42735
122,461,9281,12125,13604,42990
123,461,9463,12554,13801,42182
124,461,9087,12404,13381,43128
125,461,10369,13233,13380,41018
126,461,10758,13328,13370,40544
127,461,10519,13232,13267,40982
128,461,10891,13315,13405,40389
129,461,12568,14390,12951,38091
130,461,13994,14516,13184,36306
131,461,13541,14792,13211,36456
132,461,13780,14431,13346,36443
133,461,15701,14468,14076,33755
134,461,17018,15006,13883,32093
135,461,17304,15054,13951,31691
136,461,16860,15017,13875,32248
137,461,16505,15011,13814,32670
138,461,16282,14717,13952,33049
139,461,14401,15178,13221,35200
140,461,14816,15187,12932,35065
141,461,14945,15164,13270,34621
142,461,14508,15498,12890,35104
143,461,15757,15724,13287,33232
144,461,16449,15221,13684,32646
145,461,16378,15392,13630,32600
146,461,14861,14449,13704,34986
147,461,15583,14871,13415,34131
148,461,15608,14888,13359,34145
149,461,16955,14581,14004,32460
150,461,16308,15030,13771,32891
151,461,16104,15248,13960,32688
152,461,18087,14191,15229,30493
153,461,18499,14225,14991,30285
154,461,18205,14203,15035,30557
155,461,16433,13740,14645,33182
156,461,16351,14063,14759,32827
157,461,16232,13782,14690,33296
158,461,17698,14288,14998,31016
159,461,18408,14675,14450,30467
160,461,18794,14762,14368,30076
161,461,18630,14714,14240,30416
162,461,18922,14337,14735,30006
163,461,19111,14437,14528,29924
164,461,19294,14429,14522,29755
165,461,19227,14461,14649,29663
166,461,18663,14134,14885,30318
167,461,20705,14547,14934,27814
168,461,20896,14223,14825,28056
169,461,22875,13689,15654,25782
170,461,24134,14131,15245,24490
171,461,22790,14568,14777,25865
172,461,23263,14148,14852,25737
173,461,23018,14528,14818,25636
174,461,21609,14214,14788,27389
175,461,21555,14222,14742,27481
176,461,22289,14086,14792,26833
177,461,22028,13983,14942,27047
178,461,20759,14406,14118,28717
179,461,20877,14489,14071,28563
180,461,21013,14439,13989,28559
181,461,20810,14675,14123,28392
182,461,20440,14827,14027,28706
183,461,20632,14696,14146,28526
184,461,20680,14571,13948,28801
185,461,19304,14512,13987,30197
186,461,18997,14660,13969,30374
187,461,17401,14291,14418,31890
188,461,17533,14213,14196,32058
189,461,19368,13662,14850,30120
190,461,20774,14054,14555,28617
191,461,20272,13913,14877,28938
192,461,18704,14152,14301,30843
193,461,18237,13863,14809,31091
194,461,17472,14222,14685,31621
195,461,18751,14456,14371,30422
196,461,16887,14148,14610,32355
197,461,17330,14293,14833,31544
198,461,16786,13852,14784,32578
199,461,18379,13967,15234,30420
200,461,17528,14254,14957,31261
201,461,17302,14268,15058,31372
202,461,18802,14194,15737,29267
203,461,17719,13579,15287,31415
204,461,18816,14352,15164,29668
205,461,20789,13742,15875,27594
206,461,20510,13783,16101,27606
207,461,22178,14791,15404,25627
208,461,22853,14492,15363,25292
209,461,22905,14509,15268,25318
210,461,21269,14054,15835,26842
211,461,21857,13852,15705,26586
212,461,21766,13909,15707,26618
213,461,22063,13932,15854,26151
214,461,22117,13617,15678,26588
215,461,21871,13932,15680,26517
216,461,20820,14038,15158,27984
217,461,21472,13709,15426,27393
218,461,21094,13728,15489,27689
219,461,21092,13787,15533,27588
220,461,21227,13698,15408,27667
221,461,21550,13676,15294,27480
222,461,21616,13800,15294,27290
223,461,19600,13080,15973,29347
224,461,17984,13546,15114,31356
225,461,17634,13431,15364,31571
226,461,19656,14060,14666,29618
227,461,21181,13642,15472,27705
228,461,23224,14054,15040,25682
229,461,24661,14840,14333,24166
230,461,26278,15036,14094,22592
231,461,27110,15053,13932,21905
232,461,25321,15704,13488,23487
233,461,26020,15476,13405,23099
234,461,24188,15692,13337,24783
235,461,25231,16076,12960,23733
236,461,22933,15488,13287,26292
237,461,23120,15453,13174,26253
238,461,24650,16047,12882,24421
239,461,24048,15829,13057,25066
240,461,22606,16492,12542,26360
241,461,23150,16381,12593,25876
242,461,23041,16405,12588,25966
243,461,21180,15900,13009,27911
244,461,19807,16307,12457,29429
245,461,19426,16349,12290,29935
246,461,19234,16467,12333,29966
247,461,17700,16221,12381,31698
248,461,16560,15653,12657,33130
249,461,16111,15422,12825,33642
250,461,14484,14775,13330,35411
251,461,15941,15355,13244,33460
252,461,15926,15258,13159,33657
253,461,15403,15066,12805,34726
254,461,15109,15159,12792,34940
255,461,16416,15298,13447,32839
256,461,16121,14981,13381,33517
257,461,16319,15003,13104,33574
258,461,18198,14630,14095,31077
259,461,17252,14577,14646,31525
260,461,17310,14227,14403,32060
261,461,17525,14144,14557,31774
262,461,17742,14191,14577,31490
263,461,18178,14146,14513,31163
264,461,18139,14140,14590,31131
