round,seed,exploit,coop,defect,exploit_
1,4,11670,29610,19414,17306
2,4,12327,31653,17379,16641
3,4,12009,29252,19654,17085
4,4,12156,28829,19945,17070
5,4,12003,29248,19919,16830
6,4,12745,30618,18432,16205
7,4,12740,32566,17192,15502
8,4,13509,30809,17969,15713
9,4,13157,31649,17473,15721
10,4,13164,31625,17505,15706
11,4,13235,30486,18274,16005
12,4,13080,31749,17607,15564
13,4,13005,30342,18760,15893
14,4,13032,30226,18876,15866
15,4,12862,29233,19724,16181
16,4,12709,29482,19669,16140
17,4,12718,27330,21816,16136
18,4,12491,25611,23422,16476
19,4,12056,26514,22202,17228
20,4,12284,27253,21465,16998
21,4,12259,25926,22368,17447
22,4,12646,26837,21347,17170
23,4,12463,26148,22132,17257
24,4,12211,26940,20928,17921
25,4,12245,28575,19446,17734
26,4,11991,28791,19779,17439
27,4,12529,30709,17841,16921
28,4,12661,30542,17824,16973
29,4,12319,30861,17859,16961
30,4,12221,31325,17596,16858
31,4,13040,30992,17020,16948
32,4,12834,31408,17085,16673
33,4,12589,32868,16129,16414
34,4,12343,31913,17067,16677
35,4,12433,31896,17002,16669
36,4,12707,31242,17967,16084
37,4,12844,30690,18427,16039
38,4,12738,31210,18122,15930
39,4,12904,33499,16045,15552
40,4,13558,31392,17586,15464
41,4,13497,31828,17269,15406
42,4,13520,31881,17145,15454
43,4,13812,32189,16642,15357
44,4,13653,32403,16575,15369
45,4,13737,32550,16181,15532
46,4,13357,33096,15849,15698
47,4,13004,32924,16400,15672
48,4,13183,32579,16458,15780
49,4,12925,32644,16493,15938
50,4,13122,34751,14878,15249
51,4,13228,34287,15083,15402
52,4,13895,36658,13465,13982
53,4,14164,34329,15350,14157
54,4,14282,35350,14593,13775
55,4,14423,34430,15042,14105
56,4,14473,34165,15394,13968
57,4,14486,34089,15617,13808
58,4,14305,35569,14158,13968
59,4,14183,35637,14241,13939
60,4,13924,37374,13101,13601
61,4,13866,38253,12422,13459
62,4,14010,36443,13834,13713
63,4,14059,36616,13286,14039
64,4,13414,34175,15413,14998
65,4,13081,35805,14139,14975
66,4,12945,36631,13690,14734
67,4,13025,36847,13300,14828
68,4,13640,35812,13945,14603
69,4,14088,37910,12605,13397
70,4,13984,38308,12519,13189
71,4,13826,38915,11855,13404
72,4,13850,39300,11565,13285
73,4,13252,41123,10503,13122
74,4,13376,41013,10395,13216
75,4,13264,41004,10468,13264
76,4,13498,40798,10756,12948
77,4,13467,40883,10691,12959
78,4,14662,38051,12460,12827
79,4,14699,37238,13138,12925
80,4,14755,36560,13590,13095
81,4,14548,36704,13799,12949
82,4,14744,36216,14005,13035
83,4,14764,36285,13990,12961
84,4,14405,35458,14780,13357
85,4,14791,34813,15019,13377
86,4,14862,34669,14977,13492
87,4,14641,35510,14681,13168
88,4,15017,34381,15242,13360
89,4,15523,32968,16293,13216
90,4,15422,33895,15576,13107
91,4,15023,34394,15680,12903
92,4,15338,33918,15654,13090
93,4,15213,34298,15370,13119
94,4,15277,34467,15265,12991
95,4,15135,35298,14600,12967
96,4,15049,35583,14472,12896
97,4,15212,35458,14402,12928
98,4,15348,35172,14463,13017
99,4,15087,35491,14651,12771
100,4,15172,35294,14650,12884
101,4,14938,35856,14395,12811
102,4,14876,36053,14240,12831
103,4,15037,35716,14413,12834
104,4,15040,36098,13952,12910
105,4,15320,34127,15281,13272
106,4,15069,33944,15909,13078
107,4,15801,31650,17729,12820
108,4,15618,33748,16044,12590
109,4,16183,32072,17324,12421
110,4,15788,32779,16408,13025
111,4,15657,32927,16546,12870
112,4,16682,30879,18471,11968
113,4,17610,28851,20006,11533
114,4,17230,27896,21114,11760
115,4,16786,27653,21571,11990
116,4,16806,27725,21392,12077
117,4,16372,26045,23011,12572
118,4,16300,24838,24036,12826
119,4,16445,24803,24045,12707
120,4,16484,25326,23546,12644
121,4,16131,26909,22080,12880
122,4,16168,26302,22484,13046
123,4,16021,26011,22956,13012
124,4,16211,26417,22544,12828
125,4,16019,28425,20375,13181
126,4,15797,26693,21873,13637
127,4,15559,27417,21488,13536
128,4,14965,28938,19908,14189
129,4,15089,29162,19642,14107
130,4,15213,27058,21686,14043
131,4,14653,24951,23631,14765
132,4,14551,25655,23123,14671
133,4,14180,26719,22159,14942
134,4,13910,25286,23393,15411
135,4,13691,25062,23847,15400
136,4,13689,24768,23841,15702
137,4,14155,26767,22199,14879
138,4,14016,26487,22502,14995
139,4,14147,25750,23257,14846
140,4,14069,25606,23453,14872
141,4,13976,25582,23507,14935
142,4,14614,23989,24973,14424
143,4,14565,24170,24955,14310
