round,seed,exploit,defect,exploit_,coop
1,559,17035,19587,12164,29214
2,559,17111,18791,12526,29572
3,559,16972,19119,12274,29635
4,559,16902,19195,12313,29590
5,559,16594,19445,12369,29592
6,559,16504,17976,12509,31011
7,559,16822,19073,12484,29621
8,559,16701,18993,12401,29905
9,559,16952,18991,12348,29709
10,559,16796,19097,12264,29843
11,559,17001,19113,12286,29600
12,559,17091,17925,12213,30771
13,559,16412,17006,12270,32312
14,559,16617,16286,12337,32760
15,559,16460,15306,12157,34077
16,559,16443,15182,11903,34472
17,559,16548,15006,11858,34588
18,559,16694,14309,11606,35391
19,559,17485,16104,11177,33234
20,559,17827,15715,11069,33389
21,559,17124,13822,11374,35680
22,559,17199,13436,11203,36162
23,559,18449,14649,10813,34089
24,559,18437,13352,10258,35953
25,559,16783,11507,10960,38750
26,559,16682,11209,10805,39304
27,559,15610,9622,11142,41626
28,559,15648,10553,12005,39794
29,559,15699,10566,11756,39979
30,559,15732,10471,12006,39791
31,559,15815,10313,11734,40138
32,559,15763,10327,11807,40103
33,559,16470,11411,12151,37968
34,559,16271,11679,12131,37919
35,559,16405,11745,12017,37833
36,559,15928,12194,12270,37608
37,559,16272,11697,12297,37734
38,559,17063,12583,12362,35992
39,559,16101,11213,12416,38270
40,559,15335,9747,12326,40592
41,559,15499,9589,12357,40555
42,559,15450,10753,13178,38619
43,559,15713,12263,13553,36471
44,559,16124,11755,13710,36411
45,559,16028,11861,13557,36554
46,559,16200,11666,13322,36812
47,559,16049,11808,13397,36746
48,559,16357,12528,12794,36321
49,559,16446,12349,12929,36276
50,559,16594,12935,12616,35855
51,559,17024,12589,12445,35942
52,559,16872,13280,13485,34363
53,559,16854,13221,13474,34451
54,559,16879,13774,13317,34030
55,559,16291,14589,13560,33560
56,559,16143,14694,13617,33546
57,559,15103,12924,14217,35756
58,559,15503,12426,14047,36024
59,559,15456,12513,13880,36151
60,559,15350,12535,13844,36271
61,559,15438,12397,13923,36242
62,559,15294,12854,13886,35966
63,559,16104,13488,14188,34220
64,559,15714,15112,15197,31977
65,559,15577,15141,15193,32089
66,559,15550,14988,15198,32264
67,559,15478,15556,15090,31876
68,559,16003,16238,15701,30058
69,559,15886,16333,15548,30233
70,559,16211,15831,15208,30750
71,559,16292,15940,15276,30492
72,559,16219,15977,15289,30515
73,559,17363,17567,14572,28498
74,559,17067,18186,14674,28073
75,559,17214,18536,14510,27740
76,559,16059,17966,14726,29249
77,559,16423,17328,14534,29715
78,559,17141,16424,14327,30108
79,559,17123,15717,14640,30520
80,559,16508,14752,14339,32401
81,559,16834,14266,14501,32399
82,559,16771,14204,14318,32707
83,559,16647,14321,14318,32714
84,559,16244,14854,14686,32216
85,559,16657,13346,13548,34449
86,559,16042,11609,13495,36854
87,559,16344,11677,13406,36573
88,559,16223,11807,13289,36681
89,559,16235,11836,13393,36536
90,559,16038,12160,13197,36605
91,559,17185,13583,13097,34135
92,559,17194,13795,12923,34088
93,559,17145,13373,13202,34280
94,559,17334,13303,13368,33995
95,559,17143,13161,13166,34530
96,559,16980,13238,13168,34614
97,559,16918,13806,13507,33769
98,559,15977,12962,13059,36002
99,559,16155,12579,13168,36098
100,559,16052,12514,13342,36092
101,559,16246,12950,13186,35618
102,559,16494,12372,13002,36132
103,559,16484,12331,12949,36236
104,559,16315,12593,12926,36166
105,559,16421,12646,12826,36107
106,559,16368,12756,12894,35982
107,559,16621,12013,12803,36563
108,559,16444,12122,12999,36435
109,559,16046,12793,13325,35836
110,559,15241,14517,14624,33618
111,559,15243,14186,14909,33662
112,559,13721,12397,15773,36109
113,559,14703,13889,15563,33845
114,559,14623,14104,15511,33762
115,559,14255,15010,16694,32041
116,559,13930,14638,16906,32526
117,559,13767,14034,17427,32772
118,559,13401,12580,17398,34621
119,559,13301,12573,17176,34950
120,559,13124,13510,18305,33061
121,559,12997,12833,18758,33412
122,559,12953,12771,18690,33586
123,559,13370,13525,18028,33077
124,559,13467,13295,18211,33027
125,559,12939,12853,18722,33486
126,559,13226,13345,18297,33132
127,559,13362,13158,18351,33129
128,559,13494,12668,18399,33439
129,559,13400,12882,18174,33544
130,559,13551,12527,18336,33586
131,559,13437,13334,17981,33248
132,559,13660,12693,17962,33685
133,559,13679,11332,17406,35583
134,559,13121,12767,18588,33524
135,559,12871,11887,19344,33898
136,559,13225,10573,17880,36322
137,559,11879,9382,18324,38415
138,559,12162,9883,17883,38072
139,559,12018,9824,17937,38221
140,559,12049,9798,18028,38125
141,559,12319,10205,17755,37721
142,559,12726,8975,16461,39838
143,559,12640,8830,16444,40086
144,559,12702,8948,16483,39867
145,559,12637,8990,16384,39989
146,559,12626,8929,16272,40173
147,559,13396,10217,16728,37659
148,559,13271,10459,16724,37546
149,559,13205,10421,16738,37636
150,559,13081,10722,16783,37414
151,559,14624,11972,16388,35016
152,559,14440,12433,16151,34976
153,559,14517,12535,16047,34901
154,559,14166,14018,16970,32846
155,559,14283,14400,16824,32493
156,559,15115,16109,16295,30481
157,559,15153,16444,16033,30370
158,559,15424,17417,16569,28590
159,559,15636,17365,16726,28273
160,559,14832,16416,16579,30173
161,559,14751,15877,16742,30630
162,559,16039,16785,16408,28768
163,559,15963,16822,16309,28906
164,559,14960,15394,16843,30803
165,559,13982,16825,18390,28803
166,559,13918,17576,17968,28538
167,559,13703,18071,18138,28088
168,559,13986,19218,18331,26465
169,559,13889,19172,18509,26430
170,559,15303,20820,17288,24589
