round,seed,exploit,coop,defect,exploit_
1,7,50172,88235,58758,47835
2,7,49915,88784,58628,47673
3,7,49057,83529,63566,48848
4,7,48014,86099,60523,50364
5,7,46741,82732,63886,51641
6,7,45532,80059,66217,53192
7,7,45506,80759,65897,52838
8,7,45879,79859,66528,52734
9,7,45250,80744,66410,52596
10,7,44653,77709,69114,53524
11,7,44684,78608,68470,53238
12,7,44460,78786,67730,54024
13,7,45377,82085,65205,52333
14,7,48036,86965,60347,49652
15,7,47993,88062,59480,49465
16,7,45590,82183,65099,52128
17,7,45554,83051,63982,52413
18,7,46450,79034,67035,52481
19,7,46408,79206,67003,52383
20,7,46203,79273,67046,52478
21,7,46716,78334,67202,52748
22,7,44972,74087,72168,53773
23,7,45437,76446,69380,53737
24,7,44996,77151,69555,53298
25,7,45634,72666,72784,53916
26,7,45921,75616,69518,53945
27,7,45943,75010,70095,53952
28,7,45899,75099,70091,53911
29,7,46124,70775,74685,53416
30,7,44727,69621,76729,53923
31,7,44557,74467,71454,54522
32,7,44983,74788,70727,54502
33,7,44677,75321,70163,54839
34,7,44167,76154,69461,55218
35,7,44029,75403,70172,55396
36,7,44070,75853,69777,55300
37,7,44314,71603,73006,56077
38,7,45262,69325,76093,54320
39,7,45493,72483,72573,54451
40,7,46455,76166,69426,52953
41,7,46538,76239,69405,52818
42,7,46946,78641,66808,52605
43,7,46141,81801,64178,52880
44,7,45838,83025,62563,53574
45,7,45584,85813,59709,53894
46,7,46405,82491,62404,53700
47,7,47998,78756,65402,52844
48,7,47670,75522,68659,53149
49,7,47248,73521,70445,53786
50,7,45454,79250,65591,54705
