round,seed,defect,exploit_,exploit,coop
1,536,19493,12358,17004,29145
2,536,18976,12409,17073,29542
3,536,18191,12430,16649,30730
4,536,17273,12261,16485,31981
5,536,15756,11744,16599,33901
6,536,15819,11874,16579,33728
7,536,15682,11979,16785,33554
8,536,17753,13156,15922,31169
9,536,17536,13137,15923,31404
10,536,17257,13171,15632,31940
11,536,17256,12967,15525,32252
12,536,17290,13193,15703,31814
13,536,19254,13218,15732,29796
14,536,19226,13224,15667,29883
15,536,20473,13271,16206,28050
16,536,19076,13326,15926,29672
17,536,19729,13409,15771,29091
18,536,19018,13462,15816,29704
19,536,18787,13608,15620,29985
20,536,19340,13265,15466,29929
21,536,19188,13366,15775,29671
22,536,19042,13410,15726,29822
23,536,20943,12674,16877,27506
24,536,23278,13642,15690,25390
25,536,23332,13363,15680,25625
26,536,23073,13663,15815,25449
27,536,23632,13453,15614,25301
28,536,25708,13235,15925,23132
29,536,25180,13186,16284,23350
30,536,25188,13021,16273,23518
31,536,25131,13185,16269,23415
32,536,25097,12954,16110,23839
33,536,22979,12853,16536,25632
34,536,24151,12962,16301,24586
35,536,25000,13059,16423,23518
36,536,24355,13452,16398,23795
37,536,23306,12683,16617,25394
38,536,23980,12594,16586,24840
39,536,25665,12317,16924,23094
40,536,23412,13263,16308,25017
41,536,22775,13551,15986,25688
42,536,24250,13953,15781,24016
43,536,24724,13675,15873,23728
44,536,26262,14562,15308,21868
45,536,26381,14598,15224,21797
46,536,28322,15265,14196,20217
47,536,29705,15155,14343,18797
48,536,28290,15005,14938,19767
49,536,29353,15272,14641,18734
50,536,27338,16023,13936,20703
51,536,27580,15891,13914,20615
52,536,28122,16097,14051,19730
53,536,28654,16007,14125,19214
54,536,29104,16108,13597,19191
55,536,30482,15516,13734,18268
56,536,31637,14738,13953,17672
57,536,30370,15619,13663,18348
58,536,30803,15219,13597,18381
59,536,30385,15243,13625,18747
60,536,31397,15871,13269,17463
61,536,31188,16076,13451,17285
62,536,33656,14831,14083,15430
63,536,33575,14801,14025,15599
64,536,33776,14771,13997,15456
65,536,32386,14656,14070,16888
66,536,34242,14001,14486,15271
67,536,36634,13812,13971,13583
68,536,39134,14150,12692,12024
69,536,38229,14635,12602,12534
70,536,38011,14596,12429,12964
71,536,38799,14738,12347,12116
72,536,38840,14704,12450,12006
73,536,38170,14330,12812,12688
74,536,37995,14404,12843,12758
75,536,37948,14350,12855,12847
76,536,36591,14125,13203,14081
77,536,35195,14768,13115,14922
78,536,35446,14631,13009,14914
79,536,33841,14444,13919,15796
80,536,32478,14018,14372,17132
81,536,33545,13950,14517,15988
82,536,33398,13875,14411,16316
83,536,34533,13769,14788,14910
84,536,34120,13897,14668,15315
85,536,35802,13958,14359,13881
86,536,33509,14181,14358,15952
87,536,32060,14799,14061,17080
88,536,32254,14725,14086,16935
89,536,33004,14815,14301,15880
90,536,32529,15009,14190,16272
91,536,31245,15184,13705,17866
92,536,31124,15329,13856,17691
93,536,30341,16044,13716,17899
94,536,30281,15874,13785,18060
95,536,28136,15530,14379,19955
96,536,27165,15730,14164,20941
97,536,27205,15582,14237,20976
98,536,25908,16124,13427,22541
99,536,26711,15795,14222,21272
100,536,26709,15837,14124,21330
101,536,26842,15824,14194,21140
102,536,26681,15703,14123,21493
103,536,27093,15840,14191,20876
104,536,26874,15822,14149,21155
105,536,28114,16299,13875,19712
106,536,26797,16151,13847,21205
107,536,27710,15893,14537,19860
108,536,29858,14581,15296,18265
109,536,29800,14595,15194,18411
110,536,30666,14916,15074,17344
111,536,31813,15193,14173,16821
112,536,32900,15702,13753,15645
113,536,32002,16454,13577,15967
114,536,34268,16103,13176,14453
115,536,34955,16675,12787,13583
116,536,34863,16711,12900,13526
117,536,36256,17146,12238,12360
118,536,36084,17122,12232,12562
119,536,38611,15936,12344,11109
120,536,38379,16228,12496,10897
121,536,38432,16042,12464,11062
122,536,38612,15987,12373,11028
123,536,39185,16090,12447,10278
124,536,39236,16088,12434,10242
125,536,38388,15762,12873,10977
126,536,36097,14964,14634,12305
127,536,35977,14976,14565,12482
128,536,36200,14980,14445,12375
129,536,34864,14975,15223,12938
130,536,36765,14154,15681,11400
131,536,36899,13894,15570,11637
132,536,37608,13552,16047,10793
133,536,36469,13854,16104,11573
134,536,36231,13881,16132,11756
135,536,38503,13972,14985,10540
136,536,37725,13830,15789,10656
137,536,36457,14322,15466,11755
138,536,36321,14327,15434,11918
139,536,34101,14380,16468,13051
140,536,33159,14390,15990,14461
141,536,30757,16348,15193,15702
142,536,31498,16734,14976,14792
143,536,30692,16132,15281,15895
144,536,29486,16298,15052,17164
145,536,28493,15733,15427,18347
146,536,28959,15585,15171,18285
147,536,28033,15941,15682,18344
148,536,29072,15743,15918,17267
149,536,30172,15873,16097,15858
150,536,30335,15810,15752,16103
151,536,31347,15549,15634,15470
152,536,31381,15396,15668,15555
153,536,30701,15512,15962,15825
154,536,31400,16150,15772,14678
155,536,31373,16070,15610,14947
156,536,31633,15992,15626,14749
157,536,31568,15878,15524,15030
158,536,31457,16009,15738,14796
159,536,32501,16084,14981,14434
160,536,30295,15747,15819,16139
161,536,29150,14991,16556,17303
162,536,30372,14874,16684,16070
163,536,30362,14979,16594,16065
164,536,31502,15445,16108,14945
165,536,32598,15151,16526,13725
166,536,33831,14896,16831,12442
167,536,33732,15065,16566,12637
168,536,31603,15080,17242,14075
169,536,32815,14928,17371,12886
170,536,32745,14923,17467,12865
171,536,32828,15028,17364,12780
172,536,32675,15000,17596,12729
173,536,32650,15027,17457,12866
174,536,32734,14900,17443,12923
175,536,34902,13690,17927,11481
176,536,36964,14234,16601,10201
177,536,37706,13965,16286,10043
178,536,37104,14368,16328,10200
179,536,38250,13890,16632,9228
180,536,38231,13673,16820,9276
181,536,38153,13850,16736,9261
182,536,40355,13522,16075,8048
183,536,40929,13763,15883,7425
184,536,42007,14149,15139,6705
185,536,42246,14090,15071,6593
186,536,42228,14114,14934,6724
187,536,42040,14237,15019,6704
188,536,44655,13689,13915,5741
189,536,44364,13645,14210,5781
190,536,44752,13579,14023,5646
191,536,44490,13678,14065,5767
192,536,46905,11544,14721,4830
193,536,49385,12000,12635,3980
194,536,49464,12051,12512,3973
195,536,52218,11589,10941,3252
196,536,52534,11917,10627,2922
197,536,52479,11718,10843,2960
198,536,52214,12000,10800,2986
199,536,55061,11164,9437,2338
200,536,52286,10964,11833,2917
201,536,52100,10717,11866,3317
202,536,49540,11182,13315,3963
203,536,49353,11177,13439,4031
204,536,49386,11093,13425,4096
205,536,49270,11276,13460,3994
206,536,49121,11216,13675,3988
207,536,47069,13195,12931,4805
208,536,49478,12965,11547,4010
209,536,48242,13587,11550,4621
210,536,48198,13583,11615,4604
211,536,48298,13545,11528,4629
212,536,48327,13665,11386,4622
213,536,48517,13492,11459,4532
214,536,48341,13509,11513,4637
215,536,48210,13587,11639,4564
216,536,48240,13480,11650,4630
217,536,48220,13591,11598,4591
218,536,46969,14275,11397,5359
219,536,47171,14131,11414,5284
220,536,46959,14508,11329,5204
221,536,47037,14286,11452,5225
222,536,47037,14233,11468,5262
223,536,49848,11992,11722,4438
224,536,50191,11779,11892,4138
225,536,50266,11643,11883,4208
226,536,50180,11585,12001,4234
227,536,50486,11620,11746,4148
228,536,50296,11614,11884,4206
229,536,49822,12090,11409,4679
230,536,50209,11953,11718,4120
231,536,50390,11800,11502,4308
232,536,51384,11180,11786,3650
233,536,49172,12303,12090,4435
234,536,48993,12375,12172,4460
235,536,49124,12396,12017,4463
236,536,50107,12511,11446,3936
237,536,49942,12764,11403,3891
238,536,50058,12627,11474,3841
239,536,50036,12407,11544,4013
240,536,50285,12492,11325,3898
241,536,50059,12602,11384,3955
242,536,47701,14463,11148,4688
243,536,47447,14574,11276,4703
244,536,47821,14429,11056,4694
245,536,50105,14023,10007,3865
246,536,50182,13981,10035,3802
247,536,50231,13970,9986,3813
248,536,50349,13919,9944,3788
249,536,50665,13625,10211,3499
250,536,50611,13635,10278,3476
251,536,50484,13598,10372,3546
252,536,48067,13561,12091,4281
253,536,50599,13697,10175,3529
254,536,50630,13494,10404,3472
255,536,50737,13688,10107,3468
256,536,51618,13025,10385,2972
257,536,51677,12896,10355,3072
258,536,49098,13919,11281,3702
259,536,49068,13910,11306,3716
260,536,46538,14180,12735,4547
261,536,48808,12422,12729,4041
262,536,48566,12430,12898,4106
263,536,48635,12374,12863,4128
264,536,49138,12565,12590,3707
265,536,49132,12651,12496,3721
266,536,48950,12782,12617,3651
267,536,49115,12617,12520,3748
268,536,48951,12759,12564,3726
269,536,49263,12576,12391,3770
270,536,49080,12683,12532,3705
271,536,46517,14261,12674,4548
272,536,46843,14047,12584,4526
273,536,46610,14131,12805,4454
274,536,46777,14092,12621,4510
275,536,46672,14143,12721,4464
276,536,46604,14157,12733,4506
277,536,46656,14191,12621,4532
278,536,46655,14210,12603,4532
279,536,46467,14272,12947,4314
280,536,45507,14132,13289,5072
281,536,44439,13624,14157,5780
282,536,44496,13555,14251,5698
283,536,42070,13742,15544,6644
284,536,42668,13445,15833,6054
285,536,41526,13519,16258,6697
286,536,41602,13381,16234,6783
287,536,42631,14016,15215,6138
288,536,42487,13995,15331,6187
289,536,42509,13983,15400,6108
290,536,44849,13812,14141,5198
291,536,45026,13886,13950,5138
292,536,43672,14336,14197,5795
293,536,43687,14366,14160,5787
294,536,44020,14126,13916,5938
295,536,44923,14270,13552,5255
296,536,42574,14091,15350,5985
297,536,42494,14190,15224,6092
298,536,42828,13913,15724,5535
299,536,40560,13365,17681,6394
300,536,38285,14963,17360,7392
301,536,38216,14933,17489,7362
302,536,37182,15062,18209,7547
303,536,36962,15223,18268,7547
304,536,39234,13663,18577,6526
305,536,39392,13537,18519,6552
306,536,39254,13570,18608,6568
307,536,41590,14135,16561,5714
308,536,41352,14296,16637,5715
309,536,39275,16418,15694,6613
310,536,39069,16418,15916,6597
311,536,39110,16515,15714,6661
312,536,39325,16504,15648,6523
313,536,39240,16433,15719,6608
314,536,41446,16427,14423,5704
315,536,41481,16375,14429,5715
316,536,41496,16189,14516,5799
317,536,40929,16515,14247,6309
318,536,42804,17170,12457,5569
319,536,42966,16977,12543,5514
320,536,41761,16793,13192,6254
321,536,41576,17116,13080,6228
322,536,41873,16753,13124,6250
323,536,44090,16831,11714,5365
324,536,44093,16832,11713,5362
325,536,44140,16790,11791,5279
326,536,44270,16824,11705,5201
327,536,44264,16744,11637,5355
328,536,44165,16806,11706,5323
329,536,44172,16801,11705,5322
330,536,41843,17815,12175,6167
331,536,42890,17520,12192,5398
332,536,42873,17489,12147,5491
333,536,42951,17476,12141,5432
334,536,45419,15197,12840,4544
335,536,45282,15205,12831,4682
336,536,46371,15406,12128,4095
337,536,46178,15498,12165,4159
338,536,46279,15406,12284,4031
339,536,46256,15397,12224,4123
340,536,46395,15273,12143,4189
