round,seed,exploit,coop,defect,exploit_
1,4,11670,29610,19414,17306
2,4,12095,30838,18266,16801
3,4,11667,28464,20600,17269
4,4,11837,27999,20921,17243
5,4,12276,27302,21778,16644
6,4,12981,29353,19822,15844
7,4,13145,31127,18484,15244
8,4,13853,29543,19203,15401
9,4,13411,30456,18768,15365
10,4,13489,30387,18785,15339
11,4,13588,29624,19173,15615
12,4,13410,31396,17899,15295
13,4,13356,29768,19223,15653
14,4,13082,29387,19903,15628
15,4,12739,26645,22054,16562
16,4,12553,27744,21376,16327
17,4,12789,25407,23537,16267
18,4,12411,23799,25177,16613
19,4,12194,24471,24508,16827
20,4,12277,25299,23538,16886
21,4,12498,23477,25007,17018
22,4,12386,23635,24959,17020
23,4,12989,24066,24282,16663
24,4,12745,24889,22888,17478
25,4,12809,24883,22828,17480
26,4,12586,25054,23127,17233
27,4,12783,26193,22147,16877
28,4,12903,25952,22094,17051
29,4,12672,26124,22102,17102
30,4,12357,26971,21186,17486
31,4,13100,26894,20561,17445
32,4,12943,27026,20786,17245
33,4,12868,27060,20823,17249
34,4,12873,27035,20849,17243
35,4,12289,29176,18974,17561
36,4,12672,28385,20001,16942
37,4,12689,28354,20228,16729
38,4,12709,28489,19940,16862
39,4,12880,30758,17951,16411
40,4,13631,28656,19299,16414
41,4,13672,28964,19044,16320
42,4,13539,29175,18794,16492
43,4,13695,29194,18779,16332
44,4,14030,27855,19778,16337
45,4,14046,28169,19195,16590
46,4,14076,27924,19570,16430
47,4,13778,27553,20260,16409
48,4,13735,26722,21120,16423
49,4,14310,25549,22342,15799
50,4,14750,26993,20813,15444
51,4,14644,26705,21197,15454
52,4,15053,28195,20279,14473
53,4,15032,27566,20917,14485
54,4,15315,28365,19955,14365
55,4,14443,26318,21870,15369
56,4,14461,26437,21896,15206
57,4,15089,24670,23279,14962
58,4,15220,23985,24035,14760
59,4,15417,24836,23057,14690
60,4,15448,24860,22986,14706
61,4,15533,25353,22583,14531
62,4,15677,26810,21056,14457
63,4,14448,29264,18776,15512
64,4,14900,29681,18177,15242
65,4,14217,31470,17086,15227
66,4,13899,33848,15508,14745
67,4,13989,34055,14827,15129
68,4,14857,32340,15727,15076
69,4,15725,34490,14083,13702
70,4,15613,34590,14344,13453
71,4,15837,35184,13323,13656
72,4,15643,35262,13518,13577
73,4,14995,37348,12319,13338
74,4,15387,37464,11746,13403
75,4,15413,37776,11722,13089
76,4,15319,37807,11720,13154
77,4,15484,37881,11356,13279
78,4,15473,37952,11391,13184
79,4,15458,35875,12964,13703
80,4,15488,35257,13453,13802
81,4,15388,35557,13337,13718
82,4,15192,32912,14879,15017
83,4,15018,33135,14899,14948
84,4,14741,32644,15568,15047
85,4,14277,33322,14775,15626
86,4,14310,33283,14678,15729
87,4,13945,33068,15255,15732
88,4,14112,32904,15339,15645
89,4,14292,32322,16035,15351
90,4,14548,31799,16664,14989
91,4,15141,30405,17484,14970
92,4,15002,30123,17860,15015
93,4,14844,32402,15873,14881
94,4,14901,32462,15891,14746
95,4,14709,32577,15959,14755
96,4,13510,34740,14193,15557
97,4,13633,34384,14416,15567
98,4,13637,34693,14016,15654
99,4,13617,34595,14204,15584
100,4,13567,35018,14036,15379
101,4,12935,36786,12871,15408
102,4,12910,36747,12845,15498
103,4,12868,36330,13265,15537
104,4,12883,36557,12807,15753
105,4,13249,35061,13832,15858
106,4,12304,32687,15522,17487
107,4,13000,30996,16526,17478
108,4,12708,31286,16565,17441
109,4,12095,33363,14882,17660
110,4,12010,33541,14458,17991
111,4,12070,35662,12920,17348
112,4,12055,35684,12971,17290
113,4,13012,33790,14086,17112
114,4,12812,33232,14850,17106
115,4,13221,33754,14306,16719
116,4,13089,33907,14175,16829
117,4,13871,35738,12791,15600
118,4,13859,36141,12500,15500
119,4,13914,35994,12538,15554
120,4,13901,36125,12382,15592
121,4,14004,36430,11975,15591
122,4,13811,36185,12479,15525
123,4,13796,34189,13599,16416
124,4,14273,36224,12457,15046
125,4,13495,38326,10979,15200
126,4,13448,36520,12103,15929
127,4,13469,36577,12008,15946
128,4,12180,38614,10535,16671
129,4,12186,39200,10022,16592
130,4,12592,37039,11390,16979
131,4,12698,36840,11490,16972
132,4,12899,37535,10765,16801
133,4,13274,37163,10968,16595
134,4,13050,36981,11260,16709
135,4,13014,34813,12371,17802
136,4,13199,34643,12800,17358
137,4,13670,36920,11450,15960
138,4,13221,36638,11985,16156
139,4,13418,36322,11929,16331
140,4,13318,35908,12706,16068
141,4,13231,36283,12534,15952
142,4,13624,35547,13145,15684
143,4,13529,33699,14662,16110
144,4,13744,33541,14356,16359
145,4,15001,31877,15476,15646
146,4,16086,29895,16988,15031
147,4,15372,27720,18851,16057
148,4,14129,29592,17054,17225
149,4,13828,30011,16753,17408
150,4,13801,30268,16539,17392
151,4,14010,31838,15242,16910
152,4,14577,34348,13504,15571
153,4,14323,32004,15094,16579
154,4,14072,32434,14506,16988
155,4,13049,34446,13250,17255
156,4,12944,32379,14585,18092
157,4,13060,32322,14588,18030
158,4,13018,32319,14779,17884
159,4,13090,32422,14726,17762
160,4,12690,34008,14024,17278
161,4,11844,35933,12760,17463
162,4,11887,35935,12797,17381
163,4,11957,35892,12861,17290
164,4,12047,35538,13363,17052
165,4,13655,33148,14906,16291
166,4,13618,33231,14808,16343
167,4,13256,35207,13597,15940
168,4,13155,35257,13642,15946
169,4,13334,34744,14283,15639
170,4,13498,34634,13970,15898
171,4,12728,37071,12472,15729
172,4,12453,37243,12361,15943
173,4,12568,36969,12584,15879
174,4,12469,37179,12520,15832
175,4,12865,35668,13364,16103
176,4,12689,35973,12787,16551
177,4,12701,36022,12463,16814
178,4,12812,38499,11061,15628
179,4,12806,38292,11060,15842
180,4,12633,38891,10564,15912
181,4,12600,38758,10635,16007
182,4,12691,38647,10596,16066
183,4,12523,38784,10727,15966
184,4,12495,36808,11472,17225
185,4,12789,36482,12052,16677
186,4,12632,35940,12798,16630
187,4,12601,36339,12296,16764
188,4,13243,33829,13879,17049
189,4,13085,33985,13783,17147
190,4,13123,33872,13856,17149
191,4,12994,34389,13701,16916
192,4,13190,33757,14096,16957
193,4,13292,33677,14198,16833
194,4,13256,33819,14091,16834
195,4,12675,35915,12844,16566
196,4,12738,35706,13147,16409
197,4,13047,33850,13697,17406
198,4,12061,31757,15467,18715
199,4,13430,29956,16396,18218
200,4,13501,30145,15946,18408
201,4,13112,32151,14781,17956
202,4,13279,31622,15543,17556
203,4,13572,33861,13835,16732
204,4,13515,33903,13896,16686
205,4,14000,36245,12427,15328
206,4,15443,34626,12862,15069
207,4,15209,33928,13746,15117
208,4,16440,32011,14809,14740
209,4,15984,30078,16549,15389
210,4,14325,32354,14847,16474
211,4,15279,30356,16041,16324
212,4,15058,30678,15591,16673
213,4,15133,30673,15466,16728
214,4,14339,28605,17161,17895
215,4,13233,30310,16023,18434
216,4,13277,30450,15841,18432
217,4,13450,32454,14360,17736
218,4,13053,30938,15183,18826
219,4,13037,30993,15098,18872
220,4,13078,31243,14569,19110
221,4,13196,30673,15312,18819
222,4,12170,28559,17086,20185
223,4,12181,28281,17648,19890
224,4,12232,28499,16968,20301
225,4,12168,28577,17015,20240
226,4,13222,30618,15419,18741
227,4,13094,30628,15452,18826
228,4,13072,30690,15438,18800
229,4,12907,32185,14739,18169
230,4,13234,30001,16314,18451
231,4,13924,28656,17025,18395
232,4,13560,26646,18711,19083
233,4,14085,25101,19547,19267
234,4,14646,23558,20641,19155
235,4,15203,21588,22309,18900
236,4,13776,19898,24198,20128
237,4,13044,21783,22406,20767
238,4,13235,20436,22904,21425
239,4,13117,20378,23129,21376
240,4,14103,22227,21179,20491
241,4,15066,23979,19546,19409
242,4,14398,22453,20537,20612
243,4,14440,22452,20409,20699
244,4,14590,22091,21347,19972
245,4,14247,22512,20136,21105
246,4,14343,23040,18929,21688
247,4,13261,21288,20449,23002
248,4,13538,19827,21362,23273
249,4,14586,21448,19796,22170
250,4,14664,21422,19705,22209
251,4,14209,22843,19182,21766
252,4,14588,21335,20262,21815
253,4,14690,19872,21892,21546
254,4,13669,18052,23553,22726
255,4,13448,18342,23566,22644
256,4,13629,18062,23584,22725
257,4,13653,18184,23484,22679
258,4,13123,17637,24897,22343
259,4,13128,17418,26154,21300
260,4,13810,18743,25246,20201
261,4,14592,17399,25650,20359
262,4,15554,15820,27694,18932
263,4,16277,14337,29660,17726
264,4,16242,14447,29744,17567
265,4,15393,15608,29046,17953
266,4,15243,16835,28044,17878
267,4,15199,16548,28145,18108
268,4,15173,16748,28021,18058
269,4,15150,16684,28115,18051
270,4,15071,15692,28810,18427
271,4,15345,15708,28483,18464
272,4,15176,15768,28765,18291
273,4,14470,15255,30022,18253
274,4,14283,15433,30057,18227
275,4,14326,15305,30094,18275
276,4,14506,15107,30019,18368
277,4,12930,13702,32183,19185
278,4,12935,15219,30042,19804
279,4,12450,16874,28097,20579
280,4,13370,15451,29297,19882
281,4,12166,14152,31064,20618
282,4,11123,15521,29233,22123
283,4,11330,14340,30089,22241
284,4,11514,14134,30268,22084
285,4,11534,13297,30613,22556
286,4,11782,11925,32775,21518
287,4,11416,10762,35000,20822
288,4,11519,10831,34903,20747
289,4,10829,12026,32726,22419
290,4,11207,10768,34885,21140
291,4,11134,10773,35048,21045
292,4,11495,12138,32814,21553
293,4,11537,12023,32672,21768
294,4,11568,11974,32700,21758
295,4,11665,13017,31927,21391
296,4,11311,14154,31076,21459
297,4,11338,14018,31231,21413
298,4,10513,12907,32239,22341
299,4,10617,13001,32094,22288
300,4,10562,12895,32216,22327
301,4,10479,12927,32325,22269
302,4,10244,12040,32825,22891
303,4,10304,12040,32717,22939
304,4,11340,10639,34936,21085
305,4,11310,10829,34756,21105
306,4,11242,10838,34934,20986
307,4,12179,12048,32817,20956
308,4,13815,13283,30670,20232
309,4,13071,14300,30367,20262
310,4,13198,14169,30218,20415
311,4,11753,12834,32321,21092
312,4,12027,12009,32757,21207
313,4,12001,11856,32753,21390
314,4,12802,10832,34880,19486
315,4,12151,9508,37177,19164
316,4,12170,9605,37030,19195
317,4,12336,9615,36841,19208
318,4,12286,10525,36052,19137
319,4,12272,10389,36095,19244
320,4,12327,10470,35940,19263
321,4,12318,10510,35837,19335
322,4,12087,10693,36055,19165
323,4,11660,9218,38154,18968
324,4,11143,10136,37157,19564
325,4,12034,11643,34674,19649
326,4,10963,10258,37165,19614
327,4,11208,11104,36048,19640
328,4,11298,11259,35941,19502
329,4,11314,11185,35878,19623
330,4,11231,11195,35988,19586
331,4,11086,9979,37962,18973
332,4,12238,11217,36063,18482
333,4,12234,11296,35881,18589
334,4,12383,11033,36819,17765
335,4,12282,11003,37083,17632
336,4,12543,10885,36838,17734
337,4,12737,11894,35857,17512
338,4,12649,12952,34653,17746
339,4,12671,12921,34827,17581
340,4,12328,13470,33190,19012
341,4,11223,12062,35254,19461
342,4,11207,12354,35191,19248
343,4,11197,12028,35475,19300
344,4,11282,12145,35169,19404
345,4,11373,12264,35244,19119
346,4,12096,13324,34022,18558
347,4,12011,13245,34084,18660
348,4,11880,13777,32510,19833
349,4,10738,15204,30418,21640
350,4,10807,15082,30441,21670
351,4,10860,16266,29332,21542
352,4,11829,17875,27258,21038
353,4,10669,16473,29346,21512
354,4,10991,17558,28653,20798
355,4,11015,17686,28460,20839
356,4,11378,19080,27305,20237
357,4,11117,18678,28196,20009
358,4,11415,19586,27253,19746
359,4,11782,19227,28169,18822
360,4,11196,20783,26823,19198
361,4,10771,22628,24905,19696
