round,seed,defect,coop,exploit,exploit_
1,780,19588,29715,16700,11997
2,780,20394,28115,17730,11761
3,780,21945,26198,17294,12563
4,780,21920,26412,17334,12334
5,780,21172,26954,17556,12318
6,780,22351,25325,17709,12615
7,780,22280,25105,17822,12793
8,780,20083,27518,18105,12294
9,780,21330,26778,17383,12509
10,780,23189,24740,18385,11686
11,780,25366,22753,18273,11608
12,780,25148,23040,18203,11609
13,780,25358,22782,18279,11581
14,780,25278,22816,18260,11646
15,780,24254,23534,18261,11951
16,780,23063,24197,19110,11630
17,780,22935,24267,19145,11653
18,780,23260,24043,19110,11587
19,780,24320,22802,19450,11428
20,780,23762,22915,19961,11362
21,780,23774,23024,19954,11248
22,780,23446,23201,19946,11407
23,780,24245,22719,19460,11576
24,780,24980,22104,19010,11906
25,780,27335,20277,18004,12384
26,780,26128,20926,18529,12417
27,780,28013,19191,18575,12221
28,780,25935,21072,18707,12286
29,780,27994,19371,17919,12716
30,780,28062,19352,17871,12715
31,780,26704,20861,17745,12690
32,780,25671,21305,18758,12266
33,780,24470,22523,18023,12984
34,780,24181,22952,17813,13054
35,780,24277,23002,17771,12950
36,780,25425,21282,18859,12434
37,780,23529,23238,17833,13400
38,780,23661,23077,17919,13343
39,780,23541,23114,17858,13487
40,780,22397,23883,17928,13792
41,780,23695,22331,18516,13458
42,780,24369,20889,19052,13690
43,780,25118,19789,19842,13251
44,780,23142,21389,20279,13190
45,780,25096,19743,19705,13456
46,780,26775,18062,18438,14725
47,780,26861,18174,18215,14750
48,780,27059,17836,18343,14762
49,780,26666,18239,18299,14796
50,780,24985,19773,19064,14178
51,780,23601,21161,19027,14211
52,780,23030,22584,17857,14529
53,780,23084,22281,18081,14554
54,780,24176,21233,18405,14186
55,780,23695,21352,18940,14013
56,780,25701,19461,19263,13575
57,780,26436,18172,20070,13322
58,780,27668,16975,19321,14036
59,780,27551,17035,19301,14113
60,780,26950,18137,18496,14417
61,780,26371,18298,18554,14777
62,780,27687,16919,18582,14812
63,780,27599,16878,18704,14819
64,780,27716,16855,18638,14791
65,780,28353,16564,18333,14750
66,780,27569,17734,18554,14143
67,780,27772,17834,18279,14115
68,780,28659,17388,18396,13557
69,780,28644,17507,18327,13522
70,780,28562,17607,18356,13475
71,780,29250,16330,18314,14106
72,780,29291,16381,18269,14059
73,780,28284,17622,18844,13250
74,780,27517,18890,18686,12907
75,780,27803,18459,18539,13199
76,780,29427,18058,17736,12779
77,780,30454,16713,17642,13191
78,780,32541,15142,18383,11934
79,780,33665,14618,17709,12008
80,780,32301,15960,17850,11889
81,780,30267,17423,19207,11103
82,780,28069,19139,19322,11470
83,780,30057,17604,18001,12338
84,780,30668,17272,17853,12207
85,780,30532,17375,17849,12244
86,780,32726,15679,16570,13025
87,780,31280,16888,16689,13143
88,780,32643,16186,16498,12673
89,780,32809,16090,16474,12627
90,780,31649,17042,15854,13455
91,780,29345,18492,16886,13277
92,780,29373,18634,16729,13264
93,780,31315,17050,16147,13488
94,780,32958,15417,16657,12968
95,780,31900,16576,16541,12983
96,780,32102,16526,16423,12949
97,780,32021,16451,16593,12935
98,780,31923,16630,16499,12948
99,780,32474,16454,16422,12650
100,780,33454,15037,16254,13255
101,780,33249,15384,16117,13250
102,780,34152,14305,16289,13254
103,780,34203,14210,16440,13147
104,780,34928,13513,16413,13146
105,780,34226,14229,16785,12760
106,780,34271,14381,16630,12718
107,780,34116,14472,16678,12734
108,780,32685,15617,16781,12917
109,780,32400,15772,17016,12812
110,780,34654,14193,15964,13189
111,780,35812,13100,15900,13188
112,780,35661,13199,16035,13105
113,780,35772,13392,15825,13011
114,780,34599,14374,15669,13358
115,780,35849,13818,15398,12935
116,780,37543,12475,15106,12876
117,780,36600,13189,14898,13313
118,780,35150,14491,15567,12792
119,780,32745,16129,14835,14291
120,780,32006,16672,15534,13788
121,780,33207,15419,15531,13843
122,780,33349,15415,15418,13818
123,780,33419,15332,15438,13811
124,780,33539,15255,15478,13728
125,780,32330,16436,15452,13782
126,780,31690,17328,15476,13506
127,780,31455,17458,15701,13386
128,780,30852,17482,16270,13396
129,780,32018,16292,15705,13985
130,780,33718,15409,15901,12972
131,780,32431,16266,15981,13322
132,780,32412,16274,15970,13344
133,780,31424,17248,15731,13597
134,780,32418,16337,15781,13464
135,780,32997,15983,15343,13677
136,780,34065,14856,15677,13402
137,780,36149,13463,14659,13729
138,780,36347,13394,14623,13636
139,780,36021,13268,14759,13952
140,780,36090,13452,14700,13758
141,780,33809,15029,13885,15277
142,780,31683,16508,14079,15730
143,780,31855,16635,13877,15633
144,780,33939,14997,13945,15119
145,780,33761,15002,14118,15119
146,780,31686,16694,15421,14199
147,780,32541,15859,15343,14257
148,780,32572,15645,15292,14491
149,780,34634,14287,16217,12862
150,780,34697,14317,16030,12956
151,780,34734,14256,16151,12859
152,780,32551,15718,17447,12284
153,780,33688,14685,17041,12586
154,780,36139,12960,15821,13080
155,780,38389,11854,16081,11676
156,780,40149,10818,15852,11181
157,780,42558,9463,15234,10745
158,780,42515,9457,15122,10906
159,780,40226,10727,15364,11683
160,780,39920,10802,15461,11817
161,780,39382,11707,15086,11825
162,780,39122,11522,15280,12076
163,780,38011,12451,15410,12128
164,780,38548,12450,15046,11956
165,780,36065,14133,15296,12506
166,780,34497,14884,16253,12366
167,780,34629,14634,16294,12443
168,780,35282,14121,16396,12201
169,780,35009,13896,16552,12543
170,780,36763,12636,16437,12164
171,780,37585,11677,16743,11995
172,780,39871,10228,15238,12663
173,780,37544,11760,16142,12554
174,780,36639,12670,16185,12506
175,780,34403,14137,15633,13827
176,780,35159,13890,15258,13693
177,780,34227,14748,15260,13765
178,780,33361,15704,15212,13723
179,780,34816,15036,14712,13436
180,780,33651,15944,14744,13661
181,780,32522,16415,14539,14524
182,780,32488,16558,14473,14481
183,780,32541,16494,14461,14504
184,780,30105,18481,14256,15158
185,780,32567,16459,13797,15177
186,780,33127,15934,13713,15226
187,780,32723,16584,13821,14872
188,780,32346,16738,14007,14909
