round,seed,defect,exploit_,exploit,coop
1,218,19341,12282,17056,29321
2,218,21366,11296,17830,27508
3,218,22694,11674,17417,26215
4,218,22579,11871,17574,25976
5,218,23389,12149,17210,25252
6,218,22525,12016,17388,26071
7,218,22515,12164,17460,25861
8,218,21934,12061,17444,26561
9,218,21159,11589,17520,27732
10,218,21692,11912,17588,26808
11,218,23904,12675,16562,24859
12,218,23038,12460,16996,25506
13,218,21461,12991,16357,27191
14,218,21385,12942,16362,27311
15,218,23323,13729,15419,25529
16,218,23910,13994,15444,24652
17,218,23613,13822,15319,25246
18,218,23656,13930,15396,25018
19,218,24657,13570,16037,23736
20,218,25226,13369,15714,23691
21,218,25184,13763,15932,23121
22,218,24399,13832,15813,23956
23,218,24414,13888,15807,23891
24,218,25691,13610,15565,23134
25,218,25315,13898,15647,23140
26,218,26354,13493,15484,22669
27,218,24410,13272,15992,24326
28,218,23829,13262,16056,24853
29,218,24159,13070,16176,24595
30,218,22011,13583,15440,26966
31,218,22249,13756,15292,26703
32,218,22460,13867,15358,26315
33,218,24183,13701,15506,24610
34,218,24092,13614,15492,24802
35,218,22070,13803,15467,26660
36,218,20881,13764,15224,28131
37,218,22679,13815,15509,25997
38,218,23409,13611,15313,25667
39,218,22956,13601,15497,25946
40,218,21989,14165,15026,26820
41,218,22363,14147,14669,26821
42,218,21686,14360,14855,27099
43,218,23861,14788,14333,25018
44,218,25032,14775,14360,23833
45,218,24299,14709,14038,24954
46,218,25589,15280,13705,23426
47,218,23882,15901,13271,24946
48,218,25686,15590,13562,23162
49,218,25790,15500,13493,23217
50,218,26227,15333,13668,22772
51,218,26291,15305,13616,22788
52,218,25453,15534,13486,23527
53,218,25854,15390,13390,23366
54,218,26623,15174,13919,22284
55,218,28336,14961,13555,21148
56,218,28821,14985,13633,20561
57,218,27662,15092,13920,21326
58,218,27025,14766,14228,21981
59,218,28119,15119,13806,20956
60,218,27093,15549,13363,21995
61,218,24775,15842,13313,24070
62,218,24155,15966,13159,24720
63,218,25409,15409,13642,23540
64,218,24354,14955,14132,24559
65,218,25294,15463,13641,23602
66,218,25423,15726,13795,23056
67,218,25516,15305,13487,23692
68,218,23870,15029,14023,25078
69,218,22775,14867,14084,26274
70,218,20870,14300,14637,28193
71,218,20548,14344,14537,28571
72,218,19846,14287,14769,29098
73,218,18465,13964,15312,30259
74,218,19318,13887,14713,30082
75,218,19917,14273,14706,29104
76,218,18533,14199,14841,30427
77,218,20050,14352,14579,29019
78,218,19970,14374,14593,29063
79,218,19974,14185,14455,29386
80,218,19944,14405,14570,29081
81,218,19892,14513,14628,28967
82,218,20878,14712,14461,27949
83,218,22218,14815,14623,26344
84,218,22177,14620,14367,26836
85,218,22286,14478,14287,26949
86,218,22952,14391,14388,26269
87,218,23816,14045,14585,25554
88,218,24001,14082,14394,25523
89,218,22047,14808,14163,26982
90,218,23172,14437,14570,25821
91,218,22973,14433,14728,25866
92,218,21786,14323,14674,27217
93,218,22023,14259,14682,27036
94,218,23574,13731,15201,25494
95,218,23463,13795,15244,25498
96,218,22326,14048,14729,26897
97,218,22124,14096,14850,26930
98,218,22788,14093,14933,26186
99,218,23201,14191,14860,25748
100,218,23012,14357,14991,25640
101,218,25113,14504,14375,24008
102,218,24661,14234,14629,24476
103,218,23434,13966,14843,25757
104,218,25632,14281,14639,23448
105,218,25551,14224,14589,23636
106,218,26796,14276,14715,22213
107,218,26875,13977,14582,22566
108,218,26182,14160,14621,23037
109,218,26247,14183,14711,22859
110,218,26386,14164,14787,22663
111,218,28675,13341,15100,20884
112,218,27912,13254,15487,21347
113,218,27857,13242,15653,21248
114,218,26685,13783,15315,22217
115,218,26903,13628,15281,22188
116,218,25652,14084,15171,23093
117,218,27854,13707,15434,21005
118,218,28367,13406,15418,20809
119,218,29234,12942,16052,19772
120,218,28314,12884,16278,20524
121,218,29195,13021,16324,19460
122,218,30123,12765,16669,18443
123,218,30007,12866,16817,18310
124,218,32488,12910,16322,16280
125,218,30047,13774,16134,18045
126,218,31491,14037,15101,17371
127,218,32986,14331,14614,16069
128,218,33211,14240,14324,16225
129,218,32698,14316,14592,16394
130,218,31911,14752,14095,17242
131,218,34369,13759,14786,15086
132,218,36639,13272,14178,13911
133,218,35278,12924,15212,14586
134,218,36045,12784,15582,13589
135,218,36810,12482,15416,13292
136,218,36234,12622,15406,13738
137,218,36515,12360,15338,13787
138,218,33861,14221,14734,15184
139,218,33026,13884,14889,16201
140,218,31406,14001,15091,17502
141,218,31963,13758,14703,17576
142,218,29440,14667,14630,19263
143,218,28515,14415,14776,20294
144,218,27769,14730,14781,20720
145,218,26909,14629,15233,21229
146,218,26647,14216,15650,21487
147,218,27701,14686,14885,20728
148,218,27011,14997,14752,21240
149,218,26899,15118,14873,21110
150,218,27083,15064,14653,21200
151,218,25423,15608,14442,22527
152,218,24501,15272,14926,23301
153,218,23852,15238,15044,23866
