round,seed,defect,coop,exploit,exploit_
1,990,19366,29419,17060,12155
2,990,19340,29412,17057,12191
3,990,18549,30695,16359,12397
4,990,18418,30845,16292,12445
5,990,19356,29390,17244,12010
6,990,19443,29467,17184,11906
7,990,18674,30153,16849,12324
8,990,19157,29484,17050,12309
9,990,19934,28353,17107,12606
10,990,18117,30697,15759,13427
11,990,18123,30545,15807,13525
12,990,20170,28472,16346,13012
13,990,18627,30328,15943,13102
14,990,19229,29438,15793,13540
15,990,20953,27744,16668,12635
16,990,21052,27594,16638,12716
17,990,22367,26093,16903,12637
18,990,23556,25178,16280,12986
19,990,21063,27455,15706,13776
20,990,22152,26831,14994,14023
21,990,23383,25338,15327,13952
22,990,23878,24794,15307,14021
23,990,25360,23095,15294,14251
24,990,25316,23189,15242,14253
25,990,27772,20999,14345,14884
26,990,26835,21619,14823,14723
27,990,25287,23214,14222,15277
28,990,25229,23311,14131,15329
29,990,26293,21908,14518,15281
30,990,26182,22097,14443,15278
31,990,25448,23140,14490,14922
32,990,24441,23766,14889,14904
33,990,24743,23755,14856,14646
34,990,23324,24409,14983,15284
35,990,22489,25150,14712,15649
36,990,20534,27132,14469,15865
37,990,19481,28105,15179,15235
38,990,17728,30128,14504,15640
39,990,16170,32240,14743,14847
40,990,17003,31371,15132,14494
41,990,16964,31316,15162,14558
42,990,16713,31688,14882,14717
43,990,16812,31835,14771,14582
44,990,15362,33433,14883,14322
45,990,16955,31554,14848,14643
46,990,17352,31123,14979,14546
47,990,17392,31220,14893,14495
48,990,18156,30374,14461,15009
49,990,18066,30445,14488,15001
50,990,19433,29460,14543,14564
51,990,18041,30964,14912,14083
52,990,18858,30447,14833,13862
53,990,17898,31376,14676,14050
54,990,18632,29775,14792,14801
55,990,19722,29204,14571,14503
56,990,19471,29454,14533,14542
57,990,19709,29138,14632,14521
58,990,19965,28774,14627,14634
59,990,19219,30016,14700,14065
60,990,20011,28950,14576,14463
61,990,18116,31141,14644,14099
62,990,17105,32155,14998,13742
63,990,17159,32377,14893,13571
64,990,17265,32309,14846,13580
65,990,15727,33919,15001,13353
66,990,16124,33535,14859,13482
67,990,14403,36125,14967,12505
68,990,14873,35352,15433,12342
69,990,15359,34425,15747,12469
70,990,15302,34700,15586,12412
71,990,13340,37264,15345,12051
72,990,12148,38385,14971,12496
73,990,11933,39165,14803,12099
74,990,11123,40298,14383,12196
75,990,11003,40901,14228,11868
76,990,10904,40620,14490,11986
77,990,11609,39496,14607,12288
78,990,11342,39885,14608,12165
79,990,11274,40358,14443,11925
80,990,11903,39121,14986,11990
81,990,12494,38170,15101,12235
82,990,12583,38355,14999,12063
83,990,13054,36959,15175,12812
84,990,13473,36914,15013,12600
85,990,13342,36811,15121,12726
86,990,15527,34147,15262,13064
87,990,15191,34753,15100,12956
88,990,15939,33351,15177,13533
89,990,17009,32220,14924,13847
90,990,17430,31134,15098,14338
91,990,18968,29963,14511,14558
92,990,19451,28956,14786,14807
93,990,20742,28028,14751,14479
94,990,19055,30105,14761,14079
95,990,18306,31098,14633,13963
96,990,18601,30638,14841,13920
97,990,17470,32115,14857,13558
98,990,17177,32533,14706,13584
99,990,17822,31563,14674,13941
100,990,18012,31226,14818,13944
101,990,18063,31376,14675,13886
102,990,17406,31875,14738,13981
103,990,17149,32078,14837,13936
104,990,16091,33265,14295,14349
105,990,16827,32167,14294,14712
