,seed,population_seed,strategy,average_sum,sd_sum,average_percentage,sd_percentage
0,897,136,coop,36763899,6249,0.471,0.08
1,897,136,defect,12920453,4806,0.166,0.062
2,897,136,exploitation,28315648,1925,0.363,0.025
