round,seed,defect,coop,exploit,exploit_
1,780,19588,29715,16700,11997
2,780,20394,28115,17730,11761
3,780,21945,26198,17294,12563
4,780,21920,26412,17334,12334
5,780,21172,26954,17556,12318
6,780,22351,25325,17709,12615
7,780,22280,25105,17822,12793
8,780,20083,27518,18105,12294
9,780,20982,27102,17581,12335
10,780,22761,25068,18606,11565
11,780,24896,23154,18552,11398
12,780,26080,21900,18850,11170
13,780,25872,21944,18989,11195
14,780,25461,22138,18970,11431
15,780,24225,23093,18920,11762
16,780,23092,23515,19935,11458
17,780,24938,21590,19041,12431
18,780,26330,20113,18209,13348
19,780,27491,18833,18548,13128
20,780,27535,18856,18398,13211
21,780,27605,18778,18342,13275
22,780,27283,19013,18360,13344
23,780,28251,18421,17822,13506
24,780,29150,18085,17145,13620
25,780,31319,16525,16064,14092
26,780,32068,15353,16126,14453
27,780,34235,13765,15927,14073
28,780,34291,14049,15749,13911
29,780,36622,12509,14811,14058
30,780,36533,12479,14768,14220
31,780,35265,13505,14875,14355
32,780,36669,12437,14158,14736
33,780,36891,12356,14065,14688
34,780,36697,12419,13952,14932
35,780,36558,12441,14154,14847
36,780,35230,13224,13826,15720
37,780,35099,13525,13674,15702
38,780,35515,13361,13591,15533
39,780,35401,13556,13553,15490
40,780,36727,12423,13592,15258
41,780,38174,11376,13814,14636
42,780,39179,10167,13987,14667
43,780,37670,10796,13590,15944
44,780,35116,12230,14401,16253
45,780,37506,10855,13405,16234
46,780,37465,10762,13469,16304
47,780,36237,11817,14289,15657
48,780,36447,11782,14086,15685
49,780,38436,10665,12702,16197
50,780,38517,10411,12817,16255
51,780,38507,10552,12800,16141
52,780,39282,10202,12814,15702
53,780,39028,10287,12870,15815
54,780,40320,9490,12780,15410
55,780,41701,8515,12155,15629
56,780,44451,7258,11970,14321
57,780,44023,7420,12208,14349
58,780,45297,6596,11386,14721
59,780,45491,6576,11172,14761
60,780,44680,7138,11156,15026
61,780,45232,6494,11417,14857
62,780,46782,5833,10902,14483
63,780,46633,5765,11058,14544
64,780,46468,5647,11260,14625
65,780,45372,6514,11578,14536
66,780,44413,7191,12028,14368
67,780,44597,7136,11839,14428
68,780,45808,6673,11845,13674
69,780,48280,5778,10737,13205
70,780,48439,5750,10670,13141
71,780,49150,5184,10451,13215
72,780,48988,5315,10471,13226
73,780,49247,5203,10446,13104
74,780,48531,5722,10588,13159
75,780,49762,4889,9915,13434
76,780,49952,5064,9675,13309
77,780,51064,4346,9183,13407
78,780,50947,4360,9250,13443
79,780,51169,4395,9217,13219
80,780,49764,5042,9822,13372
81,780,47211,5934,11783,13072
82,780,47394,5992,11609,13005
83,780,47309,5934,11759,12998
84,780,46609,6580,11834,12977
85,780,47801,5705,11297,13197
86,780,47793,5750,11332,13125
87,780,47774,5718,11351,13157
88,780,47752,5717,11264,13267
89,780,46430,6565,12158,12847
90,780,47432,5885,12200,12483
91,780,47334,6013,12209,12444
92,780,47342,5990,12208,12460
93,780,47126,6214,12181,12479
94,780,47349,5965,12143,12543
95,780,47248,5960,12312,12480
96,780,47252,5952,12310,12486
97,780,47245,5982,12229,12544
98,780,47259,6087,12241,12413
99,780,47855,5828,12292,12025
100,780,45424,6779,14361,11436
101,780,42956,8052,15200,11792
102,780,43566,7294,15379,11761
103,780,42784,8186,15015,12015
104,780,40519,9341,15708,12432
105,780,40741,9116,15634,12509
106,780,41235,8543,15482,12740
107,780,41096,8492,15584,12828
108,780,42173,8203,15186,12438
109,780,42164,8167,15150,12519
110,780,42181,8269,15152,12398
111,780,41086,8478,15660,12776
112,780,41092,8536,15651,12721
113,780,41046,8565,15602,12787
114,780,41138,8509,15547,12806
115,780,41064,8436,15665,12835
116,780,41136,8496,15609,12759
117,780,41027,8589,15528,12856
118,780,42283,8174,14495,13048
119,780,42944,7767,14809,12480
120,780,44167,6755,14157,12921
121,780,45220,6080,13872,12828
122,780,45193,6058,13887,12862
123,780,45131,6092,13904,12873
124,780,45181,6046,13882,12891
125,780,44504,6714,13881,12901
126,780,44437,7010,13977,12576
127,780,46484,6123,14738,10655
128,780,46656,6046,14784,10514
129,780,46650,6061,14717,10572
130,780,46808,5971,14700,10521
131,780,46521,6129,14693,10657
132,780,46676,6130,14579,10615
133,780,45855,6668,14515,10962
134,780,44167,7340,15191,11302
135,780,43624,7833,15374,11169
136,780,44035,7163,15741,11061
137,780,44220,7252,15652,10876
138,780,44157,7224,15599,11020
139,780,42820,7846,15804,11530
140,780,45340,6834,13724,12102
141,780,45052,7018,13743,12187
142,780,45382,6853,13853,11912
143,780,45259,7028,13793,11920
144,780,45236,6852,13950,11962
145,780,45253,6831,13890,12026
146,780,45525,6718,13751,12006
147,780,45956,6286,13666,12092
148,780,46543,5733,13878,11846
149,780,46725,5836,13731,11708
150,780,48959,4827,13981,10233
151,780,51617,4001,12874,9508
152,780,51765,3908,12840,9487
153,780,52247,3564,12642,9547
154,780,52104,3551,12744,9601
155,780,49598,4439,12373,11590
156,780,49727,4328,12403,11542
157,780,49614,4368,12637,11381
158,780,49666,4435,12380,11519
159,780,49764,4425,12449,11362
160,780,47039,5145,14275,11541
161,780,46999,5378,14172,11451
162,780,47131,5312,14090,11467
163,780,47010,5382,14283,11325
164,780,47071,5280,14248,11401
165,780,46913,5237,14198,11652
166,780,44647,6259,15765,11329
167,780,44782,6179,15706,11333
168,780,44751,6338,15664,11247
169,780,44394,6265,15920,11421
170,780,45848,5481,15590,11081
171,780,45701,5486,15541,11272
172,780,43397,6413,17651,10539
173,780,43413,6402,17664,10521
174,780,43028,7064,17530,10378
175,780,43007,7011,17432,10550
176,780,43447,6937,16985,10631
177,780,46029,5837,16194,9940
178,780,48468,5011,14997,9524
179,780,48536,4951,14986,9527
180,780,48284,4965,15074,9677
181,780,47969,5417,14748,9866
182,780,48081,5362,14692,9865
183,780,47941,5429,14719,9911
184,780,47816,5591,14691,9902
185,780,47760,5450,14945,9845
186,780,48602,4952,14642,9804
187,780,48151,5365,14807,9677
188,780,48077,5304,14874,9745
