round,seed,defect,exploit_,exploit,coop
1,565,19158,12221,17076,29545
2,565,17392,11747,17229,31632
3,565,15651,11214,17092,34043
4,565,13702,10577,17525,36196
5,565,13918,10451,17299,36332
6,565,13776,10526,17534,36164
7,565,13047,10032,17613,37308
8,565,11530,9931,17171,39368
9,565,10307,10221,16251,41221
10,565,9701,9830,16331,42138
11,565,9926,9887,16410,41777
12,565,9888,9707,16318,42087
13,565,8496,10355,15155,43994
14,565,8465,10433,15102,44000
15,565,8806,10442,15561,43191
16,565,9610,9969,15710,42711
17,565,11211,10077,16534,40178
18,565,10546,10081,16605,40768
19,565,10281,10116,16442,41161
20,565,10869,10343,16270,40518
21,565,10480,10390,16222,40908
22,565,10756,10348,16167,40729
23,565,11198,10651,16060,40091
24,565,12595,10436,16999,37970
25,565,14494,11754,16468,35284
26,565,13587,11761,15794,36858
27,565,13935,12288,15870,35907
28,565,15849,12112,16086,33953
29,565,15741,11879,15933,34447
30,565,15725,12176,16128,33971
31,565,17695,13094,15417,31794
32,565,16400,13687,15213,32700
33,565,18209,13257,15440,31094
34,565,20182,13570,15518,28730
35,565,20146,13267,15260,29327
36,565,21672,13686,15154,27488
37,565,20493,13421,15463,28623
38,565,20607,13399,15692,28302
39,565,22325,12934,15949,26792
40,565,22694,12822,16081,26403
41,565,21789,12550,16345,27316
42,565,21295,12518,16602,27585
43,565,21713,12641,16460,27186
44,565,21889,12469,16265,27377
45,565,20136,12819,16034,29011
46,565,19338,12559,16282,29821
47,565,18896,12689,16203,30212
48,565,17084,12905,15526,32485
49,565,18171,12977,15536,31316
50,565,17920,13052,15661,31367
51,565,18020,13019,15732,31229
52,565,19304,12430,15960,30306
53,565,18027,12641,16496,30836
54,565,18360,12379,16438,30823
55,565,17771,12154,16718,31357
56,565,16924,12195,16458,32423
57,565,17521,12339,16405,31735
58,565,17256,12527,16081,32136
59,565,17532,12556,16273,31639
60,565,19681,13164,15769,29386
61,565,19627,13411,15711,29251
62,565,21796,13988,15149,27067
63,565,21826,13889,15209,27076
64,565,20652,14037,14868,28443
65,565,22606,14214,14978,26202
66,565,22466,14059,14924,26551
67,565,23150,13886,14896,26068
68,565,22233,13785,14884,27098
69,565,22662,13946,15154,26238
70,565,21433,14191,14563,27813
71,565,21389,14367,14789,27455
72,565,23075,13977,14977,25971
73,565,21266,13472,15468,27794
74,565,21664,13332,15327,27677
75,565,20546,13633,15507,28314
76,565,20526,13608,15631,28235
77,565,20198,13570,15232,29000
78,565,18981,13656,15142,30221
79,565,16920,13898,14661,32521
80,565,18332,13267,15476,30925
81,565,18543,13187,15359,30911
82,565,18485,13423,15429,30663
83,565,16714,12820,15783,32683
84,565,16814,12852,15819,32515
85,565,15702,12949,14956,34393
86,565,15327,13090,15177,34406
87,565,15178,13087,15194,34541
88,565,15735,13033,15363,33869
89,565,15663,13012,15223,34102
90,565,15697,12981,15134,34188
91,565,15584,12902,15189,34325
92,565,17171,13469,14624,32736
93,565,17014,13465,14861,32660
94,565,16913,13463,14695,32929
95,565,16506,13643,15026,32825
96,565,18336,14658,14042,30964
97,565,16920,15105,13508,32467
98,565,17951,15131,13271,31647
99,565,17274,15392,13102,32232
100,565,17285,15510,13037,32168
101,565,17538,15529,13055,31878
102,565,16620,14991,12997,33392
103,565,18487,16039,12696,30778
104,565,17531,16311,12493,31665
105,565,18358,16057,12601,30984
106,565,18936,16287,12477,30300
107,565,18840,16136,12530,30494
108,565,20249,15804,12936,29011
109,565,19903,15887,12928,29282
110,565,19904,15784,13066,29246
111,565,21975,15282,14004,26739
112,565,21981,15229,13806,26984
113,565,23069,14819,14350,25762
114,565,23220,14913,14299,25568
115,565,23931,14821,14127,25121
116,565,24966,15143,14121,23770
117,565,24840,15113,14049,23998
118,565,25824,15103,13829,23244
119,565,26954,15116,14403,21527
120,565,26929,15031,14382,21658
121,565,28971,15035,13772,20222
122,565,30028,15161,13498,19313
123,565,30224,15347,13614,18815
124,565,32290,14527,14119,17064
125,565,30619,15010,14432,17939
126,565,31007,14851,14209,17933
127,565,33177,14632,13913,16278
128,565,34732,14200,13698,15370
129,565,34430,14195,13734,15641
130,565,34653,14321,13804,15222
131,565,35451,14265,13615,14669
132,565,35511,14395,13759,14335
133,565,33979,14798,13658,15565
134,565,36560,13722,13807,13911
135,565,37028,13717,13996,13259
136,565,36670,13301,13917,14112
137,565,38837,13692,13307,12164
138,565,39090,13461,12913,12536
139,565,38025,13348,13504,13123
140,565,36552,13412,13921,14115
141,565,37896,13212,13897,12995
142,565,36964,13643,13471,13922
143,565,35716,13744,13899,14641
144,565,34878,13743,13777,15602
145,565,34752,13754,13887,15607
146,565,35954,13598,13565,14883
147,565,35746,13651,13786,14817
148,565,35810,13680,13657,14853
149,565,35405,13565,13777,15253
150,565,35480,13601,13616,15303
151,565,34480,13543,14048,15929
152,565,33110,13854,14076,16960
153,565,31837,13880,14271,18012
154,565,31846,13928,14445,17781
155,565,30446,13288,15175,19091
156,565,28879,13429,15300,20392
157,565,28117,13513,15842,20528
158,565,29706,13316,15714,19264
159,565,30183,13124,15726,18967
160,565,29266,13230,15586,19918
161,565,29200,13336,15660,19804
162,565,28026,12995,15816,21163
163,565,29314,12625,16453,19608
164,565,29284,12454,16397,19865
165,565,30156,12663,16158,19023
166,565,28069,12923,16101,20907
167,565,28791,13144,15420,20645
168,565,29622,13199,15395,19784
169,565,29993,13152,15740,19115
170,565,30216,13102,15462,19220
171,565,32190,13944,14290,17576
172,565,33257,13972,14182,16589
173,565,33154,13943,14296,16607
174,565,32343,13961,14688,17008
175,565,30356,12898,15630,19116
176,565,31144,12779,16230,17847
177,565,30274,12542,16208,18976
178,565,31509,12990,15524,17977
179,565,32722,13123,15291,16864
180,565,32661,12998,15227,17114
181,565,32694,13178,15249,16879
182,565,34097,13049,15097,15757
183,565,34701,12950,15159,15190
184,565,32334,12567,16019,17080
185,565,31774,12818,15868,17540
186,565,31772,12675,15792,17761
187,565,34450,11325,16651,15574
