,seed,population_seed,strategy,average_sum,sd_sum,average_percentage,sd_percentage
0,450,953,coop,16123627,9256,0.207,0.119
1,450,953,defect,34407231,12671,0.441,0.162
2,450,953,exploitation,27469142,4251,0.352,0.054
