round,seed,defect,exploit_,exploit,coop
1,218,19341,12282,17056,29321
2,218,21366,11296,17830,27508
3,218,22694,11674,17417,26215
4,218,22579,11871,17574,25976
5,218,23389,12149,17210,25252
6,218,22525,12016,17388,26071
7,218,22515,12164,17460,25861
8,218,21934,12061,17444,26561
9,218,21159,11589,17520,27732
10,218,21692,11912,17588,26808
11,218,23904,12675,16562,24859
12,218,23038,12460,16996,25506
13,218,21461,12991,16357,27191
14,218,21385,12942,16362,27311
15,218,23323,13729,15419,25529
16,218,23910,13994,15444,24652
17,218,23613,13822,15319,25246
18,218,23656,13930,15396,25018
19,218,24657,13570,16037,23736
20,218,25226,13369,15714,23691
21,218,25184,13763,15932,23121
22,218,24399,13832,15813,23956
23,218,24414,13888,15807,23891
24,218,25691,13610,15565,23134
25,218,25315,13898,15647,23140
26,218,26354,13493,15484,22669
27,218,24410,13272,15992,24326
28,218,23829,13262,16056,24853
29,218,22020,13994,15286,26700
30,218,19993,14463,14483,29061
31,218,20232,14576,14334,28858
32,218,20443,14715,14352,28490
33,218,22074,14594,14596,26736
34,218,22025,14475,14546,26954
35,218,20074,14602,14510,28814
36,218,18873,14546,14205,30376
37,218,20632,14690,14549,28129
38,218,21277,14490,14400,27833
39,218,20893,14444,14531,28132
40,218,21008,14606,14658,27728
41,218,21291,14634,14441,27634
42,218,20738,14737,14399,28126
43,218,22933,15186,13961,25920
44,218,21936,15189,13996,26879
45,218,19941,15305,13704,29050
46,218,21345,16145,13322,27188
47,218,19712,16657,12683,28948
48,218,21420,16463,13169,26948
49,218,20560,16651,12396,28393
50,218,20877,16554,12649,27920
51,218,20858,16513,12612,28017
52,218,20300,16661,12440,28599
53,218,21581,16236,12561,27622
54,218,22224,16152,13108,26516
55,218,21749,15887,12798,27566
56,218,22206,16081,12973,26740
57,218,23160,16039,13217,25584
58,218,22587,15737,13494,26182
59,218,23799,16147,13022,25032
60,218,24844,15697,13309,24150
61,218,24775,15842,13313,24070
62,218,24155,15966,13159,24720
63,218,25409,15409,13642,23540
64,218,24354,14955,14132,24559
65,218,25294,15463,13641,23602
66,218,25423,15726,13795,23056
67,218,25516,15305,13487,23692
68,218,23870,15029,14023,25078
69,218,22775,14867,14084,26274
70,218,20870,14300,14637,28193
71,218,20989,14321,14654,28036
72,218,20235,14215,14813,28737
73,218,18931,13920,15366,29783
74,218,19667,13892,14812,29629
75,218,20419,14241,14810,28530
76,218,18963,14170,14892,29975
77,218,20511,14301,14638,28550
78,218,20957,14259,14748,28036
79,218,20049,14211,14428,29312
80,218,19335,14112,14765,29788
81,218,20974,13693,15464,27869
82,218,21986,14016,15257,26741
83,218,21609,14014,15259,27118
84,218,21691,13799,15096,27414
85,218,21627,13867,15099,27407
86,218,21314,13797,15059,27830
87,218,22173,13710,15203,26914
88,218,22325,13786,15145,26744
89,218,22117,13618,15138,27127
90,218,21690,13839,15166,27305
91,218,21477,13687,15266,27570
92,218,20208,13710,15404,28678
93,218,18944,14354,14616,30086
94,218,18991,14176,14423,30410
95,218,18657,14377,14367,30599
96,218,17149,14856,13686,32309
97,218,17076,14801,13662,32461
98,218,17599,14857,13958,31586
99,218,17698,14725,13830,31747
100,218,16640,15291,13566,32503
101,218,18193,15666,13187,30954
102,218,17855,15461,13400,31284
103,218,16819,14966,13534,32681
104,218,18699,15513,13459,30329
105,218,18904,15443,13448,30205
106,218,19521,15208,13571,29700
107,218,18686,15022,13703,30589
108,218,18455,15136,13618,30791
109,218,17692,15277,13826,31205
110,218,17642,15028,13845,31485
111,218,19753,14581,14470,29196
112,218,18998,14337,14853,29812
113,218,20302,14317,15264,28117
114,218,19439,14882,14906,28773
115,218,20183,14524,15008,28285
116,218,20164,14527,14991,28318
117,218,20544,14283,15223,27950
118,218,21083,14169,15264,27484
119,218,20893,14027,15234,27846
120,218,20167,13998,15350,28485
121,218,21186,14346,15397,27071
122,218,22113,14187,16089,25611
123,218,21897,14174,16206,25723
124,218,22724,14240,15902,25134
125,218,20718,14682,15429,27171
126,218,21336,14857,14806,27001
127,218,22785,15441,14497,25277
128,218,21673,15382,14103,26842
129,218,21262,15447,14338,26953
130,218,21277,15481,14253,26989
131,218,22469,14923,14620,25988
132,218,22860,14686,14516,25938
133,218,22290,14545,14834,26331
134,218,23689,14067,15497,24747
135,218,24343,13985,15371,24301
136,218,23907,14027,15562,24504
137,218,25028,14227,14973,23772
138,218,22986,15206,14003,25805
139,218,22193,15325,14186,26296
140,218,22409,15489,14348,25754
141,218,22967,15216,13978,25839
142,218,20572,15937,13497,27994
143,218,18903,15053,14019,30025
144,218,17675,15493,13919,30913
145,218,17268,15298,14316,31118
146,218,19482,15926,13683,28909
147,218,19204,16139,13820,28837
148,218,18821,16250,13528,29401
149,218,19696,15758,14406,28140
150,218,19552,15919,14392,28137
151,218,19316,15848,14570,28266
152,218,18863,15707,14652,28778
153,218,18299,15805,14827,29069
