round,seed,strategy,count,percentage
60,1024,coop,37863,0.49
60,1024,defect,12434,0.16
60,1024,exploitation,27703,0.36
61,1024,coop,37243,0.48
61,1024,defect,12919,0.17
61,1024,exploitation,27838,0.36
62,1024,coop,36819,0.47
62,1024,defect,13586,0.17
62,1024,exploitation,27595,0.35
63,1024,coop,38970,0.5
63,1024,defect,11686,0.15
63,1024,exploitation,27344,0.35
64,1024,coop,39049,0.5
64,1024,defect,11830,0.15
64,1024,exploitation,27121,0.35
65,1024,coop,39335,0.5
65,1024,defect,11421,0.15
65,1024,exploitation,27244,0.35
66,1024,coop,39446,0.51
66,1024,defect,11304,0.14
66,1024,exploitation,27250,0.35
67,1024,coop,38923,0.5
67,1024,defect,11900,0.15
67,1024,exploitation,27177,0.35
68,1024,coop,39215,0.5
68,1024,defect,11707,0.15
68,1024,exploitation,27078,0.35
69,1024,coop,36734,0.47
69,1024,defect,13683,0.18
69,1024,exploitation,27583,0.35
70,1024,coop,36964,0.47
70,1024,defect,13187,0.17
70,1024,exploitation,27849,0.36
71,1024,coop,37041,0.47
71,1024,defect,13233,0.17
71,1024,exploitation,27726,0.36
72,1024,coop,37099,0.48
72,1024,defect,13231,0.17
72,1024,exploitation,27670,0.35
73,1024,coop,39177,0.5
73,1024,defect,11350,0.15
73,1024,exploitation,27473,0.35
74,1024,coop,37046,0.47
74,1024,defect,13191,0.17
74,1024,exploitation,27763,0.36
75,1024,coop,37329,0.48
75,1024,defect,12653,0.16
75,1024,exploitation,28018,0.36
76,1024,coop,37988,0.49
76,1024,defect,12555,0.16
76,1024,exploitation,27457,0.35
77,1024,coop,40029,0.51
77,1024,defect,10830,0.14
77,1024,exploitation,27141,0.35
78,1024,coop,39741,0.51
78,1024,defect,11295,0.14
78,1024,exploitation,26964,0.35
79,1024,coop,40142,0.51
79,1024,defect,11010,0.14
79,1024,exploitation,26848,0.34
80,1024,coop,40719,0.52
80,1024,defect,10734,0.14
80,1024,exploitation,26547,0.34
81,1024,coop,39935,0.51
81,1024,defect,11034,0.14
81,1024,exploitation,27031,0.35
82,1024,coop,40153,0.51
82,1024,defect,10844,0.14
82,1024,exploitation,27003,0.35
83,1024,coop,40037,0.51
83,1024,defect,11017,0.14
83,1024,exploitation,26946,0.35
84,1024,coop,39644,0.51
84,1024,defect,11392,0.15
84,1024,exploitation,26964,0.35
85,1024,coop,39633,0.51
85,1024,defect,11457,0.15
85,1024,exploitation,26910,0.34
86,1024,coop,40261,0.52
86,1024,defect,10783,0.14
86,1024,exploitation,26956,0.35
87,1024,coop,39463,0.51
87,1024,defect,11272,0.14
87,1024,exploitation,27265,0.35
88,1024,coop,39012,0.5
88,1024,defect,11663,0.15
88,1024,exploitation,27325,0.35
89,1024,coop,38649,0.5
89,1024,defect,12250,0.16
89,1024,exploitation,27101,0.35
90,1024,coop,38843,0.5
90,1024,defect,12020,0.15
90,1024,exploitation,27137,0.35
91,1024,coop,40468,0.52
91,1024,defect,10679,0.14
91,1024,exploitation,26853,0.34
92,1024,coop,40530,0.52
92,1024,defect,10579,0.14
92,1024,exploitation,26891,0.34
93,1024,coop,38362,0.49
93,1024,defect,12383,0.16
93,1024,exploitation,27255,0.35
94,1024,coop,38468,0.49
94,1024,defect,12340,0.16
94,1024,exploitation,27192,0.35
95,1024,coop,37694,0.48
95,1024,defect,12846,0.16
95,1024,exploitation,27460,0.35
96,1024,coop,38340,0.49
96,1024,defect,12256,0.16
96,1024,exploitation,27404,0.35
97,1024,coop,37909,0.49
97,1024,defect,12556,0.16
97,1024,exploitation,27535,0.35
98,1024,coop,38204,0.49
98,1024,defect,12420,0.16
98,1024,exploitation,27376,0.35
99,1024,coop,37977,0.49
99,1024,defect,12627,0.16
99,1024,exploitation,27396,0.35
100,1024,coop,37696,0.48
100,1024,defect,12823,0.16
100,1024,exploitation,27481,0.35
101,1024,coop,36911,0.47
101,1024,defect,13133,0.17
101,1024,exploitation,27956,0.36
102,1024,coop,37784,0.48
102,1024,defect,12692,0.16
102,1024,exploitation,27524,0.35
103,1024,coop,37443,0.48
103,1024,defect,12814,0.16
103,1024,exploitation,27743,0.36
104,1024,coop,37687,0.48
104,1024,defect,12676,0.16
104,1024,exploitation,27637,0.35
105,1024,coop,38037,0.49
105,1024,defect,12754,0.16
105,1024,exploitation,27209,0.35
106,1024,coop,37484,0.48
106,1024,defect,12911,0.17
106,1024,exploitation,27605,0.35
107,1024,coop,39968,0.51
107,1024,defect,11230,0.14
107,1024,exploitation,26802,0.34
108,1024,coop,41561,0.53
108,1024,defect,9827,0.13
108,1024,exploitation,26612,0.34
109,1024,coop,40941,0.52
109,1024,defect,10034,0.13
109,1024,exploitation,27025,0.35
110,1024,coop,41135,0.53
110,1024,defect,10011,0.13
110,1024,exploitation,26854,0.34
111,1024,coop,40839,0.52
111,1024,defect,10234,0.13
111,1024,exploitation,26927,0.35
112,1024,coop,41269,0.53
112,1024,defect,9979,0.13
112,1024,exploitation,26752,0.34
113,1024,coop,39279,0.5
113,1024,defect,11532,0.15
113,1024,exploitation,27189,0.35
114,1024,coop,39332,0.5
114,1024,defect,11575,0.15
114,1024,exploitation,27093,0.35
115,1024,coop,41004,0.53
115,1024,defect,9919,0.13
115,1024,exploitation,27077,0.35
116,1024,coop,43263,0.55
116,1024,defect,8369,0.11
116,1024,exploitation,26368,0.34
117,1024,coop,43385,0.56
117,1024,defect,8351,0.11
117,1024,exploitation,26264,0.34
118,1024,coop,46121,0.59
118,1024,defect,6386,0.08
118,1024,exploitation,25493,0.33
119,1024,coop,45693,0.59
119,1024,defect,6796,0.09
119,1024,exploitation,25511,0.33
120,1024,coop,43626,0.56
120,1024,defect,8413,0.11
120,1024,exploitation,25961,0.33
121,1024,coop,43813,0.56
121,1024,defect,8389,0.11
121,1024,exploitation,25798,0.33
122,1024,coop,45043,0.58
122,1024,defect,7051,0.09
122,1024,exploitation,25906,0.33
123,1024,coop,45687,0.59
123,1024,defect,7029,0.09
123,1024,exploitation,25284,0.32
124,1024,coop,46046,0.59
124,1024,defect,6681,0.09
124,1024,exploitation,25273,0.32
125,1024,coop,45837,0.59
125,1024,defect,6691,0.09
125,1024,exploitation,25472,0.33
126,1024,coop,46315,0.59
126,1024,defect,6682,0.09
126,1024,exploitation,25003,0.32
127,1024,coop,45847,0.59
127,1024,defect,6740,0.09
127,1024,exploitation,25413,0.33
128,1024,coop,45344,0.58
128,1024,defect,7128,0.09
128,1024,exploitation,25528,0.33
129,1024,coop,44770,0.57
129,1024,defect,7282,0.09
129,1024,exploitation,25948,0.33
130,1024,coop,44033,0.56
130,1024,defect,7666,0.1
130,1024,exploitation,26301,0.34
131,1024,coop,43761,0.56
131,1024,defect,7749,0.1
131,1024,exploitation,26490,0.34
132,1024,coop,44291,0.57
132,1024,defect,7500,0.1
132,1024,exploitation,26209,0.34
133,1024,coop,42934,0.55
133,1024,defect,8850,0.11
133,1024,exploitation,26216,0.34
134,1024,coop,42728,0.55
134,1024,defect,8875,0.11
134,1024,exploitation,26397,0.34
135,1024,coop,42713,0.55
135,1024,defect,8897,0.11
135,1024,exploitation,26390,0.34
136,1024,coop,42705,0.55
136,1024,defect,8972,0.12
136,1024,exploitation,26323,0.34
137,1024,coop,42261,0.54
137,1024,defect,9010,0.12
137,1024,exploitation,26729,0.34
138,1024,coop,42458,0.54
138,1024,defect,8686,0.11
138,1024,exploitation,26856,0.34
139,1024,coop,42487,0.54
139,1024,defect,8731,0.11
139,1024,exploitation,26782,0.34
