round,seed,defect,coop,exploit_,exploit
1,385,19631,29255,12113,17001
2,385,18968,29707,12037,17288
3,385,19448,29580,11875,17097
4,385,18738,29818,11866,17578
5,385,18415,30014,11766,17805
6,385,19992,28514,11882,17612
7,385,20938,27498,12488,17076
8,385,22987,25540,13074,16399
9,385,24002,24331,13083,16584
10,385,22504,25873,13692,15931
11,385,23345,24741,13615,16299
12,385,23426,24570,13695,16309
13,385,24669,23754,13067,16510
14,385,26685,21916,13840,15559
15,385,28041,20333,14127,15499
16,385,28828,19771,14352,15049
17,385,28800,20303,14089,14808
18,385,30062,18830,13771,15337
19,385,30437,18741,13428,15394
20,385,30915,18315,13424,15346
21,385,28404,20231,14554,14811
22,385,29704,18968,14371,14957
23,385,30769,17730,14790,14711
24,385,31048,17868,14657,14427
25,385,30966,17883,14609,14542
26,385,29276,19265,14343,15116
27,385,28552,20371,14298,14779
28,385,28362,20296,14354,14988
29,385,28395,20296,14376,14933
30,385,27068,21806,14435,14691
31,385,25583,23475,14169,14773
32,385,24938,23616,14579,14867
33,385,23602,24960,14524,14914
34,385,25323,23640,15060,13977
35,385,24247,24575,15766,13412
36,385,24310,24469,15743,13478
37,385,24707,24331,15535,13427
38,385,25126,24091,15657,13126
39,385,25350,24034,15595,13021
40,385,26974,22369,16125,12532
41,385,26951,22554,15971,12524
42,385,27679,21701,16316,12304
43,385,26200,23115,15898,12787
44,385,24384,24887,15320,13409
45,385,26299,23136,14816,13749
46,385,24672,24567,15394,13367
47,385,25682,23181,15423,13714
48,385,25947,23358,15298,13397
49,385,24049,24910,14978,14063
50,385,23736,25558,14709,13997
51,385,23801,25516,14614,14069
52,385,23417,25781,14648,14154
53,385,22152,27110,14566,14172
54,385,20289,29236,14044,14431
55,385,21540,27637,13888,14935
56,385,21756,27680,13805,14759
57,385,20058,29147,14152,14643
58,385,19403,29911,14157,14529
59,385,19061,30202,14031,14706
60,385,18616,30674,14267,14443
61,385,17082,32443,14450,14025
62,385,17169,32299,14511,14021
63,385,15755,34160,14832,13253
64,385,16036,33539,14851,13574
65,385,15904,33930,14800,13366
66,385,15968,33671,14763,13598
67,385,15864,34057,14701,13378
68,385,17161,32027,15439,13373
69,385,17537,32001,15232,13230
70,385,17754,31890,15321,13035
71,385,18078,31493,15332,13097
72,385,19792,29209,15326,13673
73,385,17962,31660,15232,13146
74,385,19880,29524,15819,12777
75,385,19502,29515,16001,12982
76,385,17708,31802,15543,12947
77,385,17209,32063,15625,13103
78,385,17238,32185,15716,12861
79,385,19249,29976,15441,13334
80,385,19401,29790,15454,13355
81,385,21095,28220,15723,12962
82,385,20394,28395,16072,13139
83,385,20655,28524,15877,12944
84,385,20770,28452,15798,12980
85,385,19570,29220,15852,13358
86,385,20977,27460,16727,12836
87,385,21023,27740,16520,12717
88,385,21890,27031,16465,12614
89,385,19787,28957,16886,12370
90,385,19395,29720,16952,11933
91,385,19798,29649,16592,11961
92,385,20394,28666,16775,12165
93,385,20388,28966,16647,11999
94,385,20261,28938,16689,12112
95,385,19797,29361,16830,12012
96,385,19366,29530,16977,12127
97,385,20728,27951,17544,11777
98,385,19413,29396,16984,12207
99,385,19572,29648,16694,12086
100,385,20905,27959,16215,12921
101,385,20816,27947,16241,12996
102,385,20841,27749,16366,13044
103,385,19342,29629,16595,12434
104,385,20611,28094,16810,12485
105,385,20644,28154,16641,12561
106,385,21270,27587,16464,12679
107,385,22545,26246,16542,12667
108,385,24164,24441,17299,12096
109,385,23932,24628,17419,12021
110,385,24405,24439,17192,11964
111,385,23767,24770,17553,11910
112,385,22377,26378,17310,11935
113,385,20222,28548,17951,11279
114,385,20407,28164,18061,11368
115,385,19959,28807,17965,11269
116,385,20390,28304,18127,11179
117,385,20456,28439,17998,11107
118,385,20362,28545,17996,11097
119,385,20332,28476,17973,11219
120,385,20374,28332,17978,11316
121,385,20045,28715,18000,11240
122,385,18367,30630,17204,11799
123,385,18491,30237,17234,12038
124,385,20476,28691,17518,11315
125,385,20919,27948,17559,11574
126,385,18732,30067,17821,11380
127,385,18162,30793,17963,11082
128,385,17930,31109,18001,10960
129,385,19039,29409,18949,10603
130,385,18839,29498,19086,10577
131,385,19001,29312,19122,10565
132,385,19238,29448,19012,10302
133,385,17084,31788,18497,10631
134,385,17561,31121,18539,10779
135,385,16094,33129,17593,11184
136,385,18004,30801,18129,11066
137,385,18631,30272,17814,11283
138,385,17212,32422,16881,11485
139,385,17142,32330,16915,11613
140,385,17187,32161,16876,11776
141,385,17315,32307,16824,11554
142,385,15625,33889,16469,12017
143,385,15839,33810,16315,12036
144,385,14194,35941,15664,12201
145,385,13860,36196,15911,12033
146,385,13885,36306,15850,11959
147,385,12237,38381,14942,12440
148,385,12596,38033,14760,12611
149,385,13055,37489,14909,12547
150,385,12951,37454,15036,12559
151,385,11326,39473,14413,12788
152,385,12890,37712,15068,12330
153,385,12995,37614,14965,12426
154,385,12904,37645,15114,12337
155,385,12572,37751,15479,12198
156,385,12614,37823,15283,12280
157,385,14351,35979,15342,12328
158,385,14175,36270,15402,12153
159,385,14101,35908,15509,12482
160,385,14021,36233,15455,12291
161,385,13958,36142,15431,12469
162,385,13943,36238,15374,12445
163,385,13992,36005,15631,12372
164,385,13950,35953,15597,12500
165,385,12613,37907,14892,12588
166,385,10948,39828,14195,13029
167,385,12579,37852,14446,13123
168,385,12892,37571,14361,13176
169,385,11482,39530,13775,13213
170,385,11302,39366,14011,13321
171,385,9549,42019,14303,12129
172,385,10024,41110,14386,12480
173,385,9772,41485,14257,12486
174,385,11540,39137,14157,13166
175,385,11286,39257,14222,13235
176,385,10932,40151,13890,13027
177,385,10890,40139,13910,13061
178,385,10905,39985,13913,13197
179,385,10751,40518,13802,12929
180,385,11126,40014,13666,13194
181,385,12909,37563,14527,13001
182,385,12866,37402,14506,13226
183,385,11549,39163,14273,13015
184,385,11981,38726,14311,12982
185,385,11830,38819,14287,13064
186,385,12008,38952,14110,12930
187,385,11893,38448,14509,13150
188,385,12237,37944,14404,13415
189,385,11966,38885,13872,13277
190,385,13318,36879,13857,13946
191,385,13414,36626,14055,13905
192,385,13765,36187,14321,13727
193,385,13415,37086,14059,13440
194,385,13077,37341,13989,13593
195,385,13073,37236,14062,13629
196,385,13205,37158,14027,13610
197,385,11822,38924,13765,13489
198,385,11860,38893,13795,13452
199,385,11933,38853,13869,13345
200,385,11748,38935,13641,13676
201,385,12996,37194,13427,14383
202,385,13104,37344,13389,14163
203,385,13156,37575,13176,14093
204,385,13080,37600,13265,14055
205,385,13117,37466,13130,14287
206,385,12879,37623,13131,14367
207,385,12417,38239,12945,14399
208,385,13990,36431,13118,14461
209,385,13464,37058,13213,14265
210,385,13340,37149,13169,14342
211,385,13557,36453,13372,14618
212,385,13619,36322,13468,14591
213,385,14104,35888,13427,14581
214,385,14288,35655,13365,14692
215,385,14426,35904,13220,14450
216,385,16206,33370,13975,14449
217,385,14675,34914,13930,14481
218,385,16271,33373,13479,14877
219,385,16300,33442,13338,14920
220,385,17841,31330,13598,15231
221,385,19867,29011,14379,14743
222,385,19343,30165,13783,14709
223,385,19320,29763,14161,14756
224,385,19435,29731,14126,14708
225,385,19208,29689,14240,14863
226,385,17817,31355,14169,14659
227,385,19511,29560,14189,14740
228,385,19689,29360,14164,14787
229,385,21194,27725,13742,15339
230,385,23099,26132,12598,16171
231,385,21474,27532,12541,16453
232,385,21582,27466,12457,16495
233,385,23967,25247,13406,15380
234,385,23141,25812,13556,15491
235,385,24751,23943,14032,15274
236,385,24543,24191,14020,15246
237,385,24019,24893,13980,15108
238,385,24411,24165,13774,15650
239,385,26164,22697,13457,15682
