round,seed,defect,exploit_,exploit,coop
1,898,19386,12233,16993,29388
2,898,19373,12157,17111,29359
3,898,19963,12551,16837,28649
4,898,18066,12193,16871,30870
5,898,17864,12032,16823,31281
6,898,17015,11484,17259,32242
7,898,18971,12492,16828,29709
8,898,20184,12198,17297,28321
9,898,20114,12079,17568,28239
10,898,21186,12024,17818,26972
11,898,19134,12213,17265,29388
12,898,19230,12284,17304,29182
13,898,19066,12354,17265,29315
14,898,19365,12374,17290,28971
15,898,20078,12926,17245,27751
16,898,19585,13140,17192,28083
17,898,18070,13436,16728,29766
18,898,17678,13579,16479,30264
19,898,17521,13592,16541,30346
20,898,17368,13829,16262,30541
21,898,17305,13586,16378,30731
22,898,16089,14041,15624,32246
23,898,16058,14124,15676,32142
24,898,14432,13767,15180,34621
25,898,13548,13793,15392,35267
26,898,13635,13727,15344,35294
27,898,12544,13823,14251,37382
28,898,12532,13889,14441,37138
29,898,11871,13926,14592,37611
30,898,13101,13672,15634,35593
31,898,13732,13594,15685,34989
32,898,14134,13569,15561,34736
33,898,13870,13539,15480,35111
34,898,13849,13756,15456,34939
35,898,12828,13914,14341,36917
36,898,13881,13664,15220,35235
37,898,14263,13676,15294,34767
38,898,14096,13650,15381,34873
39,898,14106,13680,15348,34866
40,898,13188,12797,15731,36284
41,898,11642,12010,15769,38579
42,898,11823,11919,15743,38515
43,898,11208,12223,15631,38938
44,898,10618,12163,15490,39729
45,898,11112,12085,15543,39260
46,898,12120,12409,16120,37351
47,898,10715,12955,14556,39774
48,898,11159,12958,14816,39067
49,898,10972,12936,14633,39459
50,898,12741,14210,13972,37077
51,898,12942,14474,13857,36727
52,898,12447,14780,13899,36874
53,898,13260,14401,13985,36354
54,898,12558,14728,13725,36989
55,898,14100,15216,13953,34731
56,898,14160,15208,13873,34759
57,898,15287,16138,13552,33023
58,898,14419,15684,13518,34379
59,898,14760,15571,13606,34063
60,898,15171,15563,13661,33605
61,898,15177,15567,13571,33685
62,898,13628,14123,14456,35793
63,898,14575,15079,14093,34253
64,898,14063,15145,14030,34762
65,898,14948,14809,14206,34037
66,898,14165,15014,14208,34613
67,898,14469,14964,14015,34552
68,898,14415,14829,14202,34554
69,898,13409,15460,13861,35270
70,898,13340,15336,13880,35444
71,898,15125,14712,15156,33007
72,898,14118,14094,14899,34889
73,898,14463,14315,14988,34234
74,898,15225,14712,14278,33785
75,898,14363,14558,14744,34335
76,898,15152,14991,14381,33476
77,898,15332,14682,14349,33637
78,898,14423,15039,14192,34346
79,898,14445,14902,14096,34557
80,898,15240,14616,14390,33754
81,898,15715,14476,14589,33220
82,898,14893,14783,13632,34692
83,898,13822,14019,14042,36117
84,898,13489,13899,13932,36680
85,898,14579,15127,13543,34751
86,898,14811,15071,13265,34853
87,898,13800,15485,12989,35726
88,898,13655,15484,12866,35995
89,898,12881,15529,13063,36527
90,898,12415,15784,12812,36989
91,898,13077,15798,12724,36401
92,898,13351,16022,12483,36144
93,898,12661,15735,12905,36699
94,898,11138,15477,12306,39079
95,898,12677,15226,13637,36460
96,898,11770,14961,13593,37676
97,898,12377,14898,13600,37125
98,898,13959,15880,13349,34812
99,898,12955,16601,13040,35404
100,898,12352,16515,12040,37093
101,898,10623,15429,12580,39368
102,898,11575,16485,12194,37746
103,898,13010,16285,13128,35577
104,898,13519,16161,13011,35309
105,898,14943,17070,12963,33024
106,898,14267,17281,12938,33514
107,898,14314,17264,12893,33529
108,898,13390,17795,12594,34221
109,898,14980,17248,13638,32134
110,898,14302,15993,13948,33757
111,898,14614,15841,14306,33239
112,898,14767,15699,14276,33258
113,898,13305,15799,13492,35404
114,898,11981,14860,13701,37458
115,898,11322,14719,12814,39145
116,898,10609,14455,13307,39629
117,898,11498,14093,13228,39181
118,898,10362,13277,13573,40788
119,898,10091,13306,13360,41243
120,898,10011,13268,13395,41326
121,898,9940,13098,13458,41504
122,898,10378,13193,13476,40953
123,898,10581,13155,13596,40668
124,898,10788,13320,13491,40401
125,898,10721,13478,13614,40187
126,898,10738,13437,13716,40109
127,898,10917,13254,13452,40377
128,898,10839,13261,13334,40566
129,898,10308,13227,13681,40784
130,898,10428,13210,13536,40826
131,898,10648,13460,13480,40412
132,898,10753,13589,13599,40059
133,898,9427,13027,13003,42543
134,898,9049,13095,12644,43212
135,898,8992,13267,12869,42872
136,898,8991,13141,12800,43068
137,898,8694,12914,12749,43643
138,898,7609,12370,12840,45181
139,898,7551,12193,12709,45547
140,898,7464,12210,12695,45631
141,898,7853,12131,12815,45201
142,898,6125,12703,11511,47661
143,898,6361,12646,11597,47396
144,898,6195,12437,11455,47913
145,898,6051,12398,11490,48061
146,898,5819,12176,11340,48665
147,898,5710,11907,11199,49184
148,898,5720,12131,11420,48729
149,898,6447,11990,11729,47834
150,898,4978,10465,11921,50636
151,898,4001,9955,11300,52744
152,898,4071,10142,11607,52180
153,898,4223,10236,11711,51830
154,898,4485,10261,11681,51573
155,898,3985,10140,11567,52308
156,898,5346,11153,11680,49821
157,898,5441,10981,11479,50099
158,898,6725,11948,11708,47619
159,898,6615,12196,11943,47246
160,898,6303,11703,12129,47865
161,898,6320,11712,12158,47810
162,898,6193,11477,12163,48167
163,898,6020,11563,12015,48402
164,898,6280,11633,11869,48218
165,898,7754,13295,11930,45021
166,898,7733,13214,11644,45409
167,898,7428,13222,11370,45980
168,898,7759,13510,11571,45160
169,898,7752,13425,11721,45102
170,898,8247,13716,11605,44432
171,898,9268,14420,11525,42787
172,898,8778,14232,11596,43394
173,898,8364,14388,11189,44059
174,898,9400,15019,11606,41975
175,898,9288,14829,11786,42097
176,898,9979,14891,12984,40146
177,898,9454,15072,12465,41009
178,898,9496,15186,12541,40777
179,898,9405,15161,12578,40856
180,898,10443,15307,13383,38867
181,898,10455,15111,13345,39089
182,898,10585,15291,13310,38814
183,898,10393,15384,13491,38732
184,898,11016,15160,13254,38570
185,898,11319,14845,13482,38354
186,898,12312,16355,13228,36105
187,898,11248,15250,13402,38100
188,898,11669,15459,13017,37855
189,898,13172,14503,14447,35878
190,898,13854,14755,14433,34958
191,898,12732,15056,13233,36979
192,898,13893,15077,14327,34703
193,898,14748,14461,14393,34398
194,898,15519,14803,13828,33850
195,898,16386,15148,13793,32673
196,898,16408,15243,13770,32579
197,898,16318,15215,13758,32709
198,898,18173,14794,14639,30394
199,898,17659,14938,14625,30778
200,898,16097,15310,13694,32899
201,898,17797,16232,13159,30812
202,898,17312,16125,13245,31318
203,898,17647,16100,13234,31019
204,898,18091,16084,13247,30578
205,898,18249,16027,13365,30359
206,898,18830,15777,13378,30015
207,898,18194,15862,13377,30567
208,898,18734,16089,13389,29788
209,898,19644,16721,13101,28534
210,898,20434,16856,12886,27824
211,898,20710,16734,12820,27736
212,898,18707,15518,13817,29958
213,898,20742,14763,14963,27532
214,898,19224,14352,14860,29564
215,898,18619,14662,14670,30049
216,898,18704,14726,14736,29834
217,898,18520,14539,14684,30257
218,898,17163,14019,15047,31771
219,898,19178,14407,14719,29696
220,898,19051,14526,14837,29586
221,898,18177,14864,14517,30442
222,898,19029,15418,14632,28921
223,898,18541,15536,14638,29285
224,898,19400,15514,14455,28631
225,898,20501,16025,14143,27331
226,898,20078,16225,14123,27574
227,898,18976,15486,14622,28916
228,898,17776,14891,14636,30697
229,898,18504,14929,14746,29821
230,898,20699,15975,13587,27739
231,898,18442,14987,14387,30184
232,898,17727,15279,13606,31388
233,898,18266,15515,13328,30891
234,898,17290,15590,12919,32201
235,898,17242,15807,12985,31966
236,898,17130,15705,12898,32267
237,898,17183,15661,12927,32229
238,898,16332,15360,13126,33182
239,898,15341,15081,13103,34475
240,898,15390,15034,12986,34590
241,898,15047,14993,13009,34951
242,898,14596,14916,12916,35572
243,898,13786,14539,13251,36424
244,898,13904,14567,13186,36343
245,898,14115,14683,13325,35877
246,898,15019,14595,13691,34695
247,898,14213,14856,13634,35297
248,898,13856,14760,13781,35603
249,898,14198,14829,13698,35275
250,898,14170,14781,13673,35376
251,898,14556,14469,13685,35290
252,898,15380,14982,13740,33898
253,898,16080,14694,13536,33690
254,898,15945,14812,13641,33602
255,898,15917,14755,13622,33706
256,898,16079,14570,13576,33775
257,898,15709,14822,13692,33777
258,898,15910,14911,13597,33582
259,898,15829,14890,13756,33525
260,898,17021,14651,14227,32101
261,898,17792,15517,13905,30786
262,898,17483,15212,14132,31173
263,898,17987,16035,14243,29735
264,898,19960,16362,14041,27637
265,898,18974,16471,13569,28986
266,898,20964,16584,13669,26783
267,898,19903,16545,13104,28448
268,898,19961,16432,13140,28467
269,898,19521,16554,13440,28485
270,898,19587,16569,13241,28603
271,898,19643,16557,13352,28448
272,898,17697,17254,12294,30755
273,898,18887,16890,12208,30015
274,898,19242,16732,12294,29732
275,898,19227,16808,12505,29460
276,898,19681,16579,12537,29203
277,898,18432,16492,12501,30575
278,898,18793,16363,12553,30291
279,898,16842,16238,12392,32528
280,898,17955,17052,11746,31247
281,898,18687,16716,11815,30782
282,898,18703,16746,11985,30566
283,898,18697,17029,12023,30251
284,898,18695,16904,11888,30513
285,898,18511,16946,11968,30575
286,898,16739,17364,11282,32615
287,898,17244,16952,11717,32087
288,898,19444,17408,11631,29517
289,898,19374,17420,11783,29423
290,898,18750,16666,11816,30768
291,898,17429,17318,11651,31602
292,898,17442,16988,11617,31953
293,898,18098,16777,11608,31517
294,898,16984,16726,11796,32494
295,898,17449,16806,11914,31831
296,898,16259,16207,12149,33385
297,898,16375,16143,11919,33563
298,898,15759,16350,11497,34394
299,898,16389,16740,11599,33272
300,898,17157,16534,12014,32295
301,898,16266,16701,11645,33388
302,898,15740,16556,11310,34394
303,898,16488,17026,11597,32889
304,898,17645,16723,11931,31701
305,898,15708,15871,11888,34533
306,898,15586,15969,12220,34225
307,898,16649,16312,12206,32833
308,898,17185,16160,12655,32000
309,898,18591,15832,13042,30535
310,898,19678,16474,12865,28983
311,898,20569,16476,13347,27608
312,898,20623,16317,13271,27789
313,898,20407,16184,13268,28141
314,898,22510,15883,13821,25786
315,898,23225,15652,14512,24611
316,898,23426,15458,14511,24605
317,898,24200,15764,14372,23664
318,898,23849,15665,14213,24273
319,898,24403,15802,14122,23673
320,898,25494,16079,13959,22468
321,898,26610,15807,13780,21803
322,898,27666,15422,14094,20818
323,898,28318,15723,14634,19325
324,898,28533,15554,14351,19562
325,898,28390,15527,14418,19665
326,898,29531,15241,14329,18899
327,898,29631,15328,14275,18766
328,898,28592,15572,13872,19964
329,898,28931,15409,13718,19942
330,898,28735,15394,13621,20250
331,898,26596,15768,13847,21789
332,898,27998,15480,14216,20306
333,898,29199,15461,13777,19563
334,898,28267,15706,14146,19881
335,898,30375,15611,13800,18214
336,898,30159,15707,13737,18397
337,898,28855,15627,14238,19280
338,898,29070,15565,14354,19011
339,898,28860,15578,14412,19150
340,898,27988,15656,14178,20178
341,898,28032,15523,14066,20379
342,898,25896,14629,15378,22097
343,898,24631,14941,15571,22857
344,898,25441,14963,15182,22414
345,898,26060,15464,14936,21540
346,898,27036,15622,15268,20074
347,898,26885,15506,15180,20429
