,seed,population_seed,strategy,average_sum,sd_sum,average_percentage,sd_percentage
0,461,625,coop,36888106,8202,0.473,0.105
1,461,625,defect,13679018,6481,0.175,0.083
2,461,625,exploitation,27432876,1838,0.352,0.024
