round,seed,population_seed,strategy,count,percentage
1,130,123,coop,29212,0.37
1,130,123,defect,19346,0.25
1,130,123,exploitation,29442,0.38
2,130,123,coop,29233,0.37
2,130,123,defect,19338,0.25
2,130,123,exploitation,29429,0.38
3,130,123,coop,29691,0.38
3,130,123,defect,19478,0.25
3,130,123,exploitation,28831,0.37
4,130,123,coop,27229,0.35
4,130,123,defect,21529,0.28
4,130,123,exploitation,29242,0.37
5,130,123,coop,25834,0.33
5,130,123,defect,22572,0.29
5,130,123,exploitation,29594,0.38
6,130,123,coop,27961,0.36
6,130,123,defect,20777,0.27
6,130,123,exploitation,29262,0.38
7,130,123,coop,27455,0.35
7,130,123,defect,21096,0.27
7,130,123,exploitation,29449,0.38
8,130,123,coop,27229,0.35
8,130,123,defect,20999,0.27
8,130,123,exploitation,29772,0.38
9,130,123,coop,27847,0.36
9,130,123,defect,20519,0.26
9,130,123,exploitation,29634,0.38
10,130,123,coop,28723,0.37
10,130,123,defect,19638,0.25
10,130,123,exploitation,29639,0.38
11,130,123,coop,28586,0.37
11,130,123,defect,19548,0.25
11,130,123,exploitation,29866,0.38
12,130,123,coop,28408,0.36
12,130,123,defect,20054,0.26
12,130,123,exploitation,29538,0.38
13,130,123,coop,26894,0.34
13,130,123,defect,21344,0.27
13,130,123,exploitation,29762,0.38
14,130,123,coop,26632,0.34
14,130,123,defect,21335,0.27
14,130,123,exploitation,30033,0.39
15,130,123,coop,24995,0.32
15,130,123,defect,22905,0.29
15,130,123,exploitation,30100,0.39
16,130,123,coop,23572,0.3
16,130,123,defect,23919,0.31
16,130,123,exploitation,30509,0.39
17,130,123,coop,25678,0.33
17,130,123,defect,21758,0.28
17,130,123,exploitation,30564,0.39
18,130,123,coop,25613,0.33
18,130,123,defect,22038,0.28
18,130,123,exploitation,30349,0.39
19,130,123,coop,24737,0.32
19,130,123,defect,23178,0.3
19,130,123,exploitation,30085,0.39
20,130,123,coop,23942,0.31
20,130,123,defect,24103,0.31
20,130,123,exploitation,29955,0.38
21,130,123,coop,25134,0.32
21,130,123,defect,23423,0.3
21,130,123,exploitation,29443,0.38
22,130,123,coop,26289,0.34
22,130,123,defect,21787,0.28
22,130,123,exploitation,29924,0.38
23,130,123,coop,26106,0.33
23,130,123,defect,22075,0.28
23,130,123,exploitation,29819,0.38
24,130,123,coop,25891,0.33
24,130,123,defect,22534,0.29
24,130,123,exploitation,29575,0.38
25,130,123,coop,27620,0.35
25,130,123,defect,20832,0.27
25,130,123,exploitation,29548,0.38
26,130,123,coop,27578,0.35
26,130,123,defect,20601,0.26
26,130,123,exploitation,29821,0.38
27,130,123,coop,26542,0.34
27,130,123,defect,21789,0.28
27,130,123,exploitation,29669,0.38
28,130,123,coop,26420,0.34
28,130,123,defect,21722,0.28
28,130,123,exploitation,29858,0.38
29,130,123,coop,27320,0.35
29,130,123,defect,20566,0.26
29,130,123,exploitation,30114,0.39
30,130,123,coop,25781,0.33
30,130,123,defect,21578,0.28
30,130,123,exploitation,30641,0.39
31,130,123,coop,26797,0.34
31,130,123,defect,20961,0.27
31,130,123,exploitation,30242,0.39
32,130,123,coop,26804,0.34
32,130,123,defect,21211,0.27
32,130,123,exploitation,29985,0.38
33,130,123,coop,27197,0.35
33,130,123,defect,20299,0.26
33,130,123,exploitation,30504,0.39
34,130,123,coop,26538,0.34
34,130,123,defect,21460,0.28
34,130,123,exploitation,30002,0.38
35,130,123,coop,28613,0.37
35,130,123,defect,19397,0.25
35,130,123,exploitation,29990,0.38
36,130,123,coop,28236,0.36
36,130,123,defect,19620,0.25
36,130,123,exploitation,30144,0.39
37,130,123,coop,30104,0.39
37,130,123,defect,18670,0.24
37,130,123,exploitation,29226,0.37
38,130,123,coop,32338,0.41
38,130,123,defect,16505,0.21
38,130,123,exploitation,29157,0.37
39,130,123,coop,32403,0.42
39,130,123,defect,16876,0.22
39,130,123,exploitation,28721,0.37
40,130,123,coop,33738,0.43
40,130,123,defect,15773,0.2
40,130,123,exploitation,28489,0.37
41,130,123,coop,34545,0.44
41,130,123,defect,14823,0.19
41,130,123,exploitation,28632,0.37
42,130,123,coop,34455,0.44
42,130,123,defect,14945,0.19
42,130,123,exploitation,28600,0.37
43,130,123,coop,33829,0.43
43,130,123,defect,15776,0.2
43,130,123,exploitation,28395,0.36
44,130,123,coop,31383,0.4
44,130,123,defect,17588,0.23
44,130,123,exploitation,29029,0.37
45,130,123,coop,31468,0.4
45,130,123,defect,17734,0.23
45,130,123,exploitation,28798,0.37
46,130,123,coop,31610,0.41
46,130,123,defect,17667,0.23
46,130,123,exploitation,28723,0.37
47,130,123,coop,29372,0.38
47,130,123,defect,19471,0.25
47,130,123,exploitation,29157,0.37
48,130,123,coop,28564,0.37
48,130,123,defect,20222,0.26
48,130,123,exploitation,29214,0.37
49,130,123,coop,28528,0.37
49,130,123,defect,20200,0.26
49,130,123,exploitation,29272,0.38
50,130,123,coop,29746,0.38
50,130,123,defect,19174,0.25
50,130,123,exploitation,29080,0.37
51,130,123,coop,27649,0.35
51,130,123,defect,21168,0.27
51,130,123,exploitation,29183,0.37
52,130,123,coop,26939,0.35
52,130,123,defect,22126,0.28
52,130,123,exploitation,28935,0.37
53,130,123,coop,26879,0.34
53,130,123,defect,22214,0.28
53,130,123,exploitation,28907,0.37
54,130,123,coop,26103,0.33
54,130,123,defect,23039,0.3
