,seed,population_seed,strategy,average_sum,sd_sum,average_percentage,sd_percentage
0,218,828,coop,26167192,8636,0.335,0.111
1,218,828,defect,21088797,7693,0.27,0.099
2,218,828,exploitation,30744011,2227,0.394,0.029
