round,seed,population_seed,strategy,count,percentage
1,218,828,coop,29321,0.38
1,218,828,defect,19341,0.25
1,218,828,exploitation,29338,0.38
2,218,828,coop,27508,0.35
2,218,828,defect,21366,0.27
2,218,828,exploitation,29126,0.37
3,218,828,coop,26215,0.34
3,218,828,defect,22694,0.29
3,218,828,exploitation,29091,0.37
4,218,828,coop,25976,0.33
4,218,828,defect,22579,0.29
4,218,828,exploitation,29445,0.38
5,218,828,coop,25252,0.32
5,218,828,defect,23389,0.3
5,218,828,exploitation,29359,0.38
6,218,828,coop,26071,0.33
6,218,828,defect,22525,0.29
6,218,828,exploitation,29404,0.38
7,218,828,coop,26203,0.34
7,218,828,defect,22085,0.28
7,218,828,exploitation,29712,0.38
8,218,828,coop,26455,0.34
8,218,828,defect,22000,0.28
8,218,828,exploitation,29545,0.38
9,218,828,coop,26365,0.34
9,218,828,defect,22168,0.28
9,218,828,exploitation,29467,0.38
10,218,828,coop,25653,0.33
10,218,828,defect,22729,0.29
10,218,828,exploitation,29618,0.38
11,218,828,coop,23671,0.3
11,218,828,defect,25012,0.32
11,218,828,exploitation,29317,0.38
12,218,828,coop,24267,0.31
12,218,828,defect,24084,0.31
12,218,828,exploitation,29649,0.38
13,218,828,coop,25925,0.33
13,218,828,defect,22573,0.29
13,218,828,exploitation,29502,0.38
14,218,828,coop,26028,0.33
14,218,828,defect,22512,0.29
14,218,828,exploitation,29460,0.38
15,218,828,coop,24364,0.31
15,218,828,defect,24307,0.31
15,218,828,exploitation,29329,0.38
16,218,828,coop,23450,0.3
16,218,828,defect,24920,0.32
16,218,828,exploitation,29630,0.38
17,218,828,coop,24012,0.31
17,218,828,defect,24684,0.32
17,218,828,exploitation,29304,0.38
18,218,828,coop,23610,0.3
18,218,828,defect,24861,0.32
18,218,828,exploitation,29529,0.38
19,218,828,coop,22595,0.29
19,218,828,defect,25751,0.33
19,218,828,exploitation,29654,0.38
20,218,828,coop,21432,0.27
20,218,828,defect,27297,0.35
20,218,828,exploitation,29271,0.38
21,218,828,coop,20746,0.27
21,218,828,defect,27194,0.35
21,218,828,exploitation,30060,0.39
22,218,828,coop,21496,0.28
22,218,828,defect,26447,0.34
22,218,828,exploitation,30057,0.39
23,218,828,coop,21463,0.28
23,218,828,defect,26363,0.34
23,218,828,exploitation,30174,0.39
24,218,828,coop,20871,0.27
24,218,828,defect,27786,0.36
24,218,828,exploitation,29343,0.38
25,218,828,coop,22247,0.29
25,218,828,defect,25919,0.33
25,218,828,exploitation,29834,0.38
26,218,828,coop,20963,0.27
26,218,828,defect,27707,0.36
26,218,828,exploitation,29330,0.38
27,218,828,coop,22229,0.28
27,218,828,defect,26104,0.33
27,218,828,exploitation,29667,0.38
28,218,828,coop,22493,0.29
28,218,828,defect,25918,0.33
28,218,828,exploitation,29589,0.38
29,218,828,coop,22226,0.28
29,218,828,defect,26272,0.34
29,218,828,exploitation,29502,0.38
30,218,828,coop,24485,0.31
30,218,828,defect,24101,0.31
30,218,828,exploitation,29414,0.38
31,218,828,coop,23922,0.31
31,218,828,defect,24384,0.31
31,218,828,exploitation,29694,0.38
32,218,828,coop,23787,0.3
32,218,828,defect,24718,0.32
32,218,828,exploitation,29495,0.38
33,218,828,coop,22576,0.29
33,218,828,defect,25645,0.33
33,218,828,exploitation,29779,0.38
34,218,828,coop,22630,0.29
34,218,828,defect,25740,0.33
34,218,828,exploitation,29630,0.38
35,218,828,coop,24669,0.32
35,218,828,defect,23606,0.3
35,218,828,exploitation,29725,0.38
36,218,828,coop,24604,0.32
36,218,828,defect,23458,0.3
36,218,828,exploitation,29938,0.38
37,218,828,coop,24665,0.32
37,218,828,defect,23016,0.3
37,218,828,exploitation,30319,0.39
38,218,828,coop,23201,0.3
38,218,828,defect,24887,0.32
38,218,828,exploitation,29912,0.38
39,218,828,coop,24773,0.32
39,218,828,defect,23194,0.3
39,218,828,exploitation,30033,0.39
40,218,828,coop,25740,0.33
40,218,828,defect,22506,0.29
40,218,828,exploitation,29754,0.38
41,218,828,coop,25555,0.33
41,218,828,defect,23075,0.3
41,218,828,exploitation,29370,0.38
42,218,828,coop,27441,0.35
42,218,828,defect,21312,0.27
42,218,828,exploitation,29247,0.37
43,218,828,coop,25196,0.32
43,218,828,defect,23502,0.3
43,218,828,exploitation,29302,0.38
44,218,828,coop,23868,0.31
44,218,828,defect,24536,0.31
44,218,828,exploitation,29596,0.38
45,218,828,coop,23435,0.3
45,218,828,defect,25446,0.33
45,218,828,exploitation,29119,0.37
46,218,828,coop,22525,0.29
46,218,828,defect,26067,0.33
46,218,828,exploitation,29408,0.38
47,218,828,coop,23778,0.3
47,218,828,defect,24768,0.32
47,218,828,exploitation,29454,0.38
48,218,828,coop,22116,0.28
48,218,828,defect,26252,0.34
48,218,828,exploitation,29632,0.38
49,218,828,coop,22805,0.29
49,218,828,defect,25188,0.32
49,218,828,exploitation,30007,0.38
50,218,828,coop,22111,0.28
50,218,828,defect,26377,0.34
50,218,828,exploitation,29512,0.38
51,218,828,coop,22454,0.29
51,218,828,defect,26126,0.33
51,218,828,exploitation,29420,0.38
52,218,828,coop,22539,0.29
52,218,828,defect,25644,0.33
52,218,828,exploitation,29817,0.38
53,218,828,coop,22248,0.29
53,218,828,defect,26294,0.34
53,218,828,exploitation,29458,0.38
54,218,828,coop,21158,0.27
54,218,828,defect,27263,0.35
54,218,828,exploitation,29579,0.38
55,218,828,coop,20238,0.26
55,218,828,defect,28517,0.37
55,218,828,exploitation,29245,0.37
56,218,828,coop,18927,0.24
56,218,828,defect,29550,0.38
56,218,828,exploitation,29523,0.38
57,218,828,coop,19782,0.25
57,218,828,defect,28722,0.37
57,218,828,exploitation,29496,0.38
58,218,828,coop,20409,0.26
58,218,828,defect,28021,0.36
58,218,828,exploitation,29570,0.38
59,218,828,coop,20419,0.26
59,218,828,defect,27804,0.36
59,218,828,exploitation,29777,0.38
60,218,828,coop,20477,0.26
60,218,828,defect,27874,0.36
60,218,828,exploitation,29649,0.38
61,218,828,coop,20379,0.26
61,218,828,defect,28073,0.36
61,218,828,exploitation,29548,0.38
62,218,828,coop,20980,0.27
62,218,828,defect,27624,0.35
62,218,828,exploitation,29396,0.38
63,218,828,coop,19685,0.25
63,218,828,defect,28364,0.36
63,218,828,exploitation,29951,0.38
64,218,828,coop,20470,0.26
64,218,828,defect,27397,0.35
64,218,828,exploitation,30133,0.39
