,seed,population_seed,strategy,average_sum,sd_sum,average_percentage,sd_percentage
0,123,445,coop,43009194,7872,0.551,0.101
1,123,445,defect,9225094,5104,0.118,0.065
2,123,445,exploitation,25765712,3002,0.33,0.039
