round,seed,defect,exploit,exploit_,coop
1,897,19393,17049,12150,29408
2,897,19113,17105,12042,29740
3,897,17912,16254,12411,31423
4,897,17567,16278,12571,31584
5,897,16149,16184,12141,33526
6,897,16036,16141,12300,33523
7,897,15296,16191,12185,34328
8,897,15172,16516,11837,34475
9,897,16133,16530,12389,32948
10,897,16856,16695,12128,32321
11,897,18238,16610,12774,30378
12,897,18105,16606,12755,30534
13,897,16935,16650,12481,31934
14,897,17221,16455,12331,31993
15,897,16368,16333,12537,32762
16,897,15858,16405,12647,33090
17,897,16867,17305,12162,31666
18,897,17245,17228,12488,31039
19,897,16288,16668,12887,32157
20,897,16927,17017,12510,31546
21,897,15283,17189,11816,33712
22,897,15480,17120,11650,33750
23,897,13899,16155,12115,35831
24,897,13919,16203,12263,35615
25,897,14082,16123,11961,35834
26,897,13659,16441,11859,36041
27,897,14103,16178,12162,35557
28,897,14138,16057,12382,35423
29,897,13121,15354,12564,36961
30,897,11808,14995,12406,38791
31,897,10850,14169,12274,40707
32,897,10723,14293,12320,40664
33,897,10438,14310,12325,40927
34,897,10765,13959,12519,40757
35,897,8975,12790,12825,43410
36,897,9498,13093,12974,42435
37,897,9289,12925,12930,42856
38,897,9106,12819,13012,43063
39,897,7767,12595,12380,45258
40,897,9015,12946,12625,43414
41,897,8802,13271,12340,43587
42,897,8997,13523,12258,43222
43,897,9510,13633,12588,42269
44,897,9609,13566,12502,42323
45,897,9297,13861,12201,42641
46,897,9003,13630,12186,43181
47,897,7535,12440,12286,45739
48,897,5758,12135,11678,48429
49,897,5942,11871,11485,48702
50,897,5730,11609,11478,49183
51,897,6923,12895,11421,46761
52,897,7045,12604,11343,47008
53,897,6836,12764,11414,46986
54,897,7073,12851,11341,46735
55,897,6670,12733,11345,47252
56,897,6514,12424,11573,47489
57,897,6460,12675,11556,47309
58,897,6426,12607,11560,47407
59,897,6578,12410,11286,47726
60,897,6802,12680,11528,46990
61,897,6742,12549,11422,47287
62,897,7203,12970,11394,46433
63,897,7023,13094,11082,46801
64,897,7009,12978,11261,46752
65,897,7376,13338,11326,45960
66,897,7232,13151,11192,46425
67,897,8204,13438,12026,44332
68,897,8381,13380,11829,44410
69,897,8284,13450,11813,44453
70,897,6921,12000,12025,47054
71,897,6735,12118,12142,47005
72,897,6789,12088,12054,47069
73,897,6699,12227,12106,46968
74,897,6882,12147,12054,46917
75,897,6727,11949,12027,47297
76,897,6617,12062,12194,47127
77,897,6814,12216,12001,46969
78,897,6837,12373,12092,46698
79,897,8143,12959,12109,44789
80,897,9421,13784,12420,42375
81,897,9732,13918,12677,41673
82,897,9477,13531,12656,42336
83,897,9838,13848,12580,41734
84,897,9845,13773,12552,41830
85,897,9923,13840,12781,41456
86,897,10211,13635,12469,41685
87,897,8976,13228,12332,43464
88,897,9585,13533,12486,42396
89,897,9211,13473,12252,43064
90,897,10054,13232,12872,41842
91,897,8511,13318,12206,43965
92,897,9105,13351,12674,42870
93,897,8532,13143,12235,44090
94,897,7954,13318,11765,44963
95,897,8178,13191,12255,44376
96,897,7057,13052,11691,46200
97,897,6886,13104,11766,46244
98,897,6917,13054,11763,46266
99,897,7142,13035,11813,46010
100,897,6804,13022,11649,46525
101,897,5432,12464,11852,48252
102,897,5525,12166,11444,48865
103,897,5817,12493,11734,47956
104,897,6378,12584,11955,47083
105,897,6012,11887,11822,48279
106,897,5564,11800,11852,48784
107,897,5470,11576,11727,49227
108,897,6253,11124,12754,47869
109,897,6457,11567,12919,47057
110,897,6417,11336,12718,47529
111,897,6964,11618,13268,46150
112,897,6649,11408,13277,46666
113,897,6695,11551,13158,46596
114,897,6592,11199,13097,47112
115,897,6951,11079,13160,46810
116,897,6292,11447,13009,47252
117,897,7837,12127,13000,45036
118,897,7369,11910,12829,45892
119,897,8053,11876,13176,44895
120,897,8073,12069,13046,44812
121,897,7920,11842,12999,45239
122,897,7894,11983,13086,45037
123,897,7606,12152,12846,45396
124,897,8157,12114,13235,44494
125,897,10103,11778,14247,41872
126,897,9431,11541,14629,42399
127,897,9960,11567,14278,42195
128,897,9736,11561,14272,42431
129,897,10735,11534,14841,40890
130,897,10692,11278,14971,41059
131,897,10792,11417,14849,40942
132,897,10193,11631,14562,41614
133,897,10058,11349,14582,42011
134,897,10760,11710,14659,40871
135,897,9638,12096,13787,42479
136,897,11289,11746,15029,39936
137,897,11761,11732,15088,39419
138,897,12105,11907,15171,38817
139,897,11928,11821,15133,39118
140,897,11489,11778,15025,39708
141,897,11983,11665,15279,39073
142,897,11172,11693,15185,39950
143,897,11928,12123,15021,38928
144,897,12139,12165,15163,38533
145,897,12918,11966,15564,37552
146,897,13025,12045,15495,37435
147,897,12745,11977,15580,37698
148,897,12805,12016,15437,37742
149,897,11078,12209,15270,39443
150,897,10980,11932,14967,40121
151,897,10991,12028,15022,39959
152,897,11767,12274,15230,38729
153,897,11866,12379,15323,38432
154,897,11973,12409,15458,38160
155,897,13219,12214,15444,37123
156,897,14055,12647,15504,35794
157,897,13882,12522,15431,36165
158,897,14180,13081,15598,35141
159,897,14744,13117,15666,34473
160,897,16503,13600,15532,32365
161,897,16161,13613,15412,32814
162,897,16037,13552,15571,32840
163,897,14502,13260,15449,34789
164,897,14045,13037,15369,35549
165,897,14473,13806,15645,34076
166,897,14171,13386,15572,34871
167,897,13713,13072,15318,35897
168,897,13713,13166,15410,35711
169,897,15422,13825,14855,33898
170,897,17158,13898,15244,31700
171,897,19292,14198,15269,29241
