,seed,population_seed,strategy,average_sum,sd_sum,average_percentage,sd_percentage
0,559,223,coop,27307134,5672,0.35,0.073
1,559,223,defect,20608440,5437,0.264,0.07
2,559,223,exploitation,30084426,1982,0.386,0.026
