round,seed,coop,exploit_,exploit,defect
1,2,29140,17434,11822,19604
2,2,29922,17326,11830,18922
3,2,27640,18030,11231,21099
4,2,25534,17969,11640,22857
5,2,25673,18304,11755,22268
6,2,28677,16836,12235,20252
7,2,26656,16897,13170,21277
8,2,26206,16959,12898,21937
9,2,24951,17260,12998,22791
10,2,25497,17014,13035,22454
11,2,24994,17082,13159,22765
12,2,23132,17612,12394,24862
13,2,24244,17353,12674,23729
14,2,24161,16989,12194,24656
15,2,24036,17409,12350,24205
16,2,23189,17142,12752,24917
17,2,22840,17455,12747,24958
18,2,22392,16763,12827,26018
19,2,20524,16646,12638,28192
20,2,18645,17151,11857,30347
21,2,17461,16880,11905,31754
22,2,15878,16300,12488,33334
23,2,16028,16339,12283,33350
24,2,16201,16337,12248,33214
25,2,16041,16272,12484,33203
26,2,14805,16469,11968,34758
27,2,14366,15798,11648,36188
28,2,13980,15540,11968,36512
29,2,15149,15981,11700,35170
30,2,15081,16006,11918,34995
31,2,15333,15923,11886,34858
32,2,16348,16700,11411,33541
33,2,16584,16792,11214,33410
34,2,16074,16192,11426,34308
35,2,15639,16657,11508,34196
36,2,15845,16527,11609,34019
37,2,16642,16390,12175,32793
38,2,15997,16631,11760,33612
39,2,17274,16226,12399,32101
40,2,18915,16343,12632,30110
41,2,20393,16269,12715,28623
42,2,21466,16337,12921,27276
43,2,21287,16470,12976,27267
44,2,19963,15667,13392,28978
45,2,21297,15772,13323,27608
46,2,20924,15950,12984,28142
47,2,20902,15973,13115,28010
48,2,21908,15642,13405,27045
49,2,24261,14733,14063,24943
50,2,24259,14724,14014,25003
51,2,23769,14551,14247,25433
52,2,21752,13907,14806,27535
53,2,21066,13775,14890,28269
54,2,22865,13834,15356,25945
55,2,23555,13897,14878,25670
56,2,25183,14143,15116,23558
57,2,25872,13839,15074,23215
58,2,25481,13927,15113,23479
59,2,25782,13778,14869,23571
60,2,26166,13935,15060,22839
61,2,27823,13960,14776,21441
62,2,28240,13712,14614,21434
63,2,27624,13995,15053,21328
64,2,27820,13919,14819,21442
65,2,26841,13745,14856,22558
66,2,28690,13691,15378,20241
67,2,26789,13797,15420,21994
68,2,25290,13136,16046,23528
69,2,25150,12998,15978,23874
70,2,24202,13353,16042,24403
71,2,26212,13795,15264,22729
72,2,26184,13773,15235,22808
73,2,25583,14144,15087,23186
74,2,27418,14249,14549,21784
75,2,26186,14045,14918,22851
76,2,26342,13851,14886,22921
77,2,28186,13191,15861,20762
78,2,28444,13169,15827,20560
79,2,27080,13755,15210,21955
80,2,28408,13584,15762,20246
81,2,28497,13520,15733,20250
82,2,30938,12956,15799,18307
83,2,32233,13048,15514,17205
84,2,32248,12969,15569,17214
85,2,32183,13185,15578,17054
86,2,32160,12990,15377,17473
87,2,31763,13066,15414,17757
88,2,32117,13294,15435,17154
89,2,32536,13347,15177,16940
90,2,35024,13952,14276,14748
91,2,33616,13682,14510,16192
92,2,31020,13804,14990,18186
93,2,31100,13702,15046,18152
94,2,30893,13806,15030,18271
95,2,31811,13425,15621,17143
96,2,31907,13236,15304,17553
97,2,34164,13320,15092,15424
98,2,32359,13970,14688,16983
99,2,32307,14036,14858,16799
100,2,32693,14430,14630,16247
101,2,31996,14492,14583,16929
102,2,31889,14180,14528,17403
103,2,32118,14255,14369,17258
104,2,31957,14354,14475,17214
105,2,31068,14127,14839,17966
106,2,31145,14206,14815,17834
107,2,29416,14069,15046,19469
108,2,31828,14501,14395,17276
109,2,30872,14396,14517,18215
110,2,29294,14253,14955,19498
111,2,29108,14314,14963,19615
112,2,30947,14275,14700,18078
113,2,30920,14321,14589,18170
114,2,32298,13779,14906,17017
115,2,31937,13865,14707,17491
116,2,31448,14087,14690,17775
117,2,31802,13910,14677,17611
118,2,31675,13930,14800,17595
119,2,32036,13995,14691,17278
120,2,32045,14083,14681,17191
121,2,32181,13873,14607,17339
122,2,31837,14007,14842,17314
123,2,32218,13863,14554,17365
124,2,32934,13609,14583,16874
125,2,31434,13818,14978,17770
126,2,30473,13458,15244,18825
127,2,30260,13353,15405,18982
128,2,30056,13492,15502,18950
129,2,29590,13734,15393,19283
130,2,30708,13582,15266,18444
131,2,30859,13499,15231,18411
132,2,31080,13426,15087,18407
133,2,30538,13354,15207,18901
134,2,28883,14235,15321,19561
135,2,28049,14624,14742,20585
136,2,26368,14908,14398,22326
137,2,26433,14988,14462,22117
138,2,26970,14874,14404,21752
139,2,26352,15151,13797,22700
140,2,26901,14964,14087,22048
141,2,27997,15025,14203,20775
142,2,28179,14863,14283,20675
143,2,28557,14631,14172,20640
144,2,26326,15099,14032,22543
145,2,26712,15262,14111,21915
146,2,26164,14765,14237,22834
147,2,26360,15136,14442,22062
148,2,27972,14623,14588,20817
149,2,26467,14121,15245,22167
150,2,26392,14120,15448,22040
151,2,24257,13783,15448,24512
152,2,24042,13646,15313,24999
153,2,25582,14284,14775,23359
154,2,25608,14197,14839,23356
155,2,27201,14827,14237,21735
156,2,27407,14757,14282,21554
157,2,28621,15193,13628,20558
158,2,28185,15365,13872,20578
159,2,28043,15126,13780,21051
160,2,26610,14580,14297,22513
161,2,26917,14729,14213,22141
162,2,25804,14804,14315,23077
163,2,26559,15177,14062,22202
164,2,26894,15133,13853,22120
165,2,26880,15036,13886,22198
166,2,26808,15198,13867,22127
167,2,27674,15559,13571,21196
168,2,27635,15614,13571,21180
169,2,27774,15488,13589,21149
170,2,29413,15684,13355,19548
171,2,29210,15594,13288,19908
172,2,29291,15628,13327,19754
173,2,29807,15685,13095,19413
174,2,28605,16315,12724,20356
175,2,27719,16758,12500,21023
176,2,27822,16456,12374,21348
177,2,27804,16412,12500,21284
178,2,27324,16542,12509,21625
179,2,27537,16736,12561,21166
180,2,27874,16422,12571,21133
181,2,27038,16345,12694,21923
182,2,26003,16058,12888,23051
183,2,24555,16383,12256,24806
184,2,23855,16504,12556,25085
185,2,25327,16620,12428,23625
186,2,24352,16123,12693,24832
187,2,25085,16270,12806,23839
188,2,25622,15964,12554,23860
189,2,25266,16196,12634,23904
190,2,24970,16327,12896,23807
