round,seed,exploit,coop,exploit_,defect
1,16,11732,29597,17191,19480
2,16,12069,30483,16816,18632
3,16,12608,29019,16442,19931
4,16,12647,28645,16216,20492
5,16,13228,27132,16276,21364
6,16,13141,27489,16166,21204
7,16,12608,29372,16683,19337
8,16,12274,27969,17130,20627
9,16,12134,30071,17126,18669
10,16,12250,29909,17105,18736
11,16,13029,28542,16614,19815
12,16,13018,28501,16509,19972
13,16,13165,26320,16587,21928
14,16,13081,26383,16583,21953
15,16,13086,24450,16537,23927
16,16,13304,24312,16709,23675
17,16,13051,26349,16817,21783
18,16,12818,25106,17351,22725
19,16,12855,25174,17164,22807
20,16,13206,23161,17000,24633
21,16,13735,22077,16511,25677
22,16,14618,20025,15477,27880
23,16,15696,20431,15377,26496
24,16,15517,22176,15187,25120
25,16,15494,22279,15259,24968
26,16,15791,20962,14928,26319
27,16,14737,22579,16063,24621
28,16,14674,22988,16430,23908
29,16,15775,21110,15393,25722
30,16,15618,21547,15667,25168
31,16,16136,22017,15764,24083
32,16,16563,22108,15611,23718
33,16,17521,20575,15328,24576
34,16,17407,20656,15246,24691
35,16,17495,22589,15193,22723
36,16,17086,24100,15216,21598
37,16,16101,25615,15389,20895
38,16,16081,25376,15346,21197
39,16,16122,25340,15544,20994
40,16,15406,26651,15789,20154
41,16,15269,27501,16147,19083
42,16,15446,27459,15992,19103
43,16,15387,27369,16042,19202
44,16,15217,27413,16117,19253
45,16,15599,25575,15837,20989
46,16,15491,25522,15846,21141
47,16,16298,25852,15961,19889
48,16,16299,25465,15667,20569
49,16,15308,23844,16584,22264
50,16,15282,23756,16521,22441
51,16,16185,22270,15967,23578
52,16,15579,20476,16504,25441
53,16,16267,19449,16139,26145
54,16,16240,19386,16066,26308
55,16,16418,17946,16366,27270
56,16,16941,16620,16272,28167
57,16,16430,18122,16513,26935
58,16,16242,17994,16058,27706
59,16,15834,16499,16142,29525
60,16,16066,17344,15939,28651
61,16,17212,19196,14948,26644
62,16,17059,20686,14873,25382
63,16,16926,19142,15263,26669
64,16,16800,19158,15285,26757
65,16,16776,19326,15180,26718
66,16,17669,17506,14147,28678
67,16,17385,17604,14138,28873
68,16,17489,18878,14019,27614
69,16,16993,20209,14407,26391
70,16,16373,18392,14724,28511
71,16,15428,19893,15943,26736
72,16,15698,21729,15919,24654
73,16,14919,23395,16190,23496
74,16,14714,23479,16313,23494
75,16,15077,23464,16822,22637
76,16,14897,23773,16566,22764
77,16,15431,25575,16241,20753
78,16,15074,25436,16056,21434
79,16,15221,25119,16126,21534
80,16,14410,26841,16514,20235
81,16,14549,26885,16283,20283
82,16,14795,25190,16508,21507
83,16,14594,25165,16596,21645
84,16,14804,25406,16479,21311
85,16,15040,23645,16709,22606
86,16,14503,23020,16636,23841
87,16,14879,23251,16806,23064
88,16,14630,23566,16645,23159
89,16,13768,25262,17720,21250
90,16,14320,23381,17194,23105
91,16,14504,23710,17107,22679
92,16,14427,23592,17349,22632
93,16,14377,23753,17286,22584
94,16,14306,23976,17486,22232
95,16,15392,22492,17098,23018
96,16,15423,22450,17018,23109
97,16,15330,22517,17031,23122
98,16,15580,22769,17225,22426
99,16,14535,24159,17830,21476
100,16,14450,24555,17750,21245
101,16,14572,24140,17693,21595
102,16,14588,24169,17362,21881
103,16,14271,24777,18199,20753
104,16,14371,25922,17857,19850
105,16,13948,27453,17529,19070
106,16,14208,25895,17358,20539
107,16,14316,25885,17446,20353
108,16,14324,24273,17885,21518
109,16,14634,24124,17890,21352
110,16,14423,25807,17414,20356
111,16,14034,27169,17214,19583
112,16,13735,29254,17169,17842
113,16,13987,29077,17060,17876
114,16,14237,29789,17027,16947
115,16,14245,30193,17336,16226
116,16,13999,29360,17554,17087
117,16,12645,31660,18108,15587
118,16,13021,31000,17602,16377
119,16,13056,30493,17174,17277
120,16,12945,30094,17179,17782
121,16,13727,32228,15756,16289
122,16,13155,33033,16555,15257
123,16,13406,31203,16945,16446
124,16,12692,33295,17371,14642
125,16,12750,33155,17393,14702
126,16,12515,33533,17341,14611
127,16,12779,33013,17393,14815
128,16,12143,31017,18454,16386
129,16,12183,31287,18559,15971
130,16,12723,29631,18452,17194
131,16,12944,29668,18350,17038
132,16,12883,29591,18442,17084
133,16,13546,29895,17955,16604
134,16,12941,27697,19239,18123
135,16,13239,25821,19110,19830
136,16,13633,27834,18388,18145
137,16,13344,27568,18330,18758
138,16,13445,27681,18380,18494
139,16,12944,29484,18547,17025
140,16,12819,29684,18554,16943
141,16,13416,27602,18261,18721
142,16,14094,26135,18420,19351
143,16,13896,26442,18335,19327
144,16,13218,24370,19182,21230
145,16,13573,23803,18401,22223
