round,seed,defect,exploit,exploit_,coop
1,711,19687,16741,11993,29579
2,711,18590,17553,11701,30156
3,711,18357,17399,11725,30519
4,711,18662,17336,11822,30180
5,711,18738,17274,11767,30221
6,711,18451,17371,11791,30387
7,711,19154,17186,12028,29632
8,711,19887,17279,11805,29029
9,711,20829,18020,11497,27654
10,711,20116,18406,11055,28423
11,711,20126,18534,11394,27946
12,711,20018,18331,11175,28476
13,711,20625,18132,11646,27597
14,711,20909,17850,11241,28000
15,711,19679,17523,11734,29064
16,711,20130,17065,11868,28937
17,711,19715,17294,12015,28976
18,711,21238,16457,12855,27450
19,711,21271,16435,12963,27331
20,711,21312,16518,12789,27381
21,711,19735,16425,12528,29312
22,711,20326,16392,12465,28817
23,711,20210,16224,12599,28967
24,711,21169,16779,12592,27460
25,711,20841,16665,12606,27888
26,711,21896,17309,12362,26433
27,711,20908,17235,12646,27211
28,711,21022,17102,12605,27271
29,711,20755,17324,12763,27158
30,711,20079,17025,12387,28509
31,711,18573,16258,12906,30263
32,711,16993,16888,11831,32288
33,711,15158,16278,11749,34815
34,711,15132,16729,11879,34260
35,711,16575,17244,11649,32532
36,711,14806,16843,11563,34788
37,711,14865,16893,11548,34694
38,711,14254,16827,11469,35450
39,711,13696,17178,11375,35751
40,711,12012,17174,10362,38452
41,711,12309,17123,10537,38031
42,711,11955,17427,10306,38312
43,711,12680,17402,10443,37475
44,711,13122,17052,10625,37201
45,711,13257,16986,11008,36749
46,711,13104,16759,10678,37459
47,711,13289,16843,10941,36927
48,711,13709,17182,10767,36342
49,711,13607,17294,10759,36340
50,711,13633,17397,10849,36121
51,711,13692,17346,10778,36184
52,711,12039,17196,10016,38749
53,711,12294,17273,10137,38296
54,711,12135,17180,9798,38887
55,711,13300,17863,9954,36883
56,711,12242,16947,10253,38558
57,711,11327,16139,10677,39857
58,711,11619,16064,10894,39423
59,711,11993,16152,11327,38528
60,711,12255,16240,11251,38254
61,711,12424,16112,11257,38207
62,711,11745,16316,10872,39067
63,711,11102,16327,10760,39811
64,711,11844,16348,11124,38684
65,711,11427,16152,11044,39377
66,711,13792,16949,10863,36396
67,711,13323,16479,10965,37233
68,711,15311,16586,11237,34866
69,711,16591,17486,10894,33029
70,711,16552,17497,10920,33031
71,711,16101,17506,10911,33482
72,711,16152,17644,10814,33390
73,711,15921,17826,10977,33276
74,711,14720,16544,11245,35491
75,711,14977,16745,11398,34880
76,711,15728,16688,11515,34069
77,711,16169,16641,11393,33797
78,711,15951,16721,11455,33873
79,711,15823,16816,11659,33702
80,711,14426,16429,11752,35393
81,711,15979,15965,12450,33606
82,711,15252,15965,12210,34573
83,711,15801,15778,12476,33945
84,711,15340,15649,12190,34821
85,711,15252,15685,12432,34631
86,711,13290,14501,13168,37041
87,711,13545,14622,12984,36849
88,711,12929,14743,12939,37389
89,711,14500,15414,12807,35279
90,711,14984,15506,12477,35033
91,711,14647,15383,12634,35336
92,711,16195,15997,12228,33580
93,711,16082,15953,12300,33665
94,711,16357,15912,12334,33397
95,711,16518,15788,12365,33329
96,711,16227,16057,12250,33466
97,711,17389,16816,12197,31598
98,711,17521,16865,12227,31387
99,711,16769,16045,12238,32948
100,711,17907,15771,13124,31198
101,711,17870,15667,13285,31178
102,711,19025,16114,12749,30112
103,711,17890,16080,13323,30707
104,711,18207,15998,13359,30436
105,711,17523,16123,13194,31160
106,711,16942,16618,13090,31350
107,711,15787,16310,12556,33347
108,711,16995,17244,12114,31647
109,711,15453,16668,12277,33602
110,711,14915,16976,12087,34022
111,711,16642,16613,12626,32119
112,711,17180,16649,12572,31599
113,711,17792,16231,12590,31387
114,711,17675,16381,12747,31197
115,711,16123,16976,11924,32977
116,711,15900,16953,11688,33459
117,711,15115,16885,12148,33852
118,711,15465,16721,12241,33573
119,711,14689,16849,12152,34310
120,711,14668,16936,12127,34269
121,711,15550,17274,12405,32771
122,711,17427,18071,11803,30699
123,711,16983,17994,12184,30839
124,711,16158,18304,12303,31235
125,711,16009,18023,12342,31626
126,711,16219,17977,12366,31438
127,711,16006,18182,12254,31558
128,711,17854,18890,11867,29389
129,711,18827,18187,12239,28747
130,711,17767,17550,12290,30393
131,711,17347,18012,12256,30385
132,711,18651,17429,13325,28595
133,711,16753,18148,11830,31269
134,711,18439,17709,13072,28780
135,711,19260,17423,12885,28432
136,711,17928,16823,13178,30071
137,711,17108,17177,13201,30514
138,711,15530,16279,13457,32734
139,711,15613,16204,13501,32682
140,711,15360,16424,13658,32558
141,711,15469,16215,13529,32787
142,711,16222,16231,13186,32361
143,711,15797,16382,13322,32499
144,711,16737,16865,13229,31169
145,711,16234,16966,13600,31200
146,711,16894,16897,13400,30809
147,711,16632,16967,13263,31138
148,711,16579,16976,13268,31177
149,711,17865,17414,13508,29213
150,711,16174,15932,14667,31227
151,711,14985,15600,14299,33116
152,711,15398,15570,14139,32893
153,711,16895,15173,15117,30815
154,711,18211,15329,15491,28969
155,711,18176,15314,15571,28939
156,711,17069,15782,14273,30876
157,711,16629,16060,14458,30853
158,711,15725,15870,13648,32757
159,711,15278,16151,13861,32710
160,711,16121,15815,14813,31251
161,711,17798,16499,14304,29399
162,711,19672,15719,14996,27613
163,711,18408,15980,14527,29085
164,711,20248,16075,14728,26949
165,711,19650,16302,14778,27270
166,711,20808,16401,15032,25759
167,711,20874,16574,15091,25461
168,711,21376,16629,15739,24256
169,711,21529,16340,15800,24331
170,711,19883,16623,15418,26076
171,711,19883,16511,15431,26175
172,711,20011,16706,15177,26106
173,711,20535,16786,14809,25870
174,711,21110,16835,14576,25479
175,711,20332,16976,13994,26698
176,711,19174,16222,14039,28565
177,711,19151,16320,14045,28484
178,711,20023,16516,13690,27771
179,711,19060,16632,13031,29277
180,711,19868,16624,12712,28796
181,711,20120,16490,12647,28743
182,711,17974,16489,12593,30944
183,711,18052,16786,12716,30446
184,711,19870,16064,13252,28814
185,711,19797,16274,13238,28691
186,711,19965,16175,13162,28698
187,711,20306,16537,13089,28068
188,711,18324,15486,13709,30481
189,711,18764,15435,13711,30090
190,711,18600,15370,13832,30198
191,711,18092,15157,13996,30755
192,711,18195,15336,14105,30364
193,711,17765,15154,13969,31112
194,711,17266,15626,13763,31345
195,711,17604,15593,13834,30969
196,711,18579,15950,13446,30025
197,711,20145,16188,13506,28161
198,711,20274,16126,13325,28275
