round,seed,population_seed,strategy,count,percentage
1,897,136,coop,29408,0.38
1,897,136,defect,19393,0.25
1,897,136,exploitation,29199,0.37
2,897,136,coop,29373,0.38
2,897,136,defect,19474,0.25
2,897,136,exploitation,29153,0.37
3,897,136,coop,31221,0.4
3,897,136,defect,17895,0.23
3,897,136,exploitation,28884,0.37
4,897,136,coop,29622,0.38
4,897,136,defect,19173,0.25
4,897,136,exploitation,29205,0.37
5,897,136,coop,31626,0.41
5,897,136,defect,17578,0.23
5,897,136,exploitation,28796,0.37
6,897,136,coop,31610,0.41
6,897,136,defect,17515,0.22
6,897,136,exploitation,28875,0.37
7,897,136,coop,32187,0.41
7,897,136,defect,17083,0.22
7,897,136,exploitation,28730,0.37
8,897,136,coop,31699,0.41
8,897,136,defect,17266,0.22
8,897,136,exploitation,29035,0.37
9,897,136,coop,31973,0.41
9,897,136,defect,17114,0.22
9,897,136,exploitation,28913,0.37
10,897,136,coop,31490,0.4
10,897,136,defect,17649,0.23
10,897,136,exploitation,28861,0.37
11,897,136,coop,29676,0.38
11,897,136,defect,19127,0.25
11,897,136,exploitation,29197,0.37
12,897,136,coop,28041,0.36
12,897,136,defect,20358,0.26
12,897,136,exploitation,29601,0.38
13,897,136,coop,29972,0.38
13,897,136,defect,18428,0.24
13,897,136,exploitation,29600,0.38
14,897,136,coop,28462,0.36
14,897,136,defect,19946,0.26
14,897,136,exploitation,29592,0.38
15,897,136,coop,27181,0.35
15,897,136,defect,20909,0.27
15,897,136,exploitation,29910,0.38
16,897,136,coop,27704,0.36
16,897,136,defect,20281,0.26
16,897,136,exploitation,30015,0.38
17,897,136,coop,27966,0.36
17,897,136,defect,19804,0.25
17,897,136,exploitation,30230,0.39
18,897,136,coop,27152,0.35
18,897,136,defect,20706,0.27
18,897,136,exploitation,30142,0.39
19,897,136,coop,26856,0.34
19,897,136,defect,21278,0.27
19,897,136,exploitation,29866,0.38
20,897,136,coop,24592,0.32
20,897,136,defect,23244,0.3
20,897,136,exploitation,30164,0.39
21,897,136,coop,26544,0.34
21,897,136,defect,21319,0.27
21,897,136,exploitation,30137,0.39
22,897,136,coop,24620,0.32
22,897,136,defect,23430,0.3
22,897,136,exploitation,29950,0.38
23,897,136,coop,25874,0.33
23,897,136,defect,22142,0.28
23,897,136,exploitation,29984,0.38
24,897,136,coop,26005,0.33
24,897,136,defect,22248,0.29
24,897,136,exploitation,29747,0.38
25,897,136,coop,28202,0.36
25,897,136,defect,20388,0.26
25,897,136,exploitation,29410,0.38
26,897,136,coop,27737,0.36
26,897,136,defect,20918,0.27
26,897,136,exploitation,29345,0.38
27,897,136,coop,25421,0.33
27,897,136,defect,22844,0.29
27,897,136,exploitation,29735,0.38
28,897,136,coop,25379,0.33
28,897,136,defect,22882,0.29
28,897,136,exploitation,29739,0.38
29,897,136,coop,26733,0.34
29,897,136,defect,21979,0.28
29,897,136,exploitation,29288,0.38
30,897,136,coop,26958,0.35
30,897,136,defect,21767,0.28
30,897,136,exploitation,29275,0.38
31,897,136,coop,29015,0.37
31,897,136,defect,19688,0.25
31,897,136,exploitation,29297,0.38
32,897,136,coop,30835,0.4
32,897,136,defect,18279,0.23
32,897,136,exploitation,28886,0.37
33,897,136,coop,31958,0.41
33,897,136,defect,17287,0.22
33,897,136,exploitation,28755,0.37
34,897,136,coop,31120,0.4
34,897,136,defect,18065,0.23
34,897,136,exploitation,28815,0.37
35,897,136,coop,31592,0.41
35,897,136,defect,18016,0.23
35,897,136,exploitation,28392,0.36
36,897,136,coop,32051,0.41
36,897,136,defect,17147,0.22
36,897,136,exploitation,28802,0.37
37,897,136,coop,32779,0.42
37,897,136,defect,16924,0.22
37,897,136,exploitation,28297,0.36
38,897,136,coop,33662,0.43
38,897,136,defect,16157,0.21
38,897,136,exploitation,28181,0.36
39,897,136,coop,35274,0.45
39,897,136,defect,14672,0.19
39,897,136,exploitation,28054,0.36
40,897,136,coop,33510,0.43
40,897,136,defect,16048,0.21
40,897,136,exploitation,28442,0.36
41,897,136,coop,34420,0.44
41,897,136,defect,15208,0.19
41,897,136,exploitation,28372,0.36
42,897,136,coop,35294,0.45
42,897,136,defect,14597,0.19
42,897,136,exploitation,28109,0.36
43,897,136,coop,35510,0.46
43,897,136,defect,14592,0.19
43,897,136,exploitation,27898,0.36
44,897,136,coop,33024,0.42
44,897,136,defect,16596,0.21
44,897,136,exploitation,28380,0.36
45,897,136,coop,35621,0.46
45,897,136,defect,14311,0.18
45,897,136,exploitation,28068,0.36
46,897,136,coop,35420,0.45
46,897,136,defect,14657,0.19
46,897,136,exploitation,27923,0.36
47,897,136,coop,37294,0.48
47,897,136,defect,13186,0.17
47,897,136,exploitation,27520,0.35
48,897,136,coop,39540,0.51
48,897,136,defect,11650,0.15
48,897,136,exploitation,26810,0.34
49,897,136,coop,40390,0.52
49,897,136,defect,11193,0.14
49,897,136,exploitation,26417,0.34
50,897,136,coop,38882,0.5
50,897,136,defect,12148,0.16
50,897,136,exploitation,26970,0.35
51,897,136,coop,40432,0.52
51,897,136,defect,10920,0.14
51,897,136,exploitation,26648,0.34
52,897,136,coop,39824,0.51
