round,seed,exploit,coop,exploit_,defect
1,16,11732,29597,17191,19480
2,16,12181,30822,16749,18248
3,16,12678,29443,16335,19544
4,16,12682,29344,16303,19671
5,16,13289,27872,16294,20545
6,16,13201,28261,16287,20251
7,16,12664,30208,16674,18454
8,16,12311,28569,17245,19875
9,16,12116,30545,16865,18474
10,16,12316,30235,16932,18517
11,16,13056,29000,16474,19470
12,16,13050,28780,16410,19760
13,16,13267,26588,16596,21549
14,16,13737,28329,15533,20401
15,16,13723,26871,15737,21669
16,16,13946,26718,15885,21451
17,16,13731,28923,15970,19376
18,16,13605,27382,16484,20529
19,16,13650,27416,16355,20579
20,16,14060,25252,16228,22460
21,16,14548,24092,15743,23617
22,16,15599,22056,14810,25535
23,16,16116,22209,14784,24891
24,16,15817,23515,14575,24093
25,16,15882,23719,14547,23852
26,16,16000,22334,14198,25468
27,16,15079,23957,15343,23621
28,16,14929,24523,15656,22892
29,16,16007,22509,14661,24823
30,16,16008,22818,15065,24109
31,16,16435,23441,14934,23190
32,16,16771,23590,14800,22839
33,16,17757,22028,14474,23741
34,16,17667,22003,14461,23869
35,16,17381,23676,14240,22703
36,16,17136,25299,14126,21439
37,16,16071,27387,14441,20101
38,16,16275,26799,14652,20274
39,16,15565,28163,14936,19336
40,16,14777,29786,15317,18120
41,16,14507,30676,15519,17298
42,16,14623,31036,15465,16876
43,16,14796,30709,15354,17141
44,16,13658,32292,16090,15960
45,16,14101,30348,15966,17585
46,16,14034,30434,15884,17648
47,16,13938,30022,16210,17830
48,16,14060,29281,16003,18656
49,16,13878,29691,15937,18494
50,16,14083,31175,15192,17550
51,16,14869,29699,14677,18755
52,16,14497,27404,15512,20587
53,16,15348,25725,14961,21966
54,16,15464,25529,14994,22013
55,16,15335,26023,15023,21619
56,16,15831,24647,14952,22570
57,16,15419,26302,15014,21265
58,16,15210,26149,14712,21929
59,16,15014,24169,15066,23751
60,16,15329,25273,14829,22569
61,16,16053,27640,13695,20612
62,16,15904,29115,13657,19324
63,16,15863,27401,14032,20704
64,16,15295,28804,14298,19603
65,16,15174,28871,14314,19641
66,16,15200,28939,14134,19727
67,16,15069,29038,14189,19704
68,16,15170,30469,14086,18275
69,16,13927,33187,14754,16132
70,16,13645,30818,15449,18088
71,16,13093,31924,15690,17293
72,16,13034,34343,15340,15283
73,16,12097,36512,15533,13858
74,16,12472,38502,14631,12395
75,16,12794,37889,14814,12503
76,16,12678,37964,14655,12703
77,16,12990,40191,13855,10964
78,16,12778,40290,13838,11094
79,16,13038,39638,14146,11178
80,16,12731,40220,14108,10941
81,16,13841,37716,13533,12910
82,16,13992,37360,13717,12931
83,16,13705,37235,13854,13206
84,16,14001,35714,13949,14336
85,16,14261,33517,14190,16032
86,16,14066,32628,14474,16832
87,16,14381,32994,14418,16207
88,16,14313,33339,14327,16021
89,16,13298,36037,14635,14030
90,16,13944,33662,14473,15921
91,16,13969,34054,14396,15581
92,16,13653,32857,15070,16420
93,16,13033,34054,15433,15480
94,16,13183,33503,15223,16091
95,16,13829,31865,14744,17562
96,16,14161,32169,14704,16966
97,16,14130,32138,14611,17121
98,16,14341,32680,14481,16498
99,16,15293,30433,14060,18214
100,16,15317,30938,14059,17686
101,16,14492,32302,14367,16839
102,16,14219,34224,14144,15413
103,16,13795,35100,14502,14603
104,16,13891,36566,13908,13635
105,16,13774,37882,13782,12562
106,16,13997,36205,13865,13933
107,16,13896,37155,13730,13219
108,16,13915,35293,14271,14521
109,16,14081,35075,14364,14480
110,16,13903,37077,13836,13184
111,16,13508,39495,13429,11568
112,16,13733,39774,13507,10986
113,16,13772,39614,13463,11151
114,16,13731,40537,13067,10665
115,16,13673,41084,13011,10232
116,16,13763,40098,13477,10662
117,16,12235,43137,13502,9126
118,16,12324,42694,13752,9230
119,16,12041,43416,13962,8581
120,16,12089,43416,13811,8684
121,16,11994,42733,14019,9254
122,16,11379,43528,14386,8707
123,16,11420,43581,14273,8726
124,16,10703,45859,14234,7204
125,16,10172,43976,15510,8342
126,16,9936,44080,15595,8389
127,16,10272,44414,15474,7840
128,16,10115,44255,15406,8224
129,16,9937,44501,15631,7931
130,16,9954,44408,15733,7905
131,16,9991,44418,15654,7937
132,16,10011,44950,15490,7549
133,16,10580,45395,14926,7099
134,16,10183,45024,15393,7400
135,16,10404,44483,15385,7728
136,16,10302,45496,14980,7222
137,16,10412,44888,15248,7452
138,16,10325,44498,15402,7775
139,16,9961,46382,14854,6803
140,16,9884,46282,14896,6938
141,16,9701,46848,14761,6690
142,16,10645,44600,14959,7796
143,16,10474,44898,14965,7663
144,16,10603,44908,14883,7606
145,16,10538,45181,14672,7609
146,16,10677,44799,15004,7520
147,16,10925,44561,14688,7826
148,16,10983,44259,14603,8155
149,16,11874,41879,15046,9201
150,16,12092,41660,14596,9652
151,16,12112,41666,14608,9614
152,16,12240,41054,14854,9852
153,16,12093,41005,14729,10173
154,16,12335,40555,14659,10451
155,16,12221,40270,14724,10785
156,16,12329,39667,14878,11126
157,16,12280,40113,14618,10989
158,16,11665,37492,16122,12721
159,16,11700,37932,16025,12343
160,16,11792,37807,15940,12461
161,16,11487,38456,16154,11903
162,16,11834,37617,15913,12636
163,16,11773,37096,16068,13063
164,16,11767,37135,15991,13107
165,16,11548,37594,16116,12742
166,16,11246,35807,17044,13903
167,16,11523,35399,16859,14219
168,16,12231,33609,16803,15357
169,16,12211,33441,16957,15391
170,16,12785,35986,15559,13670
171,16,12941,36313,15367,13379
172,16,13382,34441,15630,14547
173,16,13584,36402,14568,13446
174,16,13305,38292,14440,11963
175,16,13385,38153,14497,11965
176,16,13412,36457,14702,13429
177,16,13558,35719,15040,13683
178,16,13473,35607,14917,14003
179,16,13598,36387,14682,13333
180,16,13384,36379,14713,13524
181,16,13585,36323,14841,13251
182,16,13587,36431,14714,13268
183,16,13726,35967,14934,13373
184,16,13775,36077,14716,13432
185,16,14535,34267,14674,14524
186,16,13484,36711,14965,12840
187,16,13002,38373,14551,12074
188,16,13249,38345,14553,11853
189,16,12847,37504,15165,12484
190,16,12816,35097,15773,14314
191,16,12073,32992,16587,16348
192,16,12318,32753,16790,16139
193,16,12202,33207,16578,16013
194,16,11501,35352,16735,14412
195,16,11769,34884,16620,14727
196,16,11693,34659,16765,14883
197,16,11827,34018,16833,15322
198,16,11758,34488,16678,15076
199,16,11866,34853,16771,14510
200,16,11957,34406,16641,14996
201,16,12276,33804,16161,15759
202,16,12250,34780,16170,14800
203,16,12107,34559,16253,15081
204,16,12066,34846,16297,14791
205,16,12273,34099,16166,15462
206,16,12044,33933,16252,15771
207,16,12291,31880,16367,17462
208,16,12149,33781,16308,15762
209,16,11881,32120,17245,16754
210,16,11720,31926,16951,17403
211,16,12099,29790,16971,19140
212,16,12014,29570,17126,19290
213,16,11913,29191,17283,19613
214,16,11789,29509,17077,19625
215,16,12425,27829,16782,20964
216,16,12319,26037,17112,22532
217,16,11919,26582,17873,21626
218,16,11829,26887,17760,21524
219,16,12329,25536,17624,22511
220,16,12576,25514,17719,22191
221,16,12569,25617,17802,22012
222,16,12814,26025,17823,21338
223,16,12619,24931,18482,21968
224,16,12547,25207,18909,21337
225,16,12619,27121,18309,19951
226,16,12880,26769,17826,20525
227,16,13484,28543,17279,18694
228,16,13612,29293,16977,18118
229,16,13812,28972,17082,18134
230,16,13748,28913,17064,18275
231,16,13795,29014,17127,18064
232,16,13780,28878,17070,18272
233,16,14842,26837,16204,20117
234,16,15221,27495,16211,19073
235,16,15153,27296,16078,19473
236,16,15358,25492,15862,21288
237,16,15113,25812,16743,20332
238,16,15169,27684,16088,19059
239,16,15370,28953,15315,18362
240,16,15390,29182,15209,18219
241,16,15529,30659,14321,17491
242,16,15642,30435,14488,17435
243,16,15215,32001,14189,16595
244,16,15279,32160,14179,16382
245,16,15315,31903,14267,16515
246,16,16539,29880,13293,18288
247,16,16262,31609,13081,17048
248,16,16323,30951,13490,17236
249,16,15685,29459,14151,18705
250,16,15673,29712,14093,18522
251,16,15665,29498,14326,18511
252,16,15548,29622,14101,18729
253,16,15553,29698,14086,18663
254,16,15521,29107,14133,19239
255,16,15788,28390,13642,20180
256,16,16165,30218,12807,18810
257,16,16312,30137,12841,18710
258,16,16247,30464,12949,18340
259,16,16553,30494,12729,18224
260,16,16795,28962,12905,19338
261,16,16316,30856,13061,17767
262,16,16210,30493,13189,18108
263,16,16165,30115,13202,18518
264,16,15890,29792,13340,18978
265,16,16168,29813,13307,18712
266,16,15727,29519,13272,19482
267,16,15968,29854,13088,19090
268,16,16081,30239,13073,18607
269,16,16030,29674,12967,19329
270,16,16118,28892,13018,19972
271,16,15757,27805,13201,21237
272,16,15605,29681,13462,19252
273,16,15112,28290,13897,20701
274,16,14856,26971,14665,21508
275,16,14814,27192,14331,21663
276,16,14004,29499,14835,19662
277,16,14181,29171,14845,19803
278,16,14161,29341,14851,19647
279,16,14214,28974,15080,19732
280,16,14381,27722,14988,20909
281,16,14733,29186,14136,19945
282,16,14301,26613,14689,22397
283,16,15014,28295,14154,20537
284,16,15134,30102,13692,19072
285,16,15097,30209,13786,18908
286,16,15193,30771,13469,18567
287,16,15431,30866,13718,17985
288,16,15640,33062,12827,16471
289,16,15828,33246,12818,16108
290,16,15736,33405,12926,15933
291,16,15798,33408,12795,15999
292,16,16010,34972,12034,14984
293,16,15737,34800,11963,15500
294,16,15598,33542,12572,16288
295,16,15667,33954,12582,15797
296,16,15911,32095,12699,17295
297,16,16831,29966,12302,18901
298,16,16962,31220,11898,17920
299,16,17079,31155,11691,18075
300,16,16889,33438,11556,16117
301,16,16820,32953,11607,16620
302,16,17118,33814,11334,15734
303,16,17025,34290,11342,15343
304,16,16139,31954,12490,17417
305,16,16124,31238,12623,18015
306,16,15951,31952,12836,17261
307,16,15976,32206,12670,17148
308,16,16065,32324,12858,16753
309,16,15995,32314,12851,16840
310,16,16142,32066,13048,16744
311,16,15173,34233,13186,15408
312,16,15370,33729,13391,15510
313,16,14836,32944,13618,16602
314,16,14964,32741,13784,16511
315,16,15137,32614,13828,16421
316,16,14933,33360,13976,15731
317,16,14913,34449,13751,14887
318,16,15329,34276,14036,14359
319,16,13989,36653,14560,12798
320,16,13758,35854,14722,13666
321,16,14243,36769,14203,12785
322,16,13928,36497,14349,13226
323,16,14215,36793,14331,12661
324,16,13662,38650,13988,11700
325,16,13548,38557,13963,11932
326,16,13780,38250,14045,11925
327,16,13651,38663,13877,11809
328,16,13301,36528,15086,13085
329,16,13303,36496,15133,13068
330,16,13175,36618,15146,13061
331,16,13165,36787,15278,12770
332,16,12865,37536,15466,12133
333,16,12950,34844,16269,13937
334,16,12961,35139,16152,13748
335,16,12363,36812,16271,12554
336,16,12284,35095,17047,13574
337,16,12253,34743,16667,14337
338,16,12753,35621,16272,13354
339,16,12402,36239,15947,13412
340,16,13252,38561,14548,11639
341,16,12122,40247,14811,10820
342,16,12023,39820,15090,11067
343,16,12000,39906,14978,11116
344,16,12516,38040,15301,12143
345,16,13650,35817,14790,13743
346,16,14180,36473,14476,12871
347,16,13940,36627,14384,13049
348,16,14852,34082,14329,14737
349,16,14677,33884,14267,15172
350,16,14694,33931,14275,15100
351,16,14609,34098,14280,15013
352,16,14634,34100,14232,15034
353,16,14651,33655,14251,15443
354,16,14986,31897,14800,16317
355,16,14399,33958,14643,15000
356,16,13948,32059,15680,16313
357,16,13917,34112,14901,15070
358,16,13775,33087,15144,15994
359,16,13272,35386,15296,14046
360,16,12105,37693,15650,12552
361,16,12311,37136,15366,13187
362,16,12317,35177,16057,14449
363,16,12436,33347,16511,15706
364,16,12599,31528,16902,16971
365,16,12178,29244,17769,18809
366,16,12417,27249,17551,20783
367,16,12538,27207,17694,20561
368,16,12328,28659,17598,19415
369,16,12321,28465,17070,20144
370,16,12570,27886,17178,20366
371,16,12183,26601,17787,21429
372,16,12061,26824,17771,21344
373,16,12056,26823,17804,21317
374,16,11646,25612,18394,22348
375,16,12013,25087,17987,22913
376,16,12063,25092,17965,22880
377,16,12715,23091,17134,25060
378,16,12955,24469,17045,23531
379,16,12256,24300,17182,24262
380,16,12887,24547,17042,23524
381,16,12957,23045,16875,25123
382,16,13138,22683,16676,25503
383,16,12978,24381,17451,23190
384,16,12913,24530,17346,23211
385,16,12090,26702,17957,21251
386,16,11890,27065,17948,21097
387,16,12540,25445,17863,22152
388,16,12438,25060,17615,22887
389,16,12377,25540,17823,22260
390,16,12416,25568,17568,22448
391,16,12784,24879,17477,22860
392,16,12857,24660,17143,23340
393,16,12977,22912,17349,24762
394,16,13128,24609,16797,23466
395,16,12907,23064,17233,24796
396,16,12821,24425,16950,23804
397,16,12622,23140,17530,24708
398,16,12764,23006,17476,24754
399,16,12824,21251,17143,26782
400,16,12759,19600,17348,28293
401,16,12725,19663,17212,28400
402,16,12964,21042,16922,27072
403,16,13399,21076,17024,26501
404,16,12444,23094,17709,24753
405,16,12587,23031,17681,24701
406,16,12876,22037,17765,25322
407,16,12749,20938,18013,26300
408,16,12870,20544,18217,26369
409,16,12186,20367,18156,27291
410,16,12828,22010,18123,25039
411,16,12372,23536,17865,24227
412,16,12611,22267,18058,25064
413,16,13481,20202,17011,27306
414,16,13421,20358,16853,27368
415,16,13372,20486,17042,27100
416,16,14190,18896,16461,28453
417,16,14272,18817,16370,28541
418,16,14485,20774,16158,26583
419,16,14422,20379,15894,27305
420,16,14551,20105,15749,27595
421,16,14249,19724,15751,28276
422,16,14073,20664,15705,27558
423,16,13966,20868,15571,27595
424,16,13639,19102,15730,29529
425,16,13423,19480,16015,29082
426,16,13496,19314,16025,29165
427,16,13247,19290,15930,29533
428,16,13782,17848,15676,30694
429,16,13578,16924,16267,31231
430,16,13268,15631,16401,32700
431,16,12369,14318,16993,34320
432,16,12954,13168,16255,35623
433,16,12997,13282,16129,35592
434,16,12349,14848,17568,33235
435,16,11580,14070,17562,34788
436,16,11558,14249,17541,34652
437,16,11536,14231,17517,34716
438,16,11655,15047,17655,33643
439,16,11314,16183,17478,33025
440,16,12160,17591,17309,30940
441,16,12396,19428,17464,28712
442,16,12334,20788,17499,27379
443,16,12316,20990,17398,27296
444,16,12586,20773,17614,27027
445,16,12625,21614,17919,25842
446,16,12602,22291,18305,24802
447,16,12462,21677,17836,26025
448,16,12531,21752,17896,25821
449,16,12498,21750,17808,25944
450,16,12574,21484,18094,25848
451,16,12883,22686,17190,25241
452,16,12630,23728,17720,23922
453,16,12333,23013,17854,24800
454,16,12740,21879,17645,25736
455,16,12635,21812,17740,25813
456,16,12881,19643,17507,27969
457,16,12362,18394,17933,29311
458,16,12108,20176,18526,27190
459,16,13071,21955,18070,24904
460,16,13601,23542,17293,23564
461,16,13576,23511,17334,23579
462,16,14022,25698,16604,21676
463,16,13885,25564,16558,21993
464,16,14041,24983,16145,22831
465,16,13634,26148,16471,21747
466,16,13398,25627,16562,22413
467,16,12922,24817,16460,23801
468,16,13999,26952,15589,21460
469,16,14182,26903,15445,21470
470,16,13629,29099,15378,19894
471,16,13868,27224,15380,21528
472,16,14200,26852,15516,21432
473,16,14445,25816,15020,22719
474,16,15065,28368,14094,20473
475,16,14839,29208,14345,19608
476,16,14352,26872,15205,21571
477,16,14012,25472,15820,22696
478,16,13226,23788,16755,24231
479,16,13436,25217,15967,23380
480,16,13446,26170,16112,22272
481,16,13211,23785,16325,24679
482,16,13228,23635,16193,24944
483,16,13639,24211,15976,24174
484,16,13881,25126,16167,22826
485,16,13599,25405,16091,22905
486,16,13687,25230,16025,23058
487,16,13553,25280,16063,23104
488,16,14220,26950,15200,21630
489,16,14006,24762,15708,23524
490,16,14428,23845,15195,24532
491,16,14691,23589,15142,24578
492,16,14730,22612,14996,25662
493,16,14457,24854,15212,23477
494,16,14835,25967,14655,22543
495,16,15035,25260,14517,23188
496,16,14833,24338,14489,24340
497,16,14836,22803,13882,26479
498,16,14532,21443,14384,27641
499,16,14831,22760,14166,26243
500,16,14881,22520,14129,26470
501,16,14822,22540,13951,26687
502,16,14815,22133,13965,27087
503,16,15058,22938,14074,25930
504,16,15092,23269,14134,25505
505,16,15051,23867,14144,24938
506,16,14612,22698,14554,26136
507,16,14947,20998,14311,27744
508,16,14861,21546,14233,27360
509,16,15203,20311,13670,28816
510,16,15162,20381,13805,28652
511,16,14963,18840,13544,30653
512,16,14602,17874,13378,32146
513,16,14476,17621,13261,32642
514,16,14914,16096,12988,34002
515,16,14909,16962,13199,32930
516,16,15121,18972,13467,30440
517,16,15241,19805,13698,29256
518,16,14994,19339,13847,29820
519,16,14836,19422,13526,30216
520,16,15125,19231,13831,29813
521,16,14840,19134,13517,30509
522,16,15086,18834,13671,30409
523,16,15052,18087,13291,31570
524,16,15210,18888,13456,30446
525,16,15350,18461,13633,30556
526,16,15784,20013,12977,29226
527,16,15425,18802,13192,30581
528,16,15319,19342,12977,30362
529,16,15372,19793,12845,29990
530,16,14992,17314,13246,32448
531,16,14921,17359,12927,32793
532,16,14978,16103,12446,34473
533,16,14697,15511,12454,35338
534,16,15047,15124,12805,35024
535,16,14811,15527,12801,34861
536,16,14653,16448,13214,33685
537,16,14641,16318,13118,33923
538,16,14249,15986,12949,34816
539,16,14376,15318,12956,35350
540,16,14543,15078,13129,35250
541,16,14554,14931,12974,35541
542,16,14681,14741,13193,35385
543,16,14481,15187,12830,35502
544,16,14486,15028,12961,35525
545,16,14383,15539,13229,34849
