round,seed,defect,exploit_,exploit,coop
1,130,19346,12307,17135,29212
2,130,19338,12400,17029,29233
3,130,19478,12071,16760,29691
4,130,21529,12793,16449,27229
5,130,22572,12402,17192,25834
6,130,20777,12483,16779,27961
7,130,21096,12416,17033,27455
8,130,20999,12516,17256,27229
9,130,20519,12486,17148,27847
10,130,19638,12774,16865,28723
11,130,19548,12837,17029,28586
12,130,20054,12734,16804,28408
13,130,21344,12987,16775,26894
14,130,21335,13222,16811,26632
15,130,22905,13034,17066,24995
16,130,23919,12824,17685,23572
17,130,23716,12902,17716,23666
18,130,23972,12855,17507,23666
19,130,25204,12653,17429,22714
20,130,27128,13688,16362,20822
21,130,26485,13295,16344,21876
22,130,26041,13396,16353,22210
23,130,26298,13328,16235,22139
24,130,27715,12772,16751,20762
25,130,28016,12873,16693,20418
26,130,27581,13051,16885,20483
27,130,28951,12686,16815,19548
28,130,28756,12710,17200,19334
29,130,29352,12892,17107,18649
30,130,30622,12869,17304,17205
31,130,30111,12454,17345,18090
32,130,30369,12423,17196,18012
33,130,29124,12508,18085,18283
34,130,29202,12396,17987,18415
35,130,27011,13307,17490,20192
36,130,27283,13311,17456,19950
37,130,26351,13504,16739,21406
38,130,25366,13545,16615,22474
39,130,25455,13468,16387,22690
40,130,24332,14018,15749,23901
41,130,23339,14229,15956,24476
42,130,22515,14504,15287,25694
43,130,22419,14377,15357,25847
44,130,24445,14011,15856,23688
45,130,24593,13877,15778,23752
46,130,24675,13868,15653,23804
47,130,26699,13052,16417,21832
48,130,27458,12931,16406,21205
49,130,27328,13093,16495,21084
50,130,26450,13108,16267,22175
51,130,24907,12819,16466,23808
52,130,24865,12753,16380,24002
53,130,25019,12707,16376,23898
54,130,26858,11791,17217,22134
55,130,25287,12307,16920,23486
56,130,25307,12175,16846,23672
57,130,24843,12292,16783,24082
58,130,27428,11397,17587,21588
59,130,27266,11429,17643,21662
60,130,25449,11482,17847,23222
61,130,26875,10744,18023,22358
62,130,27674,11370,17689,21267
63,130,27906,11217,17729,21148
64,130,26625,11213,17769,22393
65,130,25875,11319,18039,22767
66,130,25073,10830,18229,23868
67,130,25872,10485,18881,22762
68,130,25724,10673,18854,22749
69,130,27052,10768,18677,21503
70,130,25919,11149,18423,22509
71,130,24843,10947,18414,23796
72,130,24622,10887,18761,23730
73,130,25817,11302,18541,22340
74,130,24964,11433,18776,22827
75,130,25587,11353,18447,22613
76,130,23405,12433,17682,24480
77,130,22709,12615,16966,25710
78,130,22519,12872,16847,25762
79,130,22698,12461,16692,26149
80,130,22656,12793,16796,25755
81,130,22599,12762,16966,25673
82,130,21734,13018,16652,26596
83,130,19388,13739,16133,28740
84,130,19186,13607,16042,29165
85,130,18183,13296,16838,29683
86,130,19538,13983,16403,28076
87,130,21332,13796,16614,26258
88,130,22532,14250,17028,24190
89,130,24405,13872,17203,22520
90,130,26331,13941,17267,20461
91,130,27104,14100,17208,19588
92,130,27199,14068,17187,19546
93,130,27144,14078,17228,19550
94,130,26710,14167,17308,19815
95,130,27815,14285,17661,18239
96,130,27636,14333,17809,18222
97,130,27768,14035,17589,18608
98,130,27828,14174,17687,18311
99,130,28220,13930,17651,18199
100,130,28203,13867,17606,18324
101,130,28403,13798,17602,18197
102,130,27015,15128,17262,18595
103,130,26949,15041,17344,18666
104,130,28274,14649,16764,18313
105,130,28535,14480,16802,18183
106,130,28974,14398,17502,17126
107,130,29113,14358,17249,17280
108,130,27008,15126,17137,18729
109,130,28042,16272,16319,17367
110,130,29626,15316,16246,16812
111,130,28949,15146,16215,17690
112,130,28413,14961,15829,18797
113,130,28103,15092,15784,19021
114,130,29563,14777,15358,18302
115,130,27386,14274,16283,20057
116,130,25250,14556,16302,21892
117,130,23557,14266,16568,23609
118,130,24669,13860,16255,23216
119,130,23043,13804,16682,24471
120,130,23167,13704,16432,24697
121,130,23005,13813,16527,24655
122,130,23042,13732,16452,24774
123,130,25242,14516,15719,22523
124,130,24185,14242,15838,23735
125,130,25355,14106,15913,22626
126,130,26620,14656,15754,20970
127,130,25783,13988,15847,22382
128,130,25808,14088,15977,22127
129,130,25721,14077,15815,22387
