round,seed,defect,exploit_,exploit,coop
1,565,19158,12221,17076,29545
2,565,17392,11747,17229,31632
3,565,15651,11214,17092,34043
4,565,13702,10577,17525,36196
5,565,13918,10451,17299,36332
6,565,13776,10526,17534,36164
7,565,13047,10032,17613,37308
8,565,11530,9931,17171,39368
9,565,10307,10221,16251,41221
10,565,9701,9830,16331,42138
11,565,10214,9977,16384,41425
12,565,9865,9763,16253,42119
13,565,9785,9884,16315,42016
14,565,9800,9940,16280,41980
15,565,10129,9984,16709,41178
16,565,10311,9589,16475,41625
17,565,11189,9923,16682,40206
18,565,10517,9852,16752,40879
19,565,11659,9622,17608,39111
20,565,12164,9902,17470,38464
21,565,11381,9816,17401,39402
22,565,12801,10383,17440,37376
23,565,12993,10609,17267,37131
24,565,13487,10452,17176,36885
25,565,14233,11001,16881,35885
26,565,12682,10921,16398,37999
27,565,13260,11524,16466,36750
28,565,13004,11280,16249,37467
29,565,13001,11220,16370,37409
30,565,12545,11245,16365,37845
31,565,13601,11415,16067,36917
32,565,12365,11879,15321,38435
33,565,12573,12067,15575,37785
34,565,14679,12267,15558,35496
35,565,14429,12427,15709,35435
36,565,14745,12291,15640,35324
37,565,13170,11818,15783,37229
38,565,12164,12236,15006,38594
39,565,14076,12120,15686,36118
40,565,14215,12150,15794,35841
41,565,14142,12017,15870,35971
42,565,13848,11720,15924,36508
43,565,14149,11894,15784,36173
44,565,15365,11487,16113,35035
45,565,13253,11822,15937,36988
46,565,13146,11332,15813,37709
47,565,12209,11484,15363,38944
48,565,10398,11542,14699,41361
49,565,11270,11845,14882,40003
50,565,9641,12023,13960,42376
51,565,9121,12025,13718,43136
52,565,8506,11750,13240,44504
53,565,8334,11820,13382,44464
54,565,7935,11731,13209,45125
55,565,9497,12921,12718,42864
56,565,7897,12327,12395,45381
57,565,7656,12292,12393,45659
58,565,7443,12320,11855,46382
59,565,7408,12383,12128,46081
60,565,9335,13736,11768,43161
61,565,9207,14026,12102,42665
62,565,9922,13823,11860,42395
63,565,10055,14193,12158,41594
64,565,10334,14132,12101,41433
65,565,11094,14297,12264,40345
66,565,11026,14085,11980,40909
67,565,11494,14314,12192,40000
68,565,10724,14154,12378,40744
69,565,10537,14013,12015,41435
70,565,11954,14099,13014,38933
71,565,11884,14168,13019,38929
72,565,12077,13822,13041,39060
73,565,11763,13946,13018,39273
74,565,12837,13938,13290,37935
75,565,12087,14059,13235,38619
76,565,12043,13864,13067,39026
77,565,11728,13878,13165,39229
78,565,10015,13216,12824,41945
79,565,9737,13215,12626,42422
80,565,9635,13233,12655,42477
81,565,10100,13536,12584,41780
82,565,9906,13470,12606,42018
83,565,10985,14378,12358,40279
84,565,11044,14140,12240,40576
85,565,10964,14266,12360,40410
86,565,10427,14119,12234,41220
87,565,10312,14179,12335,41174
88,565,10519,13968,12290,41223
89,565,10739,14122,12346,40793
90,565,10174,13673,12444,41709
91,565,9948,13719,12463,41870
92,565,10345,13735,12490,41430
93,565,9856,13461,12276,42407
94,565,10136,13613,12586,41665
95,565,10348,13667,12762,41223
96,565,9279,12653,13096,42972
97,565,9415,12543,13178,42864
98,565,9316,12563,12969,43152
99,565,8753,12601,12689,43957
100,565,9250,12889,12937,42924
101,565,9414,12789,12914,42883
102,565,9173,12584,12897,43346
103,565,9863,12885,12723,42529
104,565,9874,13142,13141,41843
105,565,9727,12805,12925,42543
106,565,8455,11933,13332,44280
107,565,7932,11768,13118,45182
108,565,7954,11708,13167,45171
109,565,8169,11584,12972,45275
110,565,8445,11879,13378,44298
111,565,9760,11705,14455,42080
112,565,9889,11511,14431,42169
113,565,10061,11511,14444,41984
114,565,9783,11394,14171,42652
115,565,9922,11669,14217,42192
116,565,10328,11635,14224,41813
117,565,10187,11811,14189,41813
118,565,10427,11662,14103,41808
119,565,10271,11862,14303,41564
120,565,9877,11505,14101,42517
121,565,10571,11892,14388,41149
122,565,12403,12441,14578,38578
123,565,12028,12255,14275,39442
124,565,10355,12571,13388,41686
125,565,11247,12619,13976,40158
126,565,11318,12708,14004,39970
127,565,10661,12485,13972,40882
128,565,10749,12481,13892,40878
129,565,11647,13274,13903,39176
130,565,11708,13119,13811,39362
131,565,12305,13258,13935,38502
132,565,11749,13373,13701,39177
133,565,12435,13272,13921,38372
134,565,12360,13329,13893,38418
135,565,12283,13198,14002,38517
136,565,11298,12913,14336,39453
137,565,12221,13256,14208,38315
138,565,13197,12921,13988,37894
139,565,13086,12890,14065,37959
140,565,11530,12551,14377,39542
141,565,12472,12427,14375,38726
142,565,13265,12423,14653,37659
143,565,13071,12569,14809,37551
144,565,13412,12900,14973,36715
145,565,14644,12937,14818,35601
146,565,14804,13019,14814,35363
147,565,14864,13174,14816,35146
148,565,15133,12924,14870,35073
149,565,14907,12888,14807,35398
150,565,14971,13109,15001,34919
151,565,14126,12717,15086,36071
152,565,13366,12508,14848,37278
153,565,13482,12556,14759,37203
154,565,12869,12590,14470,38071
155,565,12925,12539,14353,38183
156,565,11959,12329,14485,39227
157,565,11439,12296,14450,39815
158,565,12293,12331,14639,38737
159,565,12482,12354,14671,38493
160,565,12155,12433,14595,38817
161,565,11377,12893,13853,39877
162,565,12100,13231,13666,39003
163,565,12980,12808,14432,37780
164,565,13404,12634,14245,37717
165,565,13283,12682,14198,37837
166,565,13821,12938,14556,36685
167,565,13656,13026,14613,36705
168,565,14582,13364,14624,35430
169,565,14645,13305,14548,35502
170,565,14869,12999,14339,35793
171,565,16424,14549,14046,32981
172,565,17441,14670,13919,31970
173,565,18279,14649,14228,30844
174,565,18340,14632,14279,30749
175,565,16138,13631,14645,33586
176,565,17088,13611,15120,32181
177,565,16228,13580,15179,33013
178,565,17140,13693,15069,32098
179,565,17045,13792,15143,32020
180,565,17219,13761,15010,32010
181,565,16568,13774,15043,32615
182,565,18853,14040,15452,29655
183,565,19028,14028,15251,29693
184,565,18069,13527,15166,31238
185,565,16976,13817,14994,32213
186,565,15991,13271,15292,33446
187,565,17060,13213,15973,31754
