round,seed,defect,exploit_,exploit,coop
1,179,19410,12102,17108,29380
2,179,18414,11818,16925,30843
3,179,16504,12328,16240,32928
4,179,16303,12163,16319,33215
5,179,15988,12188,16210,33614
6,179,16341,12573,16348,32738
7,179,17492,12530,15880,32098
8,179,16567,12099,16201,33133
9,179,17615,12645,16225,31515
10,179,16721,12258,16400,32621
11,179,16030,12158,16854,32958
12,179,17517,12041,17627,30815
13,179,16522,12465,16639,32374
14,179,16115,12626,16389,32870
15,179,16159,12675,16625,32541
16,179,15726,13063,16079,33132
17,179,17465,14137,15194,31204
18,179,17460,14237,15385,30918
19,179,18305,13944,15481,30270
20,179,19106,13390,15562,29942
21,179,20583,13719,15916,27782
22,179,19547,13307,15526,29620
23,179,18953,13861,15631,29555
24,179,19438,13732,15299,29531
25,179,18390,14192,15342,30076
26,179,18433,13992,15369,30206
27,179,17230,13563,15286,31921
28,179,17955,13494,15733,30818
29,179,19734,14120,15700,28446
30,179,22046,12788,16866,26300
31,179,21677,12984,16827,26512
32,179,22828,12586,17593,24993
33,179,23015,12624,17578,24783
34,179,23202,12349,17464,24985
35,179,22882,12472,17569,25077
36,179,22770,12641,17622,24967
37,179,23168,12398,17362,25072
38,179,23964,12753,16948,24335
39,179,25019,13304,16681,22996
40,179,26127,12782,17037,22054
41,179,23912,12001,17768,24319
42,179,23994,11909,17597,24500
43,179,22736,11816,17760,25688
44,179,23092,11932,17365,25611
45,179,22893,11985,17633,25489
46,179,24153,11498,17890,24459
47,179,25236,11614,18329,22821
48,179,25207,11386,18094,23313
49,179,26993,12142,17692,21173
50,179,25806,11802,17710,22682
51,179,25972,11737,17733,22558
52,179,26816,11781,17863,21540
53,179,26770,11877,17937,21416
54,179,25566,11537,18704,22193
55,179,26384,11381,18726,21509
56,179,24383,11868,18051,23698
57,179,22766,12198,17880,25156
58,179,21406,12104,17900,26590
59,179,20067,12669,16946,28318
60,179,20096,12765,16978,28161
61,179,20116,12479,16800,28605
62,179,20949,12874,16315,27862
63,179,22185,13341,16061,26413
64,179,20758,13830,15437,27975
65,179,20584,13884,15331,28201
66,179,19998,13973,15502,28527
67,179,20689,14009,15058,28244
68,179,21439,14203,14793,27565
69,179,21016,14311,14941,27732
70,179,22804,14284,14972,25940
71,179,23410,13853,15162,25575
72,179,23771,13769,15158,25302
73,179,23210,13648,15564,25578
74,179,25107,14221,15107,23565
75,179,24342,14555,15171,23932
76,179,26664,13632,15558,22146
