round,seed,exploit,defect,exploit_,coop
1,612,16746,19674,12136,29444
2,612,16724,20175,12593,28508
3,612,16766,20021,12510,28703
4,612,17146,22066,12081,26707
5,612,17432,20189,11307,29072
6,612,16905,18085,12060,30950
7,612,17133,17311,11856,31700
8,612,17082,17408,11830,31680
9,612,17114,16785,11476,32625
10,612,16761,17550,11962,31727
11,612,15943,15651,12351,34055
12,612,15803,16176,12545,33476
13,612,16181,15706,12461,33652
14,612,15978,16354,12793,32875
15,612,15888,14236,12118,35758
16,612,16030,14333,12054,35583
17,612,15595,14957,12562,34886
18,612,15462,14680,12355,35503
19,612,15384,15215,12615,34786
20,612,15816,15360,12576,34248
21,612,15300,15985,12671,34044
22,612,15331,16892,12810,32967
23,612,15626,14839,12331,35204
24,612,16021,15886,12203,33890
25,612,15799,17268,12615,32318
26,612,15915,17159,12637,32289
27,612,16079,17602,12654,31665
28,612,15976,17739,12550,31735
29,612,15837,17561,12467,32135
30,612,15950,17084,12875,32091
31,612,15814,17310,12742,32134
32,612,16404,18514,12335,30747
33,612,16833,17749,11854,31564
34,612,16824,17505,11877,31794
35,612,16761,19028,12440,29771
36,612,16462,20842,12809,27887
37,612,16188,21240,13241,27331
38,612,15964,21327,12966,27743
39,612,16509,23374,12433,25684
40,612,16718,22702,12342,26238
41,612,16799,22592,12592,26017
42,612,16315,24275,13087,24323
43,612,16111,24997,12977,23915
44,612,16070,24773,13090,24067
45,612,16010,24273,13180,24537
46,612,16692,23007,12618,25683
47,612,16821,21346,12377,27456
48,612,16504,21371,12330,27795
49,612,16915,20652,12416,28017
50,612,16895,21413,12369,27323
51,612,16517,20691,12789,28003
52,612,16151,22171,13418,26260
53,612,16143,22142,13373,26342
54,612,15894,22682,13468,25956
55,612,16617,24738,12723,23922
56,612,16764,24124,12478,24634
57,612,17560,23196,12265,24979
58,612,17398,24707,12643,23252
59,612,17327,24577,12696,23400
60,612,17563,24227,12610,23600
61,612,17360,24576,12659,23405
62,612,17307,24506,12487,23700
63,612,16788,25857,13182,22173
64,612,16258,24575,13616,23551
65,612,16712,25833,13331,22124
66,612,16537,26260,13371,21832
67,612,16833,27729,13178,20260
68,612,17376,29140,12547,18937
69,612,16537,30286,13136,18041
70,612,16390,31745,13260,16605
71,612,16168,31956,12976,16900
72,612,16801,30296,13297,17606
73,612,15838,32538,13811,15813
74,612,15781,32635,13786,15798
75,612,15258,31311,14266,17165
76,612,15252,31333,14217,17198
77,612,15210,31340,14264,17186
78,612,15077,33558,14079,15286
79,612,15495,32077,13660,16768
80,612,15609,30938,13532,17921
81,612,15872,31921,13315,16892
82,612,15915,32333,13397,16355
83,612,15844,32331,13324,16501
84,612,15458,29972,14278,18292
85,612,15567,30020,13912,18501
86,612,15596,29926,14040,18438
87,612,15559,28999,14628,18814
88,612,15155,28045,14759,20041
89,612,14723,26303,15115,21859
90,612,14848,25614,15246,22292
91,612,14765,25715,15353,22167
92,612,14649,26619,15962,20770
