round,seed,exploit,defect,exploit_,coop
1,612,16746,19674,12136,29444
2,612,16724,20175,12593,28508
3,612,16766,20021,12510,28703
4,612,17146,22066,12081,26707
5,612,17432,20189,11307,29072
6,612,16905,18085,12060,30950
7,612,17133,17311,11856,31700
8,612,17082,17408,11830,31680
9,612,17114,16785,11476,32625
10,612,16761,17550,11962,31727
11,612,15943,15651,12351,34055
12,612,15803,16176,12545,33476
13,612,16181,15706,12461,33652
14,612,15978,16354,12793,32875
15,612,15888,14236,12118,35758
16,612,16030,14333,12054,35583
17,612,15595,14957,12562,34886
18,612,15462,14680,12355,35503
19,612,15384,15215,12615,34786
20,612,15816,15360,12576,34248
21,612,15300,15985,12671,34044
22,612,15331,16892,12810,32967
23,612,15626,14839,12331,35204
24,612,16021,15886,12203,33890
25,612,15799,17268,12615,32318
26,612,15915,17159,12637,32289
27,612,16079,17602,12654,31665
28,612,15976,17739,12550,31735
29,612,15761,17902,12537,31800
30,612,16670,18972,12358,30000
31,612,16598,19248,12209,29945
32,612,16381,18378,12492,30749
33,612,16690,17481,11874,31955
34,612,16745,17033,11933,32289
35,612,16693,18483,12569,30255
36,612,16452,20277,12955,28316
37,612,16211,20726,13374,27689
38,612,15957,20770,13107,28166
39,612,16463,22817,12604,26116
40,612,16715,22114,12549,26622
41,612,16735,21977,12808,26480
42,612,17175,21574,12485,26766
43,612,17123,21768,12285,26824
44,612,17089,21478,12419,27014
45,612,17059,21009,12535,27397
46,612,16919,21731,12860,26490
47,612,17070,19717,12362,28851
48,612,16908,19651,12329,29112
49,612,17107,19506,12507,28880
50,612,17039,20261,12470,28230
51,612,15758,18128,13424,30690
52,612,15888,18226,13442,30444
53,612,15832,18224,13318,30626
54,612,15608,18729,13402,30261
55,612,16452,20633,12859,28056
56,612,16603,20123,12559,28715
57,612,17328,19180,12399,29093
58,612,17478,18729,12269,29524
59,612,17468,18604,12365,29563
60,612,18647,20173,11478,27702
61,612,18517,20539,11503,27441
62,612,18421,20464,11478,27637
63,612,17939,21840,12225,25996
64,612,17248,20531,12603,27618
65,612,17881,21787,12328,26004
66,612,17621,22250,12379,25750
67,612,18126,23629,12196,24049
68,612,18730,25013,11702,22555
69,612,17990,26107,12287,21616
70,612,17984,27473,12458,20085
71,612,17833,27493,12229,20445
72,612,18418,26076,12373,21133
73,612,17573,28204,13012,19211
74,612,17475,28281,12951,19293
75,612,16915,26937,13509,20639
76,612,16848,26981,13434,20737
77,612,16724,27214,13476,20586
78,612,16819,29112,13439,18630
79,612,17142,27756,12832,20270
80,612,17113,27860,12716,20311
81,612,17483,28910,12609,18998
82,612,17432,29361,12573,18634
83,612,17405,29203,12648,18744
84,612,17039,27101,13462,20398
85,612,16415,29227,13613,18745
86,612,16335,29166,13637,18862
87,612,16447,28246,14286,19021
88,612,15888,27362,14327,20423
89,612,15469,25647,14804,22080
90,612,15710,24149,15168,22973
91,612,15716,24216,15181,22887
92,612,15411,25170,15825,21594
