round,seed,defect,coop,exploit_,exploit
1,385,19631,29255,12113,17001
2,385,18968,29707,12037,17288
3,385,19448,29580,11875,17097
4,385,18738,29818,11866,17578
5,385,18415,30014,11766,17805
6,385,18029,30693,11541,17737
7,385,18980,29664,12120,17236
8,385,20942,27647,12778,16633
9,385,21994,26405,12748,16853
10,385,20529,27944,13389,16138
11,385,21332,26732,13332,16604
12,385,21012,26913,13256,16819
13,385,22087,26166,12674,17073
14,385,24148,24274,13489,16089
15,385,25422,22583,13859,16136
16,385,26191,22096,14020,15693
17,385,26181,22575,13749,15495
18,385,27482,21015,13391,16112
19,385,27695,20911,13228,16166
20,385,28203,20537,13185,16075
21,385,25870,22369,14249,15512
22,385,27060,21162,14028,15750
23,385,28569,19535,14671,15225
24,385,28841,19598,14549,15012
25,385,28779,19697,14460,15064
26,385,27155,21132,14121,15592
27,385,26421,22236,14130,15213
28,385,26185,22241,14149,15425
29,385,26270,22230,14150,15350
30,385,24946,23748,14204,15102
31,385,23510,25520,13881,15089
32,385,22906,25619,14266,15209
33,385,21525,27021,14225,15229
34,385,23235,25634,14799,14332
35,385,22111,26717,15478,13694
36,385,22184,26531,15510,13775
37,385,22499,26453,15322,13726
38,385,22954,26200,15409,13437
39,385,23165,26120,15383,13332
40,385,24734,24425,15915,12926
41,385,24680,24638,15854,12828
42,385,25362,23740,16147,12751
43,385,23985,25208,15596,13211
44,385,22178,27000,15018,13804
45,385,23989,25255,14571,14185
46,385,22411,26740,15071,13778
47,385,23489,25262,15125,14124
48,385,23688,25451,15007,13854
49,385,21828,27053,14645,14474
50,385,21538,27733,14291,14438
51,385,21634,27623,14268,14475
52,385,21177,27966,14284,14573
53,385,20012,29353,14144,14491
54,385,18171,31548,13596,14685
55,385,19402,29837,13452,15309
56,385,19560,29912,13350,15178
57,385,17906,31413,13706,14975
58,385,17321,32215,13659,14805
59,385,17002,32500,13479,15019
60,385,16594,32925,13739,14742
61,385,15088,34751,13876,14285
62,385,15153,34647,13931,14269
63,385,13723,36582,14250,13445
64,385,13907,35910,14363,13820
65,385,13932,36240,14248,13580
66,385,13921,36100,14241,13738
67,385,13776,36505,14153,13566
68,385,15138,34362,14932,13568
69,385,15517,34362,14750,13371
70,385,15693,34274,14793,13240
71,385,15932,33846,14853,13369
72,385,16055,33376,15084,13485
73,385,14194,35883,15014,12909
74,385,16091,33672,15664,12573
75,385,15800,33679,15803,12718
76,385,13981,36141,15402,12476
77,385,13661,36396,15372,12571
78,385,13630,36444,15501,12425
79,385,13651,36579,15372,12398
80,385,13780,36434,15353,12433
81,385,13439,37098,15107,12356
82,385,13020,37110,15422,12448
83,385,13070,37275,15293,12362
84,385,13216,37294,15166,12324
85,385,13039,37150,15333,12478
86,385,12588,37536,15148,12728
87,385,14003,35965,15330,12702
88,385,14736,35212,15356,12696
89,385,14642,35007,15547,12804
90,385,14284,35726,15484,12506
91,385,14614,35852,15146,12388
92,385,15200,34530,15494,12776
93,385,16697,33197,14967,13139
94,385,16521,33194,15084,13201
95,385,16060,33517,15219,13204
96,385,15760,33687,15235,13318
97,385,17190,32028,15861,12921
98,385,17677,31410,16289,12624
99,385,17782,31582,16038,12598
100,385,19239,29851,15550,13360
101,385,19212,29723,15610,13455
102,385,19199,29462,15688,13651
103,385,17691,31503,15844,12962
104,385,17045,32101,16163,12691
105,385,17038,32182,16113,12667
106,385,17516,31605,15950,12929
107,385,18910,30105,16182,12803
108,385,20407,28270,17076,12247
109,385,20270,28472,17141,12117
110,385,20661,28217,16880,12242
111,385,20181,28596,17216,12007
112,385,18647,30343,16992,12018
113,385,16748,32592,17368,11292
114,385,16715,32274,17583,11428
115,385,16464,32846,17385,11305
116,385,16761,32417,17558,11264
117,385,14978,34816,16244,11962
118,385,15053,34790,16123,12034
119,385,14977,34799,16205,12019
120,385,13143,37030,15309,12518
121,385,12912,37464,15144,12480
122,385,13210,37187,15384,12219
123,385,12981,36969,15618,12432
124,385,14268,35584,16083,12065
125,385,14611,35008,16061,12320
126,385,14522,35097,16005,12376
127,385,13967,35656,16220,12157
128,385,13872,36061,16093,11974
129,385,13218,36590,16054,12138
130,385,13046,36475,16280,12199
131,385,13170,36370,16252,12208
132,385,11655,38832,16195,11318
133,385,10511,40548,15587,11354
134,385,12138,38281,15619,11962
135,385,10754,40285,14720,12241
136,385,11991,38316,15415,12278
137,385,12220,38059,15034,12687
138,385,14051,35863,16302,11784
139,385,13896,35876,16326,11902
140,385,14004,35700,16272,12024
141,385,14170,35758,16070,12002
142,385,14223,35164,16653,11960
143,385,13025,36985,15610,12380
144,385,11581,39011,14938,12470
145,385,11427,39515,14931,12127
146,385,13109,37139,15541,12211
147,385,11617,39171,14537,12675
148,385,11986,39010,14314,12690
149,385,12284,38358,14607,12751
150,385,13705,36365,14436,13494
151,385,13878,36044,14670,13408
152,385,15700,34349,15182,12769
153,385,15576,34366,15132,12926
154,385,17034,32471,15538,12957
155,385,16580,32456,16072,12892
156,385,15195,34554,15696,12555
157,385,15315,34591,15620,12474
158,385,15210,34824,15609,12357
159,385,15132,34475,15721,12672
160,385,15037,34812,15642,12509
161,385,15079,34550,15686,12685
162,385,14967,34927,15548,12558
163,385,15008,34525,15831,12636
164,385,15002,34472,15897,12629
165,385,13748,36485,15054,12713
166,385,12134,38160,14426,13280
167,385,13709,36434,14573,13284
168,385,13969,36231,14532,13268
169,385,12702,37884,13973,13441
170,385,12448,37965,14139,13448
171,385,10760,40514,14443,12283
172,385,11311,39562,14553,12574
173,385,11001,39874,14474,12651
174,385,12758,37669,14376,13197
175,385,12462,37752,14393,13393
176,385,12178,38548,14128,13146
177,385,12114,38612,14075,13199
178,385,12119,38423,14067,13391
179,385,11615,39295,14051,13039
180,385,13441,37053,13416,14090
181,385,15161,34564,14370,13905
182,385,15172,34448,14325,14055
183,385,13897,36253,14054,13796
184,385,14511,35754,14015,13720
185,385,14308,35754,14106,13832
186,385,14389,36038,13861,13712
187,385,14289,35649,14131,13931
188,385,16331,33030,13635,15004
189,385,15861,34138,13095,14906
190,385,17124,32303,13022,15551
191,385,17226,31863,13325,15586
192,385,18122,31161,13609,15108
193,385,17622,31810,13555,15013
194,385,17087,32267,13421,15225
195,385,17101,32224,13420,15255
196,385,16598,32527,13540,15335
197,385,15469,33941,13333,15257
198,385,15677,34031,13189,15103
199,385,17079,32370,12974,15577
200,385,16708,32512,12883,15897
201,385,17771,30716,12645,16868
202,385,17942,30907,12527,16624
203,385,17948,31131,12445,16476
204,385,19446,29172,12906,16476
205,385,19350,29036,12904,16710
206,385,18797,29397,12761,17045
207,385,18370,29662,12703,17265
208,385,19724,28185,12866,17225
209,385,20842,26491,12689,17978
210,385,18875,28568,13239,17318
211,385,18777,28551,13215,17457
212,385,18812,28405,13404,17379
213,385,19100,28458,13200,17242
214,385,19650,28017,13146,17187
215,385,21099,26458,13394,17049
216,385,22907,24305,14238,16550
217,385,21596,25923,13875,16606
218,385,21447,25914,13993,16646
219,385,21672,25977,13762,16589
220,385,22930,24251,14093,16726
221,385,25034,22286,14845,15835
222,385,24380,23032,14584,16004
223,385,23087,24318,14350,16245
224,385,21938,25868,14987,15207
225,385,22845,24416,15867,14872
226,385,21846,25821,15857,14476
227,385,21829,25944,15747,14480
228,385,21969,25899,15693,14439
229,385,22025,25872,15739,14364
230,385,23943,24030,14583,15444
231,385,22399,25508,14333,15760
232,385,24584,23554,13658,16204
233,385,25219,23109,13928,15744
234,385,23112,25119,14439,15330
235,385,22440,25388,14339,15833
236,385,22425,25494,14442,15639
237,385,21917,25889,14558,15636
238,385,23912,23840,13377,16871
239,385,26099,22089,12940,16872
