round,seed,defect,exploit,exploit_,coop
1,897,19393,17049,12150,29408
2,897,20557,17097,12364,27982
3,897,19341,16305,12737,29617
4,897,18554,16178,13046,30222
5,897,18541,16118,12964,30377
6,897,19253,16274,13005,29468
7,897,18724,16390,12974,29912
8,897,18600,16678,12639,30083
9,897,16891,16558,12462,32089
10,897,17581,16704,12193,31522
11,897,18978,16614,12666,29742
12,897,20280,16598,13057,28065
13,897,18698,16749,12716,29837
14,897,19499,16628,12553,29320
15,897,20228,17280,12352,28140
16,897,20885,17271,12293,27551
17,897,21680,17975,11796,26549
18,897,23792,18081,12018,24109
19,897,22712,17365,12560,25363
20,897,24917,18482,11756,22845
21,897,22717,19019,11202,25062
22,897,24033,18263,11615,24089
23,897,23676,18228,11571,24525
24,897,23783,18349,11640,24228
25,897,24920,18137,11789,23154
26,897,25440,17889,11961,22710
27,897,26355,17172,12473,22000
28,897,26530,17073,12530,21867
29,897,25249,16828,12818,23105
30,897,24169,16587,12568,24676
31,897,23234,16159,12677,25930
32,897,23728,16365,12670,25237
33,897,23003,16287,12784,25926
34,897,22806,16275,12841,26078
35,897,21748,15906,13076,27270
36,897,21840,15994,13060,27106
37,897,21645,15891,13161,27303
38,897,21458,15663,13139,27740
39,897,20438,15659,13191,28712
40,897,22052,16012,13109,26827
41,897,21741,16219,13032,27008
42,897,22782,16493,12498,26227
43,897,23030,16382,12645,25943
44,897,23423,16324,12588,25665
45,897,22065,17230,12185,26520
46,897,20935,16689,12249,28127
47,897,19755,16448,12672,29125
48,897,17882,16188,12335,31595
49,897,17002,16305,12172,32521
50,897,15756,15472,12422,34350
51,897,15525,15808,12539,34128
52,897,17817,15063,13247,31873
53,897,18070,15154,13542,31234
54,897,19330,14973,13794,29903
55,897,20773,15089,13537,28601
56,897,19825,14705,14089,29381
57,897,19620,15037,14358,28985
58,897,19318,14782,14036,29864
59,897,20348,14362,14514,28776
60,897,20697,14675,14408,28220
61,897,18567,14989,13727,30717
62,897,19842,15521,13311,29326
63,897,19709,15593,13102,29596
64,897,19739,15566,13059,29636
65,897,19750,15900,13327,29023
66,897,19978,15691,13125,29206
67,897,19629,15752,13140,29479
68,897,19884,15635,13213,29268
