round,seed,exploit,coop,defect,exploit_
1,4,11670,29610,19414,17306
2,4,12327,31653,17379,16641
3,4,12009,29252,19654,17085
4,4,12156,28829,19945,17070
5,4,12003,29248,19919,16830
6,4,12745,30618,18432,16205
7,4,12740,32566,17192,15502
8,4,13509,30809,17969,15713
9,4,13322,30830,18355,15493
10,4,14221,28535,20428,14816
11,4,14223,27903,20832,15042
12,4,14113,29338,19704,14845
13,4,13941,28117,20880,15062
14,4,13820,27631,21465,15084
15,4,13741,26773,22137,15349
16,4,13773,27575,21449,15203
17,4,13776,27661,21377,15186
18,4,13437,26007,23018,15538
19,4,13418,26046,23055,15481
20,4,13487,26991,22135,15387
21,4,13771,26739,21797,15693
22,4,13984,27904,20939,15173
23,4,13269,25642,23072,16017
24,4,13087,26271,21939,16703
25,4,13206,26700,21170,16924
26,4,13014,26854,21377,16755
27,4,13454,28699,19688,16159
28,4,13611,28522,19543,16324
29,4,12621,27049,20978,17352
30,4,13414,25580,21975,17031
31,4,14135,26042,20912,16911
32,4,13869,27783,19815,16533
33,4,13488,29606,18402,16504
34,4,13308,28617,19460,16615
35,4,13243,28758,19571,16428
36,4,13523,28236,20346,15895
37,4,13611,27646,20936,15807
38,4,13936,26399,21960,15705
39,4,13867,26337,21971,15825
40,4,14106,25971,21997,15926
41,4,14077,26691,21297,15935
42,4,14754,24920,22596,15730
43,4,15311,27201,20565,14923
44,4,15322,26804,20967,14907
45,4,16290,25684,21498,14528
46,4,15978,25797,21712,14513
47,4,16006,25750,21644,14600
48,4,15884,25178,22494,14444
49,4,16522,23982,23546,13950
50,4,16742,25539,22197,13522
51,4,16981,25772,21445,13802
52,4,16855,25911,21651,13583
53,4,16909,26147,21122,13822
54,4,17188,24769,21940,14103
55,4,16156,23073,23876,14895
56,4,16202,22987,23994,14817
57,4,16846,21387,25233,14534
58,4,16230,22820,24151,14799
59,4,16227,22997,23982,14794
60,4,16229,22753,24242,14776
61,4,16053,21922,25356,14669
62,4,15992,21819,25581,14608
63,4,15076,23646,24155,15123
64,4,15018,23503,24245,15234
65,4,14732,24556,23306,15406
66,4,14793,23277,24340,15590
67,4,14193,24358,23087,16362
68,4,13796,25366,22255,16583
69,4,13799,25377,22271,16553
70,4,13717,25333,22445,16505
71,4,13731,26178,21155,16936
72,4,13754,26112,21103,17031
73,4,13645,25841,21870,16644
74,4,14465,27289,20507,15739
75,4,14294,27456,20622,15628
76,4,13596,29390,19180,15834
77,4,13659,29572,18498,16271
78,4,13508,29466,18753,16273
79,4,13697,28372,19531,16400
80,4,13440,30625,17995,15940
81,4,13210,30611,18385,15794
82,4,12807,28103,20431,16659
83,4,13100,26641,21468,16791
84,4,12648,26201,22208,16943
85,4,13520,24240,24279,15961
86,4,13699,24060,24355,15886
87,4,13554,24327,24201,15918
88,4,13657,23221,25053,16069
89,4,14027,22433,25873,15667
90,4,14429,20606,28022,14943
91,4,14542,20512,27935,15011
92,4,14337,20272,28674,14717
93,4,14312,22314,26224,15150
94,4,14382,21879,26543,15196
95,4,14314,22316,26439,14931
96,4,14316,22123,26531,15030
97,4,14249,21660,26793,15298
98,4,14009,21866,26969,15156
99,4,14105,21643,26965,15287
100,4,14787,23167,25523,14523
101,4,14171,25273,23237,15319
102,4,13575,23573,24789,16063
103,4,13671,23540,24911,15878
104,4,13624,22098,26429,15849
105,4,13692,22998,25311,15999
106,4,13883,24699,24248,15170
107,4,14026,24280,24324,15370
108,4,14131,24439,24226,15204
109,4,13968,25001,23494,15537
110,4,14525,23831,25153,14491
111,4,14574,23640,25207,14579
112,4,14010,24899,23649,15442
113,4,14659,23139,25386,14816
114,4,14678,24417,24252,14653
115,4,14540,24655,24441,14364
116,4,14555,23559,25413,14473
117,4,15223,25036,23778,13963
118,4,15592,25175,23122,14111
119,4,15474,25371,23231,13924
120,4,15315,25354,23191,14140
121,4,15530,23775,24806,13889
122,4,15301,24738,24095,13866
123,4,14813,22859,25936,14392
124,4,14359,21926,26686,15029
125,4,14020,23392,25474,15114
126,4,14216,23241,25219,15324
127,4,13956,23401,25461,15182
128,4,13442,24911,23893,15754
129,4,13184,23729,25114,15973
130,4,13289,23716,25136,15859
131,4,13364,23520,25060,16056
132,4,13441,24110,24531,15918
133,4,13448,23873,24666,16013
134,4,13530,24445,24185,15840
135,4,13390,22717,25569,16324
136,4,13331,22643,25666,16360
137,4,13715,24411,24128,15746
138,4,13512,24295,24407,15786
139,4,13700,23604,25178,15518
140,4,13697,23501,25195,15607
141,4,13267,25233,23669,15831
142,4,13090,25008,23985,15917
143,4,13266,26866,22188,15680
