round,seed,exploit,defect,exploit_,coop
1,559,17035,19587,12164,29214
2,559,17111,18791,12526,29572
3,559,16972,19119,12274,29635
4,559,16902,19195,12313,29590
5,559,16594,19445,12369,29592
6,559,16504,17976,12509,31011
7,559,16822,19073,12484,29621
8,559,16701,18993,12401,29905
9,559,16952,18991,12348,29709
10,559,16796,19097,12264,29843
11,559,16741,18008,12273,30978
12,559,16749,16862,12167,32222
13,559,16115,15986,12135,33764
14,559,16320,15237,12184,34259
15,559,16212,13924,11943,35921
16,559,16079,13839,11643,36439
17,559,16236,13687,11649,36428
18,559,16270,13315,11453,36962
19,559,16991,15115,11017,34877
20,559,17409,14623,10944,35024
21,559,16665,12881,11114,37340
22,559,16718,12474,11039,37769
23,559,17953,13664,10645,35738
24,559,17853,12748,10142,37257
25,559,16274,10710,10846,40170
26,559,16068,10535,10562,40835
27,559,15043,8959,10847,43151
28,559,14994,8916,11170,42920
29,559,14975,8869,10948,43208
30,559,15061,8753,11197,42989
31,559,15069,8758,10769,43404
32,559,14972,8748,10901,43379
33,559,15620,9868,11267,41245
34,559,15453,10080,11268,41199
35,559,15524,10263,11107,41106
36,559,15206,10660,11467,40667
37,559,15444,10231,11296,41029
38,559,16211,11170,11456,39163
39,559,15275,9696,11435,41594
40,559,14481,8212,11118,44189
41,559,14622,8145,11139,44094
42,559,14697,9386,11997,41920
43,559,15047,10931,12387,39635
44,559,15219,10520,12431,39830
45,559,15286,10477,12446,39791
46,559,15384,10386,12207,40023
47,559,15210,10499,12243,40048
48,559,15534,11139,11797,39530
49,559,15929,11787,12616,37668
50,559,16044,12394,12348,37214
51,559,16374,12096,12174,37356
52,559,16455,11659,12137,37749
53,559,16483,11653,12071,37793
54,559,16521,12133,11987,37359
55,559,16117,12820,12262,36801
56,559,15484,14130,13560,34826
57,559,14464,12362,14045,37129
58,559,14563,12413,13894,37130
59,559,14567,12325,13876,37232
60,559,14319,12695,13691,37295
61,559,14606,13124,13774,36496
62,559,14585,13338,13625,36452
63,559,14666,13305,13772,36257
64,559,14704,13434,13544,36318
65,559,15045,14177,13988,34790
66,559,14998,14047,13983,34972
67,559,15176,15955,14557,32312
68,559,15477,16683,14938,30902
69,559,15575,15212,14117,33096
70,559,16333,13447,12783,35437
71,559,16412,13506,12718,35364
72,559,16551,13115,12502,35832
73,559,17798,14585,12116,33501
74,559,17599,15179,12309,32913
75,559,17820,15334,12365,32481
76,559,16404,14769,12574,34253
77,559,16894,13834,12317,34955
78,559,17373,13042,12065,35520
79,559,17259,12469,12107,36165
80,559,16774,11550,11854,37822
81,559,16877,11115,11884,38124
82,559,16818,11008,11883,38291
83,559,16780,11170,11847,38203
84,559,16324,11570,12083,38023
85,559,16428,11601,12004,37967
86,559,15715,9949,11942,40394
87,559,15897,10126,11767,40210
88,559,15919,9856,11665,40560
89,559,16026,9824,11814,40336
90,559,15707,10190,11625,40478
91,559,16962,11648,11640,37750
92,559,16952,11739,11427,37882
93,559,16994,11061,11722,38223
94,559,16991,11087,11851,38071
95,559,16782,10974,11777,38467
96,559,16684,10938,11688,38690
97,559,16713,11458,11987,37842
98,559,16486,11392,11823,38299
99,559,16570,11110,11887,38433
100,559,16627,11008,12131,38234
101,559,16722,11435,11914,37929
102,559,16896,10912,11756,38436
103,559,16897,10827,11704,38572
104,559,16791,10999,11707,38503
105,559,16955,11081,11712,38252
106,559,16838,11174,11726,38262
107,559,17086,10567,11584,38763
108,559,16896,10633,11740,38731
109,559,16480,11272,12037,38211
110,559,16151,11822,12192,37835
111,559,16277,11565,12599,37559
112,559,14597,9827,13180,40396
113,559,15609,11237,12985,38169
114,559,15632,11449,13062,37857
115,559,15178,12390,14232,36200
116,559,14994,12015,14414,36577
117,559,14768,11549,14758,36925
118,559,14362,10164,14752,38722
119,559,14247,10090,14390,39273
120,559,14282,10108,14468,39142
121,559,14041,9717,14616,39626
122,559,14127,9648,14593,39632
123,559,14481,10122,14144,39253
124,559,14659,10091,14226,39024
125,559,14067,9693,14628,39612
126,559,14308,10174,14234,39284
127,559,14517,9875,14391,39217
128,559,14651,9505,14248,39596
129,559,14542,11106,14971,37381
130,559,14733,10746,15223,37298
131,559,14554,11451,15000,36995
132,559,14648,12204,15969,35179
133,559,14680,10752,15274,37294
134,559,14230,11505,15244,37021
135,559,13908,10721,15908,37463
136,559,14074,10143,15680,38103
137,559,12947,9312,15867,39874
138,559,13216,9765,15473,39546
139,559,13075,9756,15523,39646
140,559,13118,9753,15506,39623
141,559,13472,10190,15342,38996
142,559,13400,11184,16459,36957
143,559,13429,9625,15300,39646
144,559,13599,9663,15459,39279
145,559,13298,9294,15612,39796
146,559,13369,9272,15569,39790
147,559,14020,10690,15899,37391
148,559,13878,10931,15945,37246
149,559,13852,10819,16049,37280
150,559,14669,12611,15954,34766
151,559,14991,12840,15777,34392
152,559,14815,13407,15473,34305
153,559,14932,13508,15419,34141
154,559,14887,13624,15216,34273
155,559,15065,13838,15066,34031
156,559,15095,13918,14848,34139
157,559,15027,14244,14693,34036
158,559,15466,15358,15148,32028
159,559,15646,15312,15372,31670
160,559,14764,14208,15248,33780
161,559,14387,12768,14803,36042
162,559,15652,13716,14519,34113
163,559,14777,12582,14482,36159
164,559,14574,12344,14734,36348
165,559,13842,13629,16414,34115
166,559,13688,14352,16017,33943
167,559,13565,14691,16375,33369
168,559,13914,15960,16532,31594
169,559,13827,15855,16707,31611
170,559,14162,16228,16358,31252
