round,seed,defect,coop,exploit,exploit_
1,780,19588,29715,16700,11997
2,780,20394,28115,17730,11761
3,780,21945,26198,17294,12563
4,780,21920,26412,17334,12334
5,780,21172,26954,17556,12318
6,780,22351,25325,17709,12615
7,780,22280,25105,17822,12793
8,780,20083,27518,18105,12294
9,780,21330,26778,17383,12509
10,780,23189,24740,18385,11686
11,780,25366,22753,18273,11608
12,780,26525,21542,18580,11353
13,780,26751,21288,18645,11316
14,780,26686,21344,18618,11352
15,780,25591,22019,18616,11774
16,780,24344,22684,19533,11439
17,780,24191,22767,19589,11453
18,780,25703,21004,18921,12372
19,780,26933,19843,19147,12077
20,780,24984,21447,20414,11155
21,780,24942,21491,20470,11097
22,780,24656,21728,20418,11198
23,780,26777,19760,19331,12132
24,780,27521,19209,18841,12429
25,780,29981,17655,17655,12709
26,780,28604,18198,18313,12885
27,780,30513,16511,18301,12675
28,780,28502,18338,18421,12739
29,780,30578,16706,17604,13112
30,780,30676,16633,17556,13135
31,780,29319,18133,17418,13130
32,780,28132,18503,18615,12750
33,780,26908,19680,17904,13508
34,780,26658,20035,17733,13574
35,780,26807,19964,17710,13519
36,780,27920,18495,18720,12865
37,780,25993,20265,17735,14007
38,780,26055,20123,17872,13950
39,780,28025,18437,17328,14210
40,780,26682,19117,17526,14675
41,780,28027,17767,17929,14277
42,780,28533,16493,18436,14538
43,780,29212,15644,19124,14020
44,780,27207,17053,19659,14081
45,780,29167,15569,18912,14352
46,780,31015,14090,17510,15385
47,780,31958,13847,16507,15688
48,780,32293,13635,16458,15614
49,780,31895,13969,16458,15678
50,780,30000,15172,17469,15359
51,780,28719,16529,17529,15223
52,780,28134,17702,16561,15603
53,780,30207,15875,15493,16425
54,780,31257,15003,15653,16087
55,780,32680,13705,15123,16492
56,780,35044,12183,15167,15606
57,780,34653,12376,15369,15602
58,780,34798,12287,15368,15547
59,780,34806,12327,15235,15632
60,780,34061,13284,14773,15882
61,780,33473,13506,14706,16315
62,780,34872,12235,14508,16385
63,780,34853,12295,14706,16146
64,780,34797,12170,14752,16281
65,780,33492,13197,15059,16252
66,780,32631,14356,15380,15633
67,780,32820,14304,15200,15676
68,780,33815,13824,15314,15047
69,780,33746,14087,15179,14988
70,780,33661,14185,15205,14949
71,780,32332,14533,16259,14876
72,780,32264,14614,16330,14792
73,780,31225,15645,17065,14065
74,780,30441,16939,16888,13732
75,780,30754,16442,16774,14030
76,780,32429,16096,15934,13541
77,780,33515,14682,15843,13960
78,780,35740,13340,16344,12576
79,780,35870,13084,16575,12471
80,780,34460,14356,16750,12434
81,780,32464,15759,18160,11617
82,780,30185,17411,18319,12085
83,780,30140,17584,18193,12083
84,780,30665,17272,18131,11932
85,780,30445,17343,18169,12043
86,780,32773,15675,16782,12770
87,780,31362,16842,16956,12840
88,780,32681,16262,16676,12381
89,780,32859,16081,16684,12376
90,780,31660,17067,16083,13190
91,780,29353,18414,17172,13061
92,780,29337,18608,16983,13072
93,780,29218,18744,17082,12956
94,780,28529,18810,16991,13670
95,780,27604,20183,16693,13520
96,780,27772,19998,16733,13497
97,780,27652,20043,16732,13573
98,780,27536,20152,16740,13572
99,780,28104,19893,16702,13301
100,780,29108,18498,16459,13935
101,780,28916,18747,16357,13980
102,780,29748,17650,16502,14100
103,780,29776,17472,16701,14051
104,780,30509,16647,16815,14029
105,780,29852,17419,17078,13651
106,780,29814,17670,16954,13562
107,780,30567,16723,17160,13550
108,780,29215,17899,17167,13719
109,780,28840,17959,17531,13670
110,780,28936,18130,17299,13635
111,780,29994,16776,17405,13825
112,780,30577,15943,17581,13899
113,780,32862,14350,16222,14566
114,780,31691,15590,15946,14773
115,780,33086,15083,15622,14209
116,780,34590,13623,15565,14222
117,780,35988,12991,15782,13239
118,780,34524,14308,16486,12682
119,780,32156,15833,15780,14231
120,780,31397,16494,16346,13763
121,780,32500,15105,16543,13852
122,780,32541,15125,16551,13783
123,780,30539,16539,17685,13237
124,780,30771,16483,17640,13106
125,780,29616,17843,17424,13117
126,780,29029,18864,17471,12636
127,780,28836,18885,17668,12611
128,780,28236,18956,18321,12487
129,780,29325,17776,17688,13211
130,780,30839,16952,17923,12286
131,780,29763,17571,18070,12596
132,780,29685,17638,18033,12644
133,780,28745,18693,17684,12878
134,780,29640,17628,17913,12819
135,780,30315,17416,17326,12943
136,780,31191,16290,17780,12739
137,780,33281,14776,16744,13199
138,780,33332,14743,16785,13140
139,780,33099,14633,16954,13314
140,780,33059,14731,16893,13317
141,780,30953,16374,15937,14736
142,780,29080,17816,15908,15196
143,780,28368,19087,15719,14826
144,780,28266,19091,15802,14841
145,780,28032,18987,16023,14958
146,780,26092,20825,17211,13872
147,780,26920,19937,17214,13929
148,780,26923,19630,17242,14205
149,780,28937,18040,18300,12723
150,780,28845,18103,18247,12805
151,780,29000,18067,18218,12715
152,780,26937,19607,19434,12022
153,780,27980,18481,19086,12453
154,780,30231,16652,18011,13106
155,780,32295,15432,18484,11789
156,780,34570,13588,18525,11317
157,780,36946,12063,17920,11071
158,780,36791,12255,17842,11112
159,780,36973,12161,17820,11046
160,780,36733,12101,17967,11199
161,780,36220,12999,17491,11290
162,780,36081,12865,17617,11437
163,780,35145,13873,17513,11469
164,780,34686,14808,17075,11431
165,780,32272,16511,17303,11914
166,780,30841,17173,18250,11736
167,780,33210,15301,17094,12395
168,780,33797,14775,17279,12149
169,780,33574,14584,17379,12463
170,780,35222,13325,17302,12151
171,780,35974,12321,17780,11925
172,780,38197,10868,16232,12703
173,780,38264,10948,16231,12557
174,780,37427,11870,16220,12483
175,780,35203,13237,15681,13879
176,780,35879,13029,15301,13791
177,780,35090,13808,15285,13817
178,780,34183,14803,15237,13777
179,780,35691,14194,14721,13394
180,780,34613,15015,14769,13603
181,780,34850,14654,14866,13630
182,780,34901,14727,14794,13578
183,780,34924,14769,14723,13584
184,780,32300,16689,14591,14420
185,780,34792,14819,14018,14371
186,780,35397,14273,13922,14408
187,780,35154,14807,14019,14020
188,780,34706,14912,14228,14154
