,seed,population_seed,strategy,average_sum,sd_sum,average_percentage,sd_percentage
0,218,828,coop,25805145,8998,0.331,0.115
1,218,828,defect,21578156,7944,0.277,0.102
2,218,828,exploitation,30616699,2294,0.392,0.03
