round,seed,population_seed,strategy,count,percentage
1,895,579,coop,29251,0.38
1,895,579,defect,19412,0.25
1,895,579,exploitation,29337,0.38
2,895,579,coop,28697,0.37
2,895,579,defect,19959,0.26
2,895,579,exploitation,29344,0.38
3,895,579,coop,29878,0.38
3,895,579,defect,19155,0.25
3,895,579,exploitation,28967,0.37
4,895,579,coop,29715,0.38
4,895,579,defect,19276,0.25
4,895,579,exploitation,29009,0.37
5,895,579,coop,28504,0.37
5,895,579,defect,19860,0.25
5,895,579,exploitation,29636,0.38
6,895,579,coop,28115,0.36
6,895,579,defect,20734,0.27
6,895,579,exploitation,29151,0.37
7,895,579,coop,29785,0.38
7,895,579,defect,19216,0.25
7,895,579,exploitation,28999,0.37
8,895,579,coop,31530,0.4
8,895,579,defect,17590,0.23
8,895,579,exploitation,28880,0.37
9,895,579,coop,30060,0.39
9,895,579,defect,19367,0.25
9,895,579,exploitation,28573,0.37
10,895,579,coop,28714,0.37
10,895,579,defect,20321,0.26
10,895,579,exploitation,28965,0.37
11,895,579,coop,26890,0.34
11,895,579,defect,22214,0.28
11,895,579,exploitation,28896,0.37
12,895,579,coop,27633,0.35
12,895,579,defect,21274,0.27
12,895,579,exploitation,29093,0.37
13,895,579,coop,29058,0.37
13,895,579,defect,19968,0.26
13,895,579,exploitation,28974,0.37
14,895,579,coop,28650,0.37
14,895,579,defect,20307,0.26
14,895,579,exploitation,29043,0.37
15,895,579,coop,28734,0.37
15,895,579,defect,20359,0.26
15,895,579,exploitation,28907,0.37
16,895,579,coop,27279,0.35
16,895,579,defect,21502,0.28
16,895,579,exploitation,29219,0.37
17,895,579,coop,26115,0.33
17,895,579,defect,22898,0.29
17,895,579,exploitation,28987,0.37
18,895,579,coop,26522,0.34
18,895,579,defect,22566,0.29
18,895,579,exploitation,28912,0.37
19,895,579,coop,28418,0.36
19,895,579,defect,20884,0.27
19,895,579,exploitation,28698,0.37
20,895,579,coop,29177,0.37
20,895,579,defect,20132,0.26
20,895,579,exploitation,28691,0.37
21,895,579,coop,30978,0.4
21,895,579,defect,18664,0.24
21,895,579,exploitation,28358,0.36
22,895,579,coop,30519,0.39
22,895,579,defect,18576,0.24
22,895,579,exploitation,28905,0.37
23,895,579,coop,33056,0.42
23,895,579,defect,16467,0.21
23,895,579,exploitation,28477,0.37
24,895,579,coop,33256,0.43
24,895,579,defect,16332,0.21
24,895,579,exploitation,28412,0.36
25,895,579,coop,33186,0.43
25,895,579,defect,16592,0.21
25,895,579,exploitation,28222,0.36
26,895,579,coop,32412,0.42
26,895,579,defect,16905,0.22
26,895,579,exploitation,28683,0.37
27,895,579,coop,34847,0.45
27,895,579,defect,14958,0.19
27,895,579,exploitation,28195,0.36
28,895,579,coop,34155,0.44
28,895,579,defect,15426,0.2
28,895,579,exploitation,28419,0.36
29,895,579,coop,34993,0.45
29,895,579,defect,14995,0.19
29,895,579,exploitation,28012,0.36
30,895,579,coop,33899,0.43
30,895,579,defect,15503,0.2
30,895,579,exploitation,28598,0.37
31,895,579,coop,33042,0.42
31,895,579,defect,16445,0.21
31,895,579,exploitation,28513,0.37
32,895,579,coop,34229,0.44
32,895,579,defect,15236,0.2
32,895,579,exploitation,28535,0.37
33,895,579,coop,33749,0.43
33,895,579,defect,15528,0.2
33,895,579,exploitation,28723,0.37
34,895,579,coop,34667,0.44
34,895,579,defect,14920,0.19
34,895,579,exploitation,28413,0.36
35,895,579,coop,35063,0.45
35,895,579,defect,14781,0.19
35,895,579,exploitation,28156,0.36
36,895,579,coop,35904,0.46
36,895,579,defect,14131,0.18
36,895,579,exploitation,27965,0.36
37,895,579,coop,35457,0.45
37,895,579,defect,14251,0.18
37,895,579,exploitation,28292,0.36
38,895,579,coop,36198,0.46
38,895,579,defect,14241,0.18
38,895,579,exploitation,27561,0.35
39,895,579,coop,36107,0.46
39,895,579,defect,14064,0.18
39,895,579,exploitation,27829,0.36
40,895,579,coop,37394,0.48
40,895,579,defect,13459,0.17
40,895,579,exploitation,27147,0.35
41,895,579,coop,36802,0.47
41,895,579,defect,13344,0.17
41,895,579,exploitation,27854,0.36
42,895,579,coop,37443,0.48
42,895,579,defect,13110,0.17
