round,seed,strategy,count,percentage
82,1024,defect,21837,0.28
82,1024,exploitation,30519,0.39
83,1024,coop,25925,0.33
83,1024,defect,21949,0.28
83,1024,exploitation,30126,0.39
84,1024,coop,23795,0.31
84,1024,defect,23836,0.31
84,1024,exploitation,30369,0.39
85,1024,coop,25816,0.33
85,1024,defect,21736,0.28
85,1024,exploitation,30448,0.39
86,1024,coop,26438,0.34
86,1024,defect,20758,0.27
86,1024,exploitation,30804,0.39
87,1024,coop,25645,0.33
87,1024,defect,21830,0.28
87,1024,exploitation,30525,0.39
88,1024,coop,26962,0.35
88,1024,defect,20950,0.27
88,1024,exploitation,30088,0.39
89,1024,coop,24889,0.32
89,1024,defect,23054,0.3
89,1024,exploitation,30057,0.39
90,1024,coop,25001,0.32
90,1024,defect,22921,0.29
90,1024,exploitation,30078,0.39
91,1024,coop,24856,0.32
91,1024,defect,22872,0.29
91,1024,exploitation,30272,0.39
92,1024,coop,26561,0.34
92,1024,defect,21536,0.28
92,1024,exploitation,29903,0.38
93,1024,coop,25650,0.33
93,1024,defect,22477,0.29
93,1024,exploitation,29873,0.38
94,1024,coop,26098,0.33
94,1024,defect,22606,0.29
94,1024,exploitation,29296,0.38
95,1024,coop,23927,0.31
95,1024,defect,24797,0.32
95,1024,exploitation,29276,0.38
96,1024,coop,24203,0.31
96,1024,defect,24081,0.31
96,1024,exploitation,29716,0.38
97,1024,coop,25563,0.33
97,1024,defect,22572,0.29
97,1024,exploitation,29865,0.38
98,1024,coop,26278,0.34
98,1024,defect,22058,0.28
98,1024,exploitation,29664,0.38
99,1024,coop,24237,0.31
99,1024,defect,23868,0.31
99,1024,exploitation,29895,0.38
100,1024,coop,25594,0.33
100,1024,defect,22979,0.29
100,1024,exploitation,29427,0.38
101,1024,coop,25619,0.33
101,1024,defect,22671,0.29
101,1024,exploitation,29710,0.38
102,1024,coop,25600,0.33
102,1024,defect,22940,0.29
102,1024,exploitation,29460,0.38
103,1024,coop,25706,0.33
103,1024,defect,22669,0.29
103,1024,exploitation,29625,0.38
104,1024,coop,24327,0.31
104,1024,defect,23828,0.31
104,1024,exploitation,29845,0.38
105,1024,coop,24621,0.32
105,1024,defect,23693,0.3
105,1024,exploitation,29686,0.38
106,1024,coop,24966,0.32
106,1024,defect,23241,0.3
106,1024,exploitation,29793,0.38
107,1024,coop,25386,0.33
107,1024,defect,22838,0.29
107,1024,exploitation,29776,0.38
