,seed,population_seed,strategy,average_sum,sd_sum,average_percentage,sd_percentage
0,990,721,coop,32054035,6519,0.411,0.084
1,990,721,defect,16674247,5347,0.214,0.069
2,990,721,exploitation,29271718,1828,0.375,0.024
