round,seed,defect,exploit,exploit_,coop
1,201,19598,16883,11930,29589
2,201,21659,17909,11526,26906
3,201,23019,17678,11922,25381
4,201,22804,17579,11792,25825
5,201,24289,18213,11632,23866
6,201,24501,17955,11583,23961
7,201,22528,16837,12598,26037
8,201,21225,17100,12492,27183
9,201,22255,17306,12235,26204
10,201,24312,17398,12288,24002
11,201,24632,17512,12392,23464
12,201,23113,17241,12436,25210
13,201,22822,17050,12409,25719
14,201,23843,17607,11896,24654
15,201,21752,17103,12109,27036
16,201,21281,17563,11887,27269
17,201,22623,17672,12009,25696
18,201,24806,18270,11372,23552
19,201,23682,17759,11891,24668
20,201,22980,17665,11955,25400
21,201,24134,17755,11776,24335
22,201,24840,17737,11638,23785
23,201,24222,17935,11581,24262
24,201,23179,17698,11444,25679
25,201,23306,17677,11414,25603
26,201,23849,17579,11652,24920
27,201,25845,16949,12125,23081
28,201,25132,16995,12013,23860
29,201,25834,17003,12221,22942
30,201,25598,16964,12195,23243
31,201,23828,16756,12520,24896
32,201,21844,16144,12989,27023
33,201,22728,15816,13133,26323
34,201,23790,15510,13720,24980
35,201,24719,15076,14130,24075
36,201,24260,14811,14161,24768
37,201,24085,14859,14297,24759
38,201,26230,15402,13730,22638
39,201,28010,14648,14048,21294
40,201,27794,14657,14163,21386
41,201,25426,15157,13529,23888
42,201,24324,14945,13809,24922
43,201,25351,15037,13761,23851
44,201,24870,15297,13681,24152
45,201,24785,15110,13484,24621
46,201,24669,15317,13787,24227
47,201,23424,15466,13798,25312
48,201,24855,15103,14023,24019
49,201,23425,14528,14549,25498
50,201,25480,14787,14115,23618
51,201,25319,14774,14333,23574
52,201,24176,14723,14497,24604
53,201,24504,14409,14447,24640
54,201,22138,13665,15242,26955
55,201,21898,13649,15342,27111
56,201,22535,13904,14835,26726
57,201,22396,14080,14984,26540
58,201,22582,13910,14829,26679
59,201,22822,13607,15178,26393
60,201,22796,13732,15253,26219
61,201,22563,13666,15167,26604
62,201,20300,14441,14301,28958
63,201,21447,14707,14434,27412
64,201,19773,14983,14307,28937
65,201,18268,14662,14663,30407
66,201,18627,14789,14272,30312
67,201,20005,15045,14186,28764
68,201,19406,15130,14048,29416
69,201,18016,14665,14078,31241
70,201,17968,15010,14206,30816
71,201,18225,15000,14121,30654
72,201,18764,14867,14750,29619
73,201,17100,14667,14922,31311
74,201,16719,14436,15082,31763
75,201,19248,13685,15794,29273
76,201,19070,13689,15868,29373
77,201,19345,13666,15840,29149
78,201,20016,13625,15984,28375
79,201,21038,13499,16315,27148
80,201,21347,13438,16259,26956
81,201,21574,13328,16118,26980
82,201,22759,12906,16320,26015
83,201,23407,13343,16439,24811
84,201,23292,13434,16475,24799
85,201,25198,13011,16257,23534
86,201,23467,13329,16307,24897
87,201,23054,13231,16530,25185
88,201,21694,13247,16773,26286
89,201,21808,13198,16673,26321
90,201,19479,13244,16456,28821
91,201,19571,13343,16320,28766
92,201,17678,13571,16199,30552
93,201,19611,13485,16021,28883
94,201,19640,13817,16339,28204
95,201,21424,13668,16229,26679
96,201,20709,13702,16103,27486
97,201,21027,13582,15906,27485
98,201,19458,13716,16232,28594
99,201,20036,13678,16141,28145
100,201,19264,13495,15779,29462
101,201,17551,13609,16199,30641
102,201,17436,13651,16423,30490
103,201,17624,13447,16065,30864
104,201,17352,13574,16139,30935
105,201,17603,13782,16308,30307
106,201,18350,13687,16201,29762
107,201,18229,13860,16291,29620
108,201,16062,14388,15897,31653
109,201,16816,14306,15666,31212
110,201,16084,14646,16020,31250
111,201,16989,14345,15971,30695
112,201,14436,14704,15328,33532
113,201,14571,14948,15414,33067
114,201,15124,14642,15284,32950
115,201,15110,14656,15210,33024
116,201,14587,14677,15161,33575
117,201,16205,14494,15378,31923
118,201,15896,14713,15587,31804
119,201,16346,14422,15357,31875
120,201,17096,14660,15807,30437
121,201,18455,14173,15457,29915
122,201,18766,14160,15986,29088
123,201,19638,14404,15834,28124
124,201,22067,14236,16072,25625
125,201,21106,14492,15966,26436
126,201,21972,14012,16228,25788
127,201,22549,14061,16518,24872
128,201,20577,14575,16329,26519
129,201,21705,14993,16217,25085
130,201,21875,15680,16475,23970
131,201,20264,15351,16466,25919
132,201,22259,15605,16209,23927
133,201,22630,15445,16307,23618
134,201,24734,15099,16001,22166
135,201,23577,15085,15938,23400
136,201,23749,15098,16032,23121
137,201,22355,15230,15553,24862
138,201,22945,15310,15849,23896
139,201,23279,15198,15897,23626
140,201,23125,14877,15511,24487
141,201,20694,15198,15480,26628
142,201,20481,15369,15753,26397
143,201,20636,15406,15718,26240
144,201,20692,15319,15785,26204
145,201,20342,15410,15728,26520
146,201,20719,15175,15548,26558
147,201,19996,15249,15701,27054
148,201,21013,15525,16254,25208
149,201,22496,15220,15805,24479
150,201,23398,15078,15564,23960
151,201,23377,15220,15571,23832
152,201,23304,15148,15601,23947
153,201,23125,15393,15850,23632
154,201,22189,14884,15711,25216
155,201,22533,14890,15510,25067
156,201,22439,14983,15720,24858
157,201,24191,15162,15275,23372
158,201,22556,15288,15615,24541
159,201,25522,15826,14720,21932
160,201,27088,15361,15201,20350
161,201,25952,15052,15402,21594
162,201,26241,15052,15362,21345
163,201,26730,15407,15883,19980
164,201,26638,15449,15999,19914
165,201,25208,15875,16272,20645
166,201,25316,15525,15913,21246
167,201,24405,15658,15916,22021
168,201,25307,15705,15916,21072
169,201,23233,15779,16596,22392
170,201,23218,15701,16165,22916
171,201,23581,15490,16196,22733
172,201,23851,15722,16077,22350
173,201,23669,16041,16426,21864
174,201,22944,16002,16352,22702
175,201,23289,15763,16034,22914
176,201,22910,15920,16182,22988
177,201,22999,15983,16470,22548
178,201,22798,15918,16364,22920
179,201,23504,16096,16516,21884
180,201,24958,15724,16259,21059
181,201,25266,15391,15948,21395
182,201,25288,15579,16050,21083
183,201,23623,15894,16210,22273
184,201,23893,16179,16251,21677
185,201,24640,16286,16491,20583
186,201,25549,15894,16430,20127
187,201,23236,16698,16718,21348
188,201,23401,16875,16932,20792
189,201,23138,16887,16952,21023
190,201,23476,16791,16900,20833
191,201,23512,16757,16787,20944
192,201,25353,16068,16228,20351
193,201,23771,16601,16765,20863
194,201,23788,16722,16754,20736
195,201,21722,16926,17423,21929
196,201,21990,16819,17281,21910
197,201,23355,17262,17470,19913
198,201,22574,17191,17317,20918
199,201,22898,17407,17556,20139
200,201,22711,17450,17561,20278
201,201,21642,17366,17635,21357
202,201,21463,17316,17343,21878
203,201,23597,16886,16988,20529
204,201,21293,17387,17395,21925
205,201,21582,17608,17392,21418
206,201,21808,17189,17030,21973
207,201,21784,17517,17176,21523
208,201,22214,17599,17228,20959
209,201,21291,16948,16887,22874
210,201,21611,17368,17014,22007
211,201,21433,17348,17073,22146
212,201,21574,17454,17235,21737
213,201,21008,17144,17119,22729
214,201,20825,17114,17025,23036
215,201,20262,16931,16991,23816
216,201,20692,17206,17318,22784
217,201,20195,16985,16963,23857
218,201,19816,16851,16653,24680
219,201,19638,16763,16629,24970
220,201,19814,17336,17175,23675
221,201,19545,16922,16654,24879
222,201,19398,17004,16754,24844
223,201,17472,17290,17255,25983
224,201,17534,17093,17091,26282
225,201,18338,17365,17261,25036
226,201,18182,17526,17385,24907
227,201,18219,17458,17304,25019
228,201,19737,16951,16487,24825
229,201,20092,16923,16459,24526
230,201,19970,16903,16467,24660
231,201,19449,17090,16455,25006
232,201,19522,17269,16672,24537
233,201,20097,17083,16517,24303
