,seed,population_seed,strategy,average_sum,sd_sum,average_percentage,sd_percentage
0,780,638,coop,6524953,5219,0.084,0.067
1,780,638,defect,48254104,8144,0.619,0.105
2,780,638,exploitation,23220943,3151,0.297,0.04
