round,seed,defect,exploit,exploit_,coop
1,824,19553,16986,12215,29246
2,824,19319,17046,12238,29397
3,824,17483,17360,11766,31391
4,824,15593,16775,11768,33864
5,824,17110,16964,12086,31840
6,824,19091,16163,12876,29870
7,824,18661,16396,12711,30232
8,824,18511,16421,12821,30247
9,824,20114,15991,13395,28500
10,824,19070,15662,14157,29111
11,824,19986,15828,13622,28564
12,824,18630,15886,13404,30080
13,824,18576,16009,13508,29907
14,824,18599,16056,13437,29908
15,824,18013,16075,13037,30875
16,824,17688,16163,13183,30966
17,824,18528,17042,12917,29513
18,824,20415,16654,13527,27404
19,824,20015,16422,13577,27986
20,824,21124,16396,13622,26858
21,824,21168,16470,13563,26799
22,824,22177,16615,12967,26241
23,824,23353,16696,13453,24498
24,824,21562,17171,12981,26286
25,824,22593,16535,13110,25762
26,824,23442,16671,12986,24901
27,824,23465,16443,12853,25239
28,824,23231,16293,13218,25258
29,824,21993,16304,13178,26525
30,824,22658,16353,13089,25900
31,824,21376,16960,13017,26647
32,824,19454,16996,12553,28997
33,824,21491,16517,13427,26565
34,824,21946,16206,13354,26494
35,824,20917,15804,13782,27497
36,824,20983,15977,13747,27293
37,824,20999,15808,13686,27507
38,824,22789,14864,14750,25597
39,824,22089,13992,14903,27016
40,824,20891,14136,14824,28149
41,824,20959,14135,14848,28058
42,824,19791,13579,15350,29280
43,824,19566,13767,15393,29274
44,824,18016,13216,15266,31502
45,824,17960,13266,15256,31518
46,824,17894,13440,15513,31153
47,824,17205,13418,15541,31836
48,824,18196,12887,15699,31218
49,824,18236,12915,15473,31376
50,824,18537,13149,15820,30494
51,824,19662,13634,15422,29282
52,824,19145,13590,15368,29897
53,824,20566,13913,15091,28430
54,824,20366,14095,15403,28136
55,824,20324,13838,14910,28928
56,824,20544,13748,14871,28837
57,824,20122,14019,15008,28851
58,824,20713,14006,15031,28250
59,824,20740,14042,14914,28304
60,824,19520,14462,14346,29672
61,824,17310,13506,14819,32365
62,824,17378,13596,14780,32246
63,824,18181,14126,14837,30856
64,824,18445,14078,14838,30639
65,824,18333,14124,14885,30658
66,824,18482,14200,14893,30425
67,824,18234,13856,14455,31455
68,824,16454,14486,14010,33050
69,824,16390,14604,14083,32923
70,824,16136,14377,14201,33286
71,824,15608,14270,14263,33859
72,824,15991,14306,14332,33371
73,824,15498,14225,14007,34270
74,824,17407,13729,14541,32323
75,824,17422,13692,14701,32185
76,824,18218,13968,14862,30952
77,824,18337,13854,14707,31102
78,824,17708,13868,14868,31556
79,824,16846,13219,15285,32650
80,824,16741,13303,15235,32721
81,824,18708,14085,14779,30428
82,824,16683,13322,15422,32573
83,824,18409,13558,15252,30781
84,824,18928,13471,15214,30387
85,824,18610,12929,15567,30894
86,824,18933,13044,15326,30697
87,824,18992,13389,15470,30149
88,824,18485,13063,15514,30938
89,824,18369,13039,15539,31053
90,824,18686,13162,15628,30524
91,824,17565,13040,15767,31628
92,824,17981,13061,15698,31260
93,824,17572,13012,15745,31671
94,824,15737,12319,16124,33820
95,824,15286,12016,16106,34592
96,824,14149,12284,15484,36083
97,824,14294,12459,15374,35873
98,824,13922,12450,15400,36228
99,824,13719,12280,15185,36816
100,824,13177,11928,15550,37345
101,824,12199,12110,15584,38107
102,824,12376,11714,15435,38475
103,824,11967,11740,15492,38801
104,824,11934,11807,15695,38564
105,824,12604,11969,15583,37844
106,824,12573,11923,15515,37989
107,824,12984,11829,15487,37700
108,824,11840,11556,15224,39380
109,824,10142,11278,15173,41407
110,824,9718,10897,15122,42263
111,824,9461,10750,14882,42907
112,824,9553,11157,15237,42053
113,824,9880,10967,15262,41891
114,824,9588,11182,15352,41878
115,824,9648,10992,15104,42256
116,824,9437,10958,15247,42358
117,824,10066,11560,15086,41288
118,824,9783,11040,14882,42295
119,824,9327,10952,15192,42529
120,824,9699,11157,14907,42237
121,824,9325,10857,14847,42971
122,824,9689,11212,14913,42186
123,824,9687,11218,15027,42068
124,824,9790,11270,15080,41860
125,824,9617,11438,15377,41568
126,824,10629,11699,14834,40838
127,824,10362,11841,14920,40877
128,824,10669,12060,14879,40392
129,824,12651,12509,15075,37765
130,824,12237,12256,15048,38459
131,824,12921,12762,15190,37127
132,824,13393,12810,14838,36959
133,824,13519,12878,15032,36571
134,824,13304,12819,15020,36857
135,824,13915,12851,14837,36397
136,824,13717,13114,15009,36160
137,824,15231,13105,14917,34747
138,824,14894,13131,15219,34756
139,824,15146,12965,15292,34597
140,824,14514,12481,15281,35724
141,824,14229,12567,15062,36142
142,824,13541,12800,14658,37001
143,824,13399,12774,14522,37305
144,824,14537,13465,14351,35647
145,824,14637,13576,14320,35467
146,824,14561,13821,14337,35281
147,824,12630,13994,13520,37856
148,824,14141,14731,13614,35514
149,824,14234,14323,13237,36206
150,824,16081,14346,14156,33417
151,824,16630,14336,14197,32837
152,824,16526,14530,14363,32581
153,824,15997,14003,14580,33420
154,824,16238,14132,14506,33124
155,824,16319,13963,14314,33404
156,824,17413,13955,14630,32002
157,824,17786,13656,14816,31742
158,824,17720,13814,14840,31626
159,824,18038,13665,14936,31361
160,824,19816,14175,14691,29318
161,824,18635,14637,14412,30316
162,824,18596,14716,14368,30320
163,824,18988,14644,14171,30197
164,824,19721,15014,14194,29071
165,824,21106,15197,13655,28042
166,824,21273,15158,13608,27961
167,824,23142,14557,14726,25575
168,824,21089,15424,13827,27660
169,824,20782,15357,13980,27881
170,824,22896,14274,14626,26204
171,824,22952,14252,14835,25961
172,824,23589,13750,15332,25329
173,824,22187,14195,14983,26635
174,824,22205,14231,14761,26803
175,824,21176,14397,14709,27718
176,824,20279,14794,14224,28703
177,824,18822,14752,14272,30154
178,824,18965,14583,14195,30257
179,824,20323,14919,14015,28743
180,824,21848,14871,14264,27017
181,824,22724,14523,14867,25886
182,824,24403,14065,15004,24528
183,824,24235,14195,15289,24281
184,824,24755,13987,15102,24156
185,824,27063,13346,15793,21798
186,824,24653,12698,16898,23751
187,824,22596,12286,17037,26081
188,824,21552,12279,17428,26741
189,824,20199,12475,16651,28675
190,824,21030,12244,17413,27313
191,824,21185,11952,17129,27734
192,824,20766,12263,17029,27942
193,824,21998,12148,17930,25924
194,824,21955,12014,17705,26326
195,824,22419,12196,17595,25790
196,824,20645,13089,16455,27811
197,824,21724,13332,16180,26764
198,824,22655,13234,15868,26243
199,824,22475,13322,15956,26247
200,824,24765,14145,15070,24020
201,824,24921,14396,15048,23635
202,824,22544,14171,15049,26236
203,824,22777,14244,15062,25917
204,824,22698,14217,15001,26084
205,824,21401,14344,14541,27714
206,824,21682,14683,14882,26753
207,824,21719,14416,14737,27128
208,824,21483,14418,14513,27586
209,824,22692,14682,14651,25975
210,824,22786,14592,14618,26004
211,824,22470,14881,14496,26153
212,824,23042,14682,14529,25747
213,824,22661,14521,14517,26301
214,824,22553,14820,14580,26047
215,824,23107,14726,14474,25693
216,824,22218,14730,14560,26492
217,824,23444,15510,14190,24856
218,824,23493,15447,14009,25051
219,824,21277,16514,13258,26951
220,824,23480,15506,13925,25089
221,824,24627,15455,13977,23941
222,824,23528,15905,13880,24687
223,824,23480,15623,13804,25093
224,824,23458,15966,13895,24681
225,824,24606,15600,13742,24052
226,824,25628,15871,13431,23070
227,824,24792,16037,13151,24020
228,824,23676,16098,13474,24752
229,824,24217,16422,13055,24306
230,824,25119,16795,12734,23352
231,824,26372,16507,12656,22465
232,824,24240,16207,12978,24575
233,824,26100,16644,12950,22306
234,824,25054,16946,12810,23190
235,824,25109,16736,12795,23360
236,824,26468,16358,12915,22259
237,824,26365,16507,13020,22108
238,824,28304,17163,12141,20392
239,824,29619,16726,12050,19605
240,824,28662,17122,12185,20031
241,824,29489,17019,12466,19026
242,824,31545,16625,12433,17397
243,824,31650,16387,12384,17579
244,824,34171,16815,11201,15813
245,824,34158,17022,11340,15480
246,824,33719,17015,11388,15878
247,824,34985,16836,11287,14892
248,824,35209,16749,11226,14816
249,824,32678,17955,10804,16563
250,824,31137,18113,10691,18059
251,824,31375,18017,10528,18080
252,824,31262,18109,10549,18080
253,824,31827,18532,10430,17211
254,824,33483,18272,10215,16030
255,824,32350,18235,10173,17242
256,824,31492,18134,10323,18051
257,824,31837,17980,10307,17876
258,824,31123,17675,10846,18356
259,824,29188,18272,10989,19551
260,824,30763,18246,10291,18700
261,824,32928,17736,10732,16604
262,824,31388,17957,10840,17815
263,824,30301,18216,10594,18889
264,824,32610,18075,10584,16731
265,824,31572,17870,10871,17687
266,824,29064,17589,11187,20160
267,824,28110,17532,11077,21281
268,824,28140,17547,11197,21116
269,824,27580,17882,11124,21414
270,824,27243,17841,11017,21899
271,824,25942,18033,10842,23183
272,824,25793,18074,11007,23126
273,824,28015,17783,11146,21056
274,824,28180,17972,11168,20680
275,824,28108,17827,11017,21048
276,824,28054,18106,11183,20657
277,824,30427,16948,11764,18861
278,824,30385,16807,11693,19115
279,824,29067,16795,11918,20220
280,824,29415,16669,11996,19920
281,824,29273,16726,11999,20002
282,824,28807,16652,11783,20758
283,824,28841,16785,11729,20645
284,824,29439,16687,11772,20102
285,824,29347,16644,11769,20240
286,824,27458,16581,12541,21420
287,824,28939,16479,12123,20459
288,824,28560,16515,12062,20863
289,824,30249,16208,12230,19313
290,824,28982,16344,12096,20578
291,824,27162,16287,12584,21967
292,824,25805,16157,12954,23084
293,824,25338,16457,12952,23253
294,824,25797,16053,12541,23609
295,824,24229,16262,12888,24621
296,824,24426,16234,12822,24518
297,824,23969,16183,12807,25041
298,824,22689,15569,13083,26659
299,824,23680,15189,13602,25529
300,824,23658,15339,13650,25353
301,824,22074,15773,13502,26651
302,824,22147,15902,13623,26328
303,824,22225,15751,13450,26574
304,824,24781,15538,13498,24183
305,824,24818,15748,13512,23922
306,824,24151,15163,13986,24700
307,824,24038,15109,13981,24872
308,824,22540,15126,13916,26418
309,824,21913,15291,14044,26752
310,824,22398,14892,13639,27071
311,824,22688,15143,14260,25909
312,824,24546,14491,14740,24223
313,824,23082,14686,14767,25465
314,824,23455,14727,14950,24868
315,824,23358,14828,14988,24826
316,824,22499,15161,14829,25511
317,824,21767,15144,14803,26286
318,824,23397,14682,14813,25108
319,824,21450,14070,15305,27175
