round,seed,defect,exploit,exploit_,coop
1,743,19603,16882,12093,29422
2,743,21316,16504,12872,27308
3,743,19674,15475,13761,29090
4,743,18585,15826,13609,29980
5,743,16872,15320,13494,32314
6,743,18584,14836,14296,30284
7,743,17147,14835,13995,32023
8,743,16175,14808,14330,32687
9,743,16939,14837,14245,31979
10,743,16244,14627,14412,32717
11,743,17044,14837,14254,31865
12,743,18947,14883,14103,30067
13,743,19313,14859,14470,29358
14,743,18939,15028,14275,29758
15,743,17095,15412,13360,32133
16,743,15103,15891,12809,34197
17,743,14831,15707,12634,34828
18,743,13000,15915,12048,37037
19,743,14757,16838,11665,34740
20,743,15417,16734,11776,34073
21,743,15747,16621,11823,33809
22,743,15725,16794,11726,33755
23,743,14131,15867,12087,35915
24,743,14581,15961,12019,35439
25,743,14191,16009,12002,35798
26,743,13246,15356,11882,37516
27,743,12017,15162,11966,38855
28,743,11985,15050,11838,39127
29,743,11715,15077,11623,39585
30,743,10545,14540,12075,40840
31,743,10704,14577,11941,40778
32,743,11666,14409,12220,39705
33,743,12846,14768,12475,37911
34,743,11231,14476,12385,39908
35,743,10680,14430,12411,40479
36,743,11015,14446,12201,40338
37,743,10860,14338,12214,40588
38,743,10822,14299,11912,40967
39,743,10267,14426,12063,41244
40,743,11813,14888,11778,39521
41,743,10938,14760,11913,40389
42,743,12199,15515,11520,38766
43,743,12020,15405,11553,39022
44,743,12184,15352,11412,39052
45,743,11978,15592,11683,38747
46,743,12757,15366,12061,37816
47,743,12315,15084,12157,38444
48,743,13012,15527,12226,37235
49,743,13026,15624,12447,36903
50,743,12925,15608,12213,37254
51,743,12241,15997,11771,37991
52,743,12243,16001,11895,37861
53,743,10953,14705,12326,40016
54,743,11049,14578,12227,40146
55,743,11319,14508,12488,39685
56,743,11379,14575,12409,39637
57,743,11863,14416,12693,39028
58,743,10353,14286,12256,41105
59,743,9796,14459,11761,41984
60,743,10076,14676,11791,41457
61,743,10575,14600,12060,40765
62,743,10778,14567,12085,40570
63,743,10346,14373,11921,41360
64,743,10688,14256,12232,40824
65,743,10307,14464,12100,41129
66,743,10847,14063,12336,40754
67,743,10698,14154,12437,40711
68,743,12114,13891,13375,38620
69,743,11763,13958,13234,39045
70,743,11001,14168,12989,39842
71,743,11489,14180,12751,39580
72,743,11550,14292,12798,39360
73,743,12070,14414,12877,38639
74,743,12424,14365,12834,38377
75,743,12845,14388,13005,37762
76,743,14396,15324,12548,35732
77,743,14307,15074,12416,36203
78,743,12366,14313,13012,38309
79,743,13518,14161,13460,36861
80,743,12517,14296,13738,37449
81,743,12512,14081,13783,37624
82,743,13844,14640,13695,35821
83,743,14460,14854,13606,35080
84,743,14703,14879,13678,34740
85,743,14173,14949,13580,35298
86,743,14061,14992,13587,35360
87,743,12245,14241,13682,37832
88,743,12997,14180,13539,37284
89,743,14077,14261,14346,35316
90,743,14305,14039,14414,35242
91,743,14013,14162,14344,35481
92,743,14536,14219,14357,34888
93,743,14811,14148,14446,34595
94,743,15882,14364,14710,33044
95,743,16032,14399,14827,32742
96,743,15845,14308,14849,32998
97,743,15546,14060,15112,33282
98,743,17159,13937,15627,31277
99,743,16248,13516,15477,32759
100,743,15341,13140,15469,34050
101,743,16099,13345,15086,33470
102,743,16672,13114,15275,32939
103,743,16459,13298,15386,32857
104,743,17283,13365,15210,32142
105,743,16219,13323,15292,33166
106,743,17173,13216,15299,32312
107,743,16157,13402,14940,33501
108,743,17000,13126,15356,32518
