round,seed,defect,exploit,exploit_,coop
1,367,19551,16902,12115,29432
2,367,19472,16965,12189,29374
3,367,18549,16990,12333,30128
4,367,18815,16816,12287,30082
5,367,17217,16749,12267,31767
6,367,17380,16394,12608,31618
7,367,17814,16496,12596,31094
8,367,17483,16421,12482,31614
9,367,18886,15753,13681,29680
10,367,18127,15907,13325,30641
11,367,17784,15995,13017,31204
12,367,18079,15932,13459,30530
13,367,17391,15005,13720,31884
14,367,19263,15786,13209,29742
15,367,20136,15668,13816,28380
16,367,21524,15622,14150,26704
17,367,21504,15725,14150,26621
18,367,21882,15757,14098,26263
19,367,20036,16272,13460,28232
20,367,18980,15717,13901,29402
21,367,19143,15748,14028,29081
22,367,20017,15877,14317,27789
23,367,19708,15861,14362,28069
24,367,18108,16863,13180,29849
25,367,17457,17269,12978,30296
26,367,19615,16716,13518,28151
27,367,20093,16615,13341,27951
28,367,18234,15596,14286,29884
29,367,18435,15721,14414,29430
30,367,16471,15437,14215,31877
31,367,16632,15491,14334,31543
32,367,17320,15431,14198,31051
33,367,16634,14709,14209,32448
34,367,15948,14329,14510,33213
35,367,17554,14595,14839,31012
36,367,16967,14453,15069,31511
37,367,16461,14712,14974,31853
38,367,15847,14595,15323,32235
39,367,14983,14530,15446,33041
40,367,15254,14498,15404,32844
41,367,14790,14583,15363,33264
42,367,15459,14721,14923,32897
43,367,14262,14245,15011,34482
44,367,14474,14008,14965,34553
45,367,14380,14182,14883,34555
46,367,13698,13947,14537,35818
47,367,12708,13825,14827,36640
48,367,12798,13615,14779,36808
49,367,11706,12774,14963,38557
50,367,10247,12155,14717,40881
51,367,10033,11978,14925,41064
52,367,10568,12097,14647,40688
53,367,10374,12093,14576,40957
54,367,10435,12339,14687,40539
55,367,10687,12128,14767,40418
56,367,10675,12134,14854,40337
57,367,11271,13236,14843,38650
58,367,11392,13032,14675,38901
59,367,10814,13297,14320,39569
60,367,9826,13499,13118,41557
61,367,8241,13085,12379,44295
62,367,9279,14266,12440,42015
63,367,9490,14249,12608,41653
64,367,8105,13734,12029,44132
65,367,6997,12503,12188,46312
66,367,7127,12504,12176,46193
67,367,7247,12653,12057,46043
68,367,7446,13032,12176,45346
69,367,7647,12834,11955,45564
70,367,7444,12924,12023,45609
71,367,6140,12596,11058,48206
72,367,5124,12171,10307,50398
73,367,6411,12319,11597,47673
74,367,5157,12334,10837,49672
75,367,6604,13845,10737,46814
76,367,6399,13749,10496,47356
77,367,6470,13551,10432,47547
78,367,5459,13252,10092,49197
79,367,5240,13235,9970,49555
80,367,5205,12992,9654,50149
81,367,4669,13002,9368,50961
82,367,4839,13090,9526,50545
83,367,6004,12671,10962,48363
84,367,6421,12918,11154,47507
85,367,6670,12786,11270,47274
86,367,7024,13258,11303,46415
87,367,8215,12995,12084,44706
88,367,8289,13286,12094,44331
89,367,8343,13166,12107,44384
90,367,8431,13301,12169,44099
91,367,8391,13101,12149,44359
92,367,6552,13797,10665,46986
93,367,6579,13609,10643,47169
94,367,6716,13634,10529,47121
95,367,6724,13478,10705,47093
96,367,6738,13593,10625,47044
97,367,7973,14656,10422,44949
98,367,7663,14316,10499,45522
99,367,6451,13046,10623,47880
100,367,6282,13109,10556,48053
101,367,6228,13071,10557,48144
102,367,6265,13179,10631,47925
103,367,6890,13532,10538,47040
104,367,6770,13633,10838,46759
105,367,6309,13385,10455,47851
106,367,5032,12115,10734,50119
107,367,3691,11918,9590,52801
108,367,3845,11988,9464,52703
109,367,3894,12124,9675,52307
110,367,3859,11901,9673,52567
111,367,3932,12217,9720,52131
112,367,3756,12021,9708,52515
113,367,4110,12118,9966,51806
114,367,4027,12163,9762,52048
115,367,3830,11838,9795,52537
116,367,3667,11882,9854,52597
117,367,2521,10345,9597,55537
118,367,2876,10610,10106,54408
119,367,2792,10702,10205,54301
120,367,3130,11020,10510,53340
121,367,3277,11026,10522,53175
122,367,3237,10957,10651,53155
123,367,3053,10913,10375,53659
124,367,2790,10864,10424,53922
125,367,2786,11206,10450,53558
126,367,2690,10757,10265,54288
127,367,2795,10833,10312,54060
128,367,2841,10578,10181,54400
129,367,2510,10281,9915,55294
130,367,2498,10478,10117,54907
131,367,2720,10587,10428,54265
132,367,2846,10622,10406,54126
133,367,2885,10789,10497,53829
134,367,2922,10780,10763,53535
135,367,2773,10510,10253,54464
136,367,2417,10539,10289,54755
137,367,2336,10331,10047,55286
138,367,2442,10393,10067,55098
139,367,2581,10412,10362,54645
140,367,2427,10218,10129,55226
141,367,2478,10158,10178,55186
142,367,2253,10058,10092,55597
143,367,2290,9986,10110,55614
144,367,2522,10251,10248,54979
145,367,2517,10305,10555,54623
146,367,2596,10239,10542,54623
147,367,2479,10378,10548,54595
148,367,2498,10220,10289,54993
149,367,2414,10115,10224,55247
150,367,2618,10224,10527,54631
151,367,3741,9961,12061,52237
152,367,3732,9895,11677,52696
153,367,3749,9961,11549,52741
154,367,3888,10017,11903,52192
155,367,3474,9620,11951,52955
156,367,3703,9615,12038,52644
157,367,3914,9739,12327,52020
158,367,4980,9527,13357,50136
159,367,5482,10044,13443,49031
160,367,5544,10394,13643,48419
161,367,5275,9959,13330,49436
162,367,5354,9856,13335,49455
163,367,5358,9883,13382,49377
164,367,5374,9905,13550,49171
165,367,5514,9993,13577,48916
166,367,6010,10310,13712,47968
167,367,5748,10055,13574,48623
168,367,5829,10023,13652,48496
169,367,5766,10292,13808,48134
170,367,5871,10239,13534,48356
171,367,5666,10072,13680,48582
172,367,6133,10539,13528,47800
173,367,6019,10414,13455,48112
174,367,5701,10351,13481,48467
175,367,5712,10535,13753,48000
176,367,6021,10503,13510,47966
177,367,5820,10474,13631,48075
178,367,5492,10239,13572,48697
179,367,7099,10398,14140,46363
180,367,6870,10548,14113,46469
181,367,6971,10365,14107,46557
182,367,7189,10622,14082,46107
183,367,7342,10782,14146,45730
184,367,7006,10655,14200,46139
185,367,6897,10572,14167,46364
186,367,7133,10531,14128,46208
187,367,7244,10549,14313,45894
188,367,6825,10601,14088,46486
189,367,6876,10454,13866,46804
190,367,7310,10935,14021,45734
191,367,8651,10574,14837,43938
192,367,8721,10916,15187,43176
193,367,10615,10549,16034,40802
194,367,10664,10278,15939,41119
195,367,10568,10519,16140,40773
196,367,8874,10613,15164,43349
197,367,8992,10778,15134,43096
198,367,8863,10616,15174,43347
199,367,7485,10476,14756,45283
200,367,7830,10852,14820,44498
201,367,9826,11560,14512,42102
202,367,8393,11884,13789,43934
203,367,8762,12194,13858,43186
204,367,8863,12507,14033,42597
205,367,8725,12167,13739,43369
206,367,8322,12247,13664,43767
207,367,8020,12053,13518,44409
208,367,7836,11850,13485,44829
209,367,7591,11830,13428,45151
210,367,7211,11562,13173,46054
211,367,7099,11564,13099,46238
212,367,5800,10228,13300,48672
213,367,6876,11136,13418,46570
214,367,6970,11064,13420,46546
215,367,6994,11162,13628,46216
216,367,8403,11953,13507,44137
217,367,8835,12029,13706,43430
218,367,8430,11637,13725,44208
219,367,8530,11728,13792,43950
220,367,8510,11772,13763,43955
221,367,8701,11957,13777,43565
222,367,7534,12241,12516,45709
223,367,7314,12155,12663,45868
224,367,7258,12031,12252,46459
225,367,7052,12037,12347,46564
226,367,7824,12259,12699,45218
227,367,8161,12371,13120,44348
228,367,7779,12446,12990,44785
229,367,8107,12408,13017,44468
230,367,8445,12475,13114,43966
231,367,9811,12025,14248,41916
232,367,11563,12420,14420,39597
233,367,11979,12473,14752,38796
234,367,12195,12563,14876,38366
235,367,12662,12899,14555,37884
236,367,13259,12870,14694,37177
237,367,15056,13813,14302,34829
238,367,17077,13650,14613,32660
239,367,15380,14226,13952,34442
240,367,15149,14198,14095,34558
241,367,14461,14077,13712,35750
242,367,14703,14350,13854,35093
243,367,14636,14237,13813,35314
244,367,15396,14813,13676,34115
245,367,15318,14848,13551,34283
246,367,17107,15369,13038,32486
247,367,18750,15795,12886,30569
248,367,17150,15628,13131,32091
249,367,16865,15754,12891,32490
250,367,16574,15783,12743,32900
251,367,16223,15893,12354,33530
252,367,17599,15739,13254,31408
253,367,19458,15296,13610,29636
254,367,18101,15350,13098,31451
255,367,17836,15735,13037,31392
256,367,17209,15885,12894,32012
257,367,16598,15716,12694,32992
258,367,18406,15702,13022,30870
259,367,17625,15708,13107,31560
260,367,16113,14753,13552,33582
261,367,15291,14409,14071,34229
262,367,16156,14741,13565,33538
263,367,16062,14849,13660,33429
264,367,14096,14019,14010,35875
265,367,13992,13951,13851,36206
266,367,14110,13875,13994,36021
267,367,13477,13973,13799,36751
268,367,11921,13822,13373,38884
269,367,10072,12598,13664,41666
270,367,10039,12754,13629,41578
271,367,10064,12896,13610,41430
272,367,10062,12649,13702,41587
273,367,9480,12434,13580,42506
274,367,10247,12687,13727,41339
275,367,10017,12653,13712,41618
276,367,9848,12369,13615,42168
277,367,9692,12432,13576,42300
278,367,10270,12198,13721,41811
279,367,8461,11957,13524,44058
280,367,8237,11903,13582,44278
281,367,8227,11636,13660,44477
282,367,8311,11814,13597,44278
283,367,8254,11800,13735,44211
284,367,6844,11592,13026,46538
285,367,6858,11390,13052,46700
286,367,7056,11530,13188,46226
287,367,7067,11370,13128,46435
288,367,6560,11093,12744,47603
289,367,6603,11361,12856,47180
290,367,6554,11190,13113,47143
291,367,7906,11919,13154,45021
292,367,6564,12217,12083,47136
293,367,7813,13472,11792,44923
294,367,7823,13467,11814,44896
295,367,8235,13525,11922,44318
296,367,8402,13438,12182,43978
297,367,7929,13579,11884,44608
298,367,7720,13211,11757,45312
299,367,6102,11872,11982,48044
300,367,6525,11941,12260,47274
301,367,8231,13488,11814,44467
302,367,8230,13497,11810,44463
303,367,8174,13550,11895,44381
304,367,8164,13498,11807,44531
305,367,8062,13529,11817,44592
306,367,8081,13346,11732,44841
307,367,9493,13811,12334,42362
308,367,9112,13611,12324,42953
309,367,9664,14138,12230,41968
310,367,9349,14121,12194,42336
311,367,9638,13812,12061,42489
312,367,9562,14047,12206,42185
313,367,9224,13780,12323,42673
314,367,8827,14003,12300,42870
315,367,8850,13748,12113,43289
316,367,9212,13878,12374,42536
317,367,9140,13838,12199,42823
318,367,9298,13637,12213,42852
319,367,7649,12541,12573,45237
320,367,8914,12221,13676,43189
321,367,10124,12171,14507,41198
322,367,10240,12132,14668,40960
323,367,10340,12225,14814,40621
324,367,12239,11995,15584,38182
325,367,10622,12040,14853,40485
326,367,10741,12250,14854,40155
327,367,11097,11940,15176,39787
328,367,11114,11887,14936,40063
329,367,11427,11940,15039,39594
330,367,11603,11846,14847,39704
331,367,11031,11761,15162,40046
332,367,10976,11768,15075,40181
333,367,11025,11643,15062,40270
334,367,12344,12006,15773,37877
335,367,11100,12167,14765,39968
336,367,11262,12193,14908,39637
337,367,11431,12239,14863,39467
338,367,11074,12143,14874,39909
339,367,11336,12172,14616,39876
340,367,11345,12259,14852,39544
341,367,11271,12121,14452,40156
342,367,11157,12374,14789,39680
343,367,10862,12416,14731,39991
344,367,10975,12463,14674,39888
345,367,9284,12041,14135,42540
346,367,9742,12067,14189,42002
347,367,9927,12092,14202,41779
348,367,8928,12358,13475,43239
349,367,8973,12326,13662,43039
350,367,8906,12389,13367,43338
351,367,8750,12458,13532,43260
352,367,8765,12404,13458,43373
353,367,8827,12010,13313,43850
354,367,8561,12296,13536,43607
355,367,8432,12059,13265,44244
356,367,8646,12374,13211,43769
357,367,8782,12572,13291,43355
358,367,8595,12443,13193,43769
359,367,8914,12422,13394,43270
360,367,9082,12614,13491,42813
361,367,9460,12797,13754,41989
362,367,9440,12538,13459,42563
363,367,9363,12646,13640,42351
364,367,9371,12437,13695,42497
365,367,9096,12292,13510,43102
366,367,10578,12613,13882,40927
367,367,8961,12404,13758,42877
368,367,9347,12263,13826,42564
369,367,9593,12535,14060,41812
370,367,10853,12866,13907,40374
371,367,10997,12914,14088,40001
372,367,10949,12735,14033,40283
373,367,11211,12948,13991,39850
374,367,11190,13172,13995,39643
375,367,9694,13000,13513,41793
376,367,10004,12917,13573,41506
377,367,9983,13179,13775,41063
378,367,9597,13002,13499,41902
379,367,9618,13043,13598,41741
380,367,9698,12994,13620,41688
381,367,9761,12857,13457,41925
382,367,9436,12980,13330,42254
383,367,9574,13078,13206,42142
384,367,9856,13175,13334,41635
385,367,9873,13107,13361,41659
386,367,9872,13121,13251,41756
387,367,9755,13243,13494,41508
388,367,9446,13074,13044,42436
389,367,9387,13261,13297,42055
390,367,11019,13724,13014,40243
391,367,9455,13111,13184,42250
392,367,9437,13011,13150,42402
393,367,9848,13239,13106,41807
394,367,9679,13292,13483,41546
395,367,9458,13338,13362,41842
396,367,9693,13333,13486,41488
397,367,9350,13297,13105,42248
398,367,9597,13081,13010,42312
399,367,9408,13506,13118,41968
400,367,9228,13265,12815,42692
401,367,8803,13345,12584,43268
402,367,9130,13191,12746,42933
403,367,9111,13319,12762,42808
404,367,8942,13234,12700,43124
405,367,9285,13520,13017,42178
406,367,9748,13439,12835,41978
407,367,9530,13604,12896,41970
408,367,9477,13411,12665,42447
409,367,9435,13560,12808,42197
410,367,10922,13977,12600,40501
411,367,12757,15074,12220,37949
412,367,12599,15148,12247,38006
413,367,13021,15512,12248,37219
414,367,13246,15268,12251,37235
415,367,13486,15530,12268,36716
416,367,11752,15071,12314,38863
417,367,11878,15056,12312,38754
418,367,11877,15130,12478,38515
419,367,12145,15247,12205,38403
420,367,12169,14984,12076,38771
421,367,11561,15207,12140,39092
422,367,11910,15541,12333,38216
423,367,12136,15254,12116,38494
424,367,11735,15147,11947,39171
425,367,11728,15321,12042,38909
426,367,11629,15162,12020,39189
427,367,12113,15108,12391,38388
428,367,10559,15823,11767,39851
429,367,12019,16125,11179,38677
430,367,11919,16283,11254,38544
431,367,13326,16902,10882,36890
432,367,13966,16791,10923,36320
433,367,12531,16157,11563,37749
434,367,12913,15945,11641,37501
435,367,13008,16344,12071,36577
436,367,12625,16135,11671,37569
437,367,12418,16289,11412,37881
438,367,12170,16262,11366,38202
439,367,10480,15837,11563,40120
440,367,10398,15599,11118,40885
441,367,10209,15584,11239,40968
442,367,9929,15749,11004,41318
443,367,9964,15685,11133,41218
444,367,9897,15588,11106,41409
445,367,8200,14630,11397,43773
446,367,6633,13842,11987,45538
447,367,7003,13833,12046,45118
448,367,6808,13689,12048,45455
449,367,7069,13961,12403,44567
450,367,7177,13709,12470,44644
451,367,7389,14225,12711,43675
452,367,7350,14041,12593,44016
453,367,7471,14012,12725,43792
454,367,7182,13982,12708,44128
455,367,7696,14270,12738,43296
456,367,7760,14207,12757,43276
457,367,7345,14082,12819,43754
458,367,7544,14091,12750,43615
459,367,7300,14205,12706,43789
460,367,5845,13414,13095,45646
461,367,5666,13212,12838,46284
462,367,5830,13479,13219,45472
463,367,5899,13420,13275,45406
464,367,5791,13470,13143,45596
465,367,5792,13245,12997,45966
466,367,7513,13033,13694,43760
467,367,7593,12927,13705,43775
468,367,7636,13189,13745,43430
469,367,7451,13163,13663,43723
470,367,7595,13053,13685,43667
471,367,7517,13102,13858,43523
472,367,7746,13317,13803,43134
473,367,8182,13635,14054,42129
474,367,8153,13688,14097,42062
475,367,8299,13442,14143,42116
476,367,8296,13614,14029,42061
477,367,9855,13946,14217,39982
478,367,11688,14573,14312,37427
479,367,11792,14195,13961,38052
480,367,12037,14424,14082,37457
481,367,11911,14113,13897,38079
482,367,10044,14864,13346,39746
483,367,11923,14893,13811,37373
484,367,13427,14751,13526,36296
485,367,13558,14708,13392,36342
