,seed,population_seed,strategy,average_sum,sd_sum,average_percentage,sd_percentage
0,743,332,coop,37080501,5448,0.475,0.07
1,743,332,defect,12646172,4496,0.162,0.058
2,743,332,exploitation,28273327,1943,0.362,0.025
