round,seed,population_seed,strategy,count,percentage
1,218,828,coop,29321,0.38
1,218,828,defect,19341,0.25
1,218,828,exploitation,29338,0.38
2,218,828,coop,27508,0.35
2,218,828,defect,21366,0.27
2,218,828,exploitation,29126,0.37
3,218,828,coop,26215,0.34
3,218,828,defect,22694,0.29
3,218,828,exploitation,29091,0.37
4,218,828,coop,25976,0.33
4,218,828,defect,22579,0.29
4,218,828,exploitation,29445,0.38
5,218,828,coop,25252,0.32
5,218,828,defect,23389,0.3
5,218,828,exploitation,29359,0.38
6,218,828,coop,26071,0.33
6,218,828,defect,22525,0.29
6,218,828,exploitation,29404,0.38
7,218,828,coop,25861,0.33
7,218,828,defect,22515,0.29
7,218,828,exploitation,29624,0.38
8,218,828,coop,26126,0.33
8,218,828,defect,22437,0.29
8,218,828,exploitation,29437,0.38
9,218,828,coop,26023,0.33
9,218,828,defect,22591,0.29
9,218,828,exploitation,29386,0.38
10,218,828,coop,25309,0.32
10,218,828,defect,23113,0.3
10,218,828,exploitation,29578,0.38
11,218,828,coop,23286,0.3
11,218,828,defect,25446,0.33
11,218,828,exploitation,29268,0.38
12,218,828,coop,23916,0.31
12,218,828,defect,24503,0.31
12,218,828,exploitation,29581,0.38
13,218,828,coop,25608,0.33
13,218,828,defect,22955,0.29
13,218,828,exploitation,29437,0.38
14,218,828,coop,25639,0.33
14,218,828,defect,22898,0.29
14,218,828,exploitation,29463,0.38
15,218,828,coop,23998,0.31
15,218,828,defect,24747,0.32
15,218,828,exploitation,29255,0.38
16,218,828,coop,23030,0.3
16,218,828,defect,25375,0.33
16,218,828,exploitation,29595,0.38
17,218,828,coop,23702,0.3
17,218,828,defect,25059,0.32
17,218,828,exploitation,29239,0.37
18,218,828,coop,23291,0.3
18,218,828,defect,25249,0.32
18,218,828,exploitation,29460,0.38
19,218,828,coop,22222,0.28
19,218,828,defect,26180,0.34
19,218,828,exploitation,29598,0.38
20,218,828,coop,21101,0.27
20,218,828,defect,27770,0.36
20,218,828,exploitation,29129,0.37
21,218,828,coop,20455,0.26
21,218,828,defect,27626,0.35
21,218,828,exploitation,29919,0.38
22,218,828,coop,21157,0.27
22,218,828,defect,26906,0.34
22,218,828,exploitation,29937,0.38
23,218,828,coop,21137,0.27
23,218,828,defect,26883,0.34
23,218,828,exploitation,29980,0.38
24,218,828,coop,20508,0.26
24,218,828,defect,28265,0.36
24,218,828,exploitation,29227,0.37
25,218,828,coop,21788,0.28
25,218,828,defect,26454,0.34
25,218,828,exploitation,29758,0.38
26,218,828,coop,20445,0.26
26,218,828,defect,28267,0.36
26,218,828,exploitation,29288,0.38
27,218,828,coop,21955,0.28
27,218,828,defect,26517,0.34
27,218,828,exploitation,29528,0.38
28,218,828,coop,22135,0.28
28,218,828,defect,26364,0.34
28,218,828,exploitation,29501,0.38
29,218,828,coop,21795,0.28
29,218,828,defect,26799,0.34
29,218,828,exploitation,29406,0.38
30,218,828,coop,24166,0.31
30,218,828,defect,24489,0.31
30,218,828,exploitation,29345,0.38
31,218,828,coop,23642,0.3
31,218,828,defect,24764,0.32
31,218,828,exploitation,29594,0.38
32,218,828,coop,21834,0.28
32,218,828,defect,26620,0.34
32,218,828,exploitation,29546,0.38
33,218,828,coop,20679,0.27
33,218,828,defect,27554,0.35
33,218,828,exploitation,29767,0.38
34,218,828,coop,20778,0.27
34,218,828,defect,27617,0.35
34,218,828,exploitation,29605,0.38
35,218,828,coop,22760,0.29
35,218,828,defect,25383,0.33
35,218,828,exploitation,29857,0.38
36,218,828,coop,22670,0.29
36,218,828,defect,25383,0.33
36,218,828,exploitation,29947,0.38
37,218,828,coop,20862,0.27
37,218,828,defect,26961,0.35
37,218,828,exploitation,30177,0.39
38,218,828,coop,19467,0.25
38,218,828,defect,28907,0.37
38,218,828,exploitation,29626,0.38
39,218,828,coop,21062,0.27
39,218,828,defect,27288,0.35
39,218,828,exploitation,29650,0.38
40,218,828,coop,21743,0.28
40,218,828,defect,26635,0.34
40,218,828,exploitation,29622,0.38
41,218,828,coop,21596,0.28
41,218,828,defect,27203,0.35
41,218,828,exploitation,29201,0.37
42,218,828,coop,21609,0.28
42,218,828,defect,26712,0.34
42,218,828,exploitation,29679,0.38
43,218,828,coop,19829,0.25
43,218,828,defect,29117,0.37
43,218,828,exploitation,29054,0.37
44,218,828,coop,18555,0.24
44,218,828,defect,30175,0.39
44,218,828,exploitation,29270,0.38
45,218,828,coop,19662,0.25
45,218,828,defect,29420,0.38
45,218,828,exploitation,28918,0.37
46,218,828,coop,18634,0.24
46,218,828,defect,30084,0.39
46,218,828,exploitation,29282,0.38
47,218,828,coop,19931,0.26
47,218,828,defect,28637,0.37
47,218,828,exploitation,29432,0.38
48,218,828,coop,19893,0.26
48,218,828,defect,28781,0.37
48,218,828,exploitation,29326,0.38
49,218,828,coop,19746,0.25
49,218,828,defect,28792,0.37
49,218,828,exploitation,29462,0.38
50,218,828,coop,19114,0.25
50,218,828,defect,30041,0.39
50,218,828,exploitation,28845,0.37
51,218,828,coop,19294,0.25
51,218,828,defect,29947,0.38
51,218,828,exploitation,28759,0.37
52,218,828,coop,19671,0.25
52,218,828,defect,29213,0.37
52,218,828,exploitation,29116,0.37
53,218,828,coop,19681,0.25
53,218,828,defect,29401,0.38
53,218,828,exploitation,28918,0.37
54,218,828,coop,18599,0.24
54,218,828,defect,30423,0.39
54,218,828,exploitation,28978,0.37
55,218,828,coop,17549,0.22
55,218,828,defect,31910,0.41
55,218,828,exploitation,28541,0.37
56,218,828,coop,16451,0.21
56,218,828,defect,32910,0.42
56,218,828,exploitation,28639,0.37
57,218,828,coop,17265,0.22
57,218,828,defect,32049,0.41
57,218,828,exploitation,28686,0.37
58,218,828,coop,17762,0.23
58,218,828,defect,31192,0.4
58,218,828,exploitation,29046,0.37
59,218,828,coop,17971,0.23
59,218,828,defect,31200,0.4
59,218,828,exploitation,28829,0.37
60,218,828,coop,17915,0.23
60,218,828,defect,31270,0.4
60,218,828,exploitation,28815,0.37
61,218,828,coop,17902,0.23
61,218,828,defect,31197,0.4
61,218,828,exploitation,28901,0.37
62,218,828,coop,18395,0.24
62,218,828,defect,30799,0.39
62,218,828,exploitation,28806,0.37
63,218,828,coop,17223,0.22
63,218,828,defect,31637,0.41
63,218,828,exploitation,29140,0.37
64,218,828,coop,18190,0.23
64,218,828,defect,30540,0.39
64,218,828,exploitation,29270,0.38
