round,seed,exploit,defect,exploit_,coop
1,123,16748,19552,12142,29558
2,123,16815,19438,12085,29662
3,123,17007,21647,12257,27089
4,123,17394,22507,11909,26190
5,123,17109,23870,12045,24976
6,123,17263,23605,12277,24855
7,123,16325,21559,12908,27208
8,123,16533,21107,12968,27392
9,123,16798,23000,12773,25429
10,123,16101,23982,12864,25053
11,123,15505,22739,13706,26050
12,123,15456,22832,13518,26194
13,123,14949,24166,14301,24584
14,123,15188,22654,13926,26232
15,123,14995,22966,13770,26269
16,123,15022,21381,14485,27112
17,123,14858,21476,14367,27299
18,123,14792,21226,14614,27368
19,123,14637,21312,14317,27734
20,123,14803,21260,14620,27317
21,123,14998,22515,14434,26053
22,123,15155,21942,14449,26454
23,123,14925,21529,14676,26870
24,123,15133,22199,14471,26197
25,123,15799,23462,13706,25033
26,123,15531,22608,13684,26177
27,123,15478,24068,14133,24321
28,123,15412,21898,13867,26823
29,123,15664,21817,14180,26339
30,123,16176,21424,13661,26739
31,123,16071,21430,13545,26954
32,123,16063,21274,13669,26994
33,123,16613,20366,13417,27604
34,123,16805,20170,13565,27460
35,123,17421,22205,12707,25667
36,123,17419,20845,12475,27261
37,123,17337,20474,12603,27586
38,123,17225,20288,12661,27826
39,123,16973,20888,12757,27382
40,123,17052,20550,12612,27786
41,123,17896,18653,11635,29816
42,123,17966,19516,12383,28135
43,123,17626,19985,12282,28107
44,123,18013,19082,12294,28611
45,123,18314,17888,11913,29885
46,123,18605,19097,11654,28644
47,123,18357,19516,11862,28265
48,123,17932,18247,12116,29705
49,123,18221,17716,11671,30392
50,123,18291,17195,11752,30762
51,123,18226,18566,12433,28775
52,123,18054,17565,12076,30305
53,123,17331,18511,12460,29698
54,123,16410,17070,12870,31650
55,123,16774,16466,13182,31578
56,123,16413,16878,12684,32025
57,123,16719,16166,12689,32426
58,123,16787,16877,12509,31827
59,123,15528,14901,13391,34180
60,123,15062,15870,13598,33470
61,123,15119,16149,13691,33041
62,123,15207,18091,13997,30705
63,123,15236,17996,13937,30831
64,123,15044,18636,14001,30319
65,123,15170,19580,14351,28899
66,123,15004,18575,14250,30171
67,123,15169,18278,14090,30463
68,123,14873,17799,14331,30997
69,123,15795,19179,13796,29230
70,123,15700,17210,13348,31742
71,123,15883,16808,13502,31807
72,123,16676,18653,13202,29469
73,123,16224,17720,13024,31032
74,123,17297,19110,12348,29245
75,123,17176,18960,12424,29440
76,123,17262,19440,12495,28803
77,123,16561,17959,12610,30870
78,123,16097,16705,12843,32355
79,123,16343,17528,12309,31820
80,123,15823,18542,12925,30710
81,123,15895,18654,12917,30534
82,123,14981,16584,13585,32850
83,123,14769,16629,13580,33022
84,123,14886,16619,13539,32956
85,123,14827,18238,13851,31084
86,123,14634,17845,13878,31643
87,123,14847,16825,13859,32469
88,123,14133,15584,14231,34052
89,123,13961,15181,14475,34383
90,123,13951,13602,13956,36491
91,123,13747,12557,13985,37711
92,123,13362,12876,13904,37858
93,123,13993,14482,13971,35554
94,123,14307,15889,13844,33960
95,123,14395,15283,14037,34285
96,123,14588,15815,13974,33623
97,123,14373,15734,13989,33904
98,123,14459,16112,13977,33452
99,123,14022,14621,14232,35125
100,123,13864,15159,14166,34811
101,123,13772,14468,14372,35388
102,123,13769,16036,14876,33319
103,123,13903,15046,14206,34845
104,123,14032,14924,14300,34744
105,123,13828,14568,14154,35450
106,123,13890,14553,14215,35342
107,123,13585,13818,14286,36311
108,123,13310,15127,15055,34508
109,123,13451,13145,14477,36927
110,123,12160,12231,14909,38700
111,123,12357,12115,15077,38451
112,123,12419,11792,14748,39041
113,123,12298,10138,14223,41341
114,123,13595,11831,13271,39303
115,123,13732,11718,13365,39185
116,123,13542,12106,13496,38856
117,123,13519,12054,13498,38929
118,123,13508,11757,13634,39101
119,123,13647,11251,13380,39722
120,123,13995,10149,12705,41151
121,123,13681,10189,12447,41683
122,123,13858,10378,12547,41217
123,123,13374,11981,13820,38825
124,123,13355,11955,13857,38833
125,123,12947,10928,13969,40156
126,123,12798,10494,13535,41173
127,123,12855,10498,13697,40950
128,123,12736,10407,13753,41104
129,123,13351,11346,13981,39322
130,123,13296,11561,14106,39037
131,123,13383,11872,13853,38892
132,123,13275,11787,13678,39260
133,123,13169,11569,13756,39506
134,123,13290,11505,13724,39481
135,123,13151,11354,14020,39475
136,123,13027,10735,14175,40063
137,123,12994,11178,13735,40093
138,123,13253,11410,14088,39249
139,123,13201,11141,13695,39963
140,123,13414,10733,13506,40347
141,123,14538,12551,12904,38007
142,123,14840,12772,13072,37316
143,123,14795,12678,13283,37244
144,123,14671,12161,13085,38083
145,123,14741,12084,12971,38204
146,123,14403,11615,12895,39087
147,123,14444,11223,13171,39162
148,123,14474,11241,13180,39105
149,123,14429,11578,13111,38882
150,123,14023,10516,12813,40648
151,123,13438,10054,12880,41628
152,123,13581,9620,12901,41898
153,123,13834,10065,13151,40950
154,123,13784,9959,12872,41385
155,123,13584,9708,13106,41602
156,123,13294,11173,14417,39116
157,123,14129,12333,14255,37283
158,123,13854,11620,14639,37887
159,123,14327,13181,14977,35515
160,123,12869,11776,15767,37588
161,123,12753,10182,14690,40375
162,123,12749,9782,14924,40545
163,123,14304,11331,14168,38197
164,123,14497,11697,13938,37868
165,123,14491,11654,14016,37839
166,123,14467,12600,13898,37035
167,123,14566,12432,13887,37115
168,123,14373,12035,14104,37488
169,123,14152,12041,13926,37881
170,123,14943,13509,14296,35252
171,123,15687,14254,14491,33568
172,123,15559,15226,14006,33209
173,123,15172,13879,13812,35137
174,123,15172,14206,13831,34791
175,123,15243,13955,13977,34825
176,123,15473,13979,13959,34589
177,123,15158,14327,14047,34468
178,123,15823,12885,12661,36631
179,123,16004,12401,12606,36989
180,123,15954,12214,12461,37371
181,123,15829,13989,13154,35028
182,123,15586,13077,12613,36724
183,123,15282,11871,12640,38207
184,123,14962,12246,12520,38272
185,123,15101,12251,12579,38069
186,123,15247,12107,12602,38044
187,123,15498,12599,12447,37456
188,123,15334,12740,12447,37479
189,123,15743,14126,12212,35919
190,123,15825,13819,12391,35965
191,123,15851,13960,12541,35648
192,123,15848,14026,12451,35675
193,123,15862,14363,12667,35108
194,123,16031,14764,12428,34777
195,123,16628,16072,12018,33282
196,123,16203,15435,12509,33853
197,123,16152,15883,12668,33297
198,123,16050,13839,12706,35405
199,123,16456,14972,12490,34082
200,123,16404,14944,12571,34081
201,123,16519,14913,12487,34081
202,123,15982,14150,12591,35277
203,123,15611,14442,12705,35242
204,123,15186,12598,12956,37260
205,123,15138,12618,12769,37475
206,123,14774,13293,12854,37079
207,123,14162,12069,13084,38685
208,123,14223,11824,13143,38810
209,123,15514,13880,12313,36293
210,123,15423,13339,12171,37067
211,123,16910,14814,11844,34432
212,123,16506,15199,11760,34535
213,123,16614,15501,11794,34091
214,123,16534,15716,11923,33827
215,123,15609,14008,11985,36398
216,123,15607,13711,12029,36653
217,123,16252,15176,12184,34388
218,123,16057,15095,12277,34571
219,123,16254,14294,12173,35279
220,123,17317,16298,11610,32775
221,123,17126,16148,11584,33142
222,123,17362,18076,11584,30978
223,123,17545,17818,11781,30856
224,123,17229,18383,12023,30365
225,123,17159,18587,11941,30313
226,123,17272,19284,11848,29596
227,123,17071,19430,11829,29670
228,123,17776,20455,11653,28116
229,123,18565,21844,11062,26529
230,123,18266,22904,11399,25431
231,123,17657,21819,11944,26580
232,123,17326,23416,12365,24893
233,123,16854,23898,12831,24417
234,123,17167,25509,12795,22529
235,123,16528,24590,12931,23951
236,123,16463,24186,12921,24430
237,123,16621,24279,12938,24162
238,123,16311,24938,13180,23571
239,123,16104,23394,13260,25242
240,123,15927,22975,13211,25887
241,123,16078,23594,13231,25097
242,123,15799,23399,13342,25460
243,123,16238,22827,12944,25991
244,123,16182,22831,12810,26177
245,123,16167,21288,13337,27208
246,123,16047,22783,13062,26108
247,123,16060,21235,13170,27535
248,123,16017,21134,13189,27660
249,123,16194,20860,12835,28111
250,123,15634,22262,13849,26255
251,123,15781,22256,13788,26175
252,123,15506,22337,13691,26466
253,123,15729,23818,13953,24500
254,123,15615,23304,13803,25278
255,123,15625,21794,13970,26611
256,123,15930,20437,13207,28426
257,123,15149,18474,14148,30229
258,123,15290,19655,14132,28923
259,123,15277,19650,14031,29042
260,123,15680,20030,13911,28379
261,123,15369,19787,14079,28765
262,123,15477,19110,14203,29210
263,123,15188,18504,14565,29743
264,123,15377,19228,14182,29213
265,123,15539,18281,14087,30093
266,123,15982,19531,14184,28303
267,123,16076,21478,14341,26105
