round,seed,defect,coop,exploit_,exploit
1,385,19631,29255,12113,17001
2,385,18968,29707,12037,17288
3,385,19448,29580,11875,17097
4,385,20698,27674,12332,17296
5,385,20371,27842,12249,17538
6,385,21954,26437,12305,17304
7,385,22988,25421,12938,16653
8,385,25018,23569,13475,15938
9,385,26108,22323,13499,16070
10,385,24608,23813,14132,15447
11,385,25380,22753,14065,15802
12,385,25053,22882,13985,16080
13,385,25747,22524,13534,16195
14,385,27972,20726,14199,15103
15,385,27706,20543,14660,15091
16,385,28634,20207,14628,14531
17,385,28749,20470,14440,14341
18,385,28387,20550,14827,14236
19,385,28917,20203,14503,14377
20,385,29069,20139,14478,14314
21,385,26805,21934,15640,13621
22,385,28028,20664,15408,13900
23,385,27583,20886,15159,14372
24,385,27657,20997,15116,14230
25,385,26452,22324,15122,14102
26,385,26172,22238,15317,14273
27,385,24444,24204,15697,13655
28,385,23830,24587,16030,13553
29,385,21718,26519,15333,14430
30,385,20400,28150,15248,14202
31,385,18933,30057,14830,14180
32,385,19245,29451,14845,14459
33,385,19137,29709,14750,14404
34,385,19462,29819,14763,13956
35,385,19685,29183,15064,14068
36,385,19782,28985,14940,14293
37,385,20651,28566,14554,14229
38,385,18832,30483,14346,14339
39,385,19167,30400,14222,14211
40,385,20633,28521,14937,13909
41,385,19153,30582,14821,13444
42,385,19298,29894,15286,13522
43,385,17700,31874,14497,13929
44,385,18142,31423,14700,13735
45,385,18175,31585,14630,13610
46,385,18443,31122,14763,13672
47,385,17888,31247,15043,13822
48,385,17948,31424,14980,13648
49,385,16183,33257,14518,14042
50,385,15893,33809,14325,13973
51,385,14275,35921,13836,13968
52,385,14137,35855,13999,14009
53,385,14335,35763,13961,13941
54,385,15702,34358,14376,13564
55,385,16986,32624,14158,14232
56,385,17262,32685,13985,14068
57,385,15721,34072,14442,13765
58,385,15143,34732,14445,13680
59,385,14806,35267,14278,13649
60,385,14480,35535,14475,13510
61,385,14559,35548,14385,13508
62,385,14612,35369,14466,13553
63,385,13269,37367,14721,12643
64,385,13387,36885,14812,12916
65,385,13338,37234,14684,12744
66,385,13368,37069,14701,12862
67,385,13324,37120,14717,12839
68,385,14803,34744,15588,12865
69,385,16535,33183,15812,12470
70,385,16771,33017,15819,12393
71,385,16229,33412,15929,12430
72,385,16337,33132,16125,12406
73,385,14746,35457,15921,11876
74,385,16292,33536,16775,11397
75,385,15879,33746,16856,11519
76,385,17365,32112,17151,11372
77,385,16860,32320,17334,11486
78,385,16855,32665,17343,11137
79,385,18794,30000,17166,12040
80,385,19167,29662,16888,12283
81,385,19078,29939,16825,12158
82,385,19548,29268,16896,12288
83,385,21229,27644,16554,12573
84,385,21289,27537,16549,12625
85,385,21096,27744,16589,12571
86,385,20502,28123,16465,12910
87,385,21845,26603,16623,12929
88,385,22822,25690,16453,13035
89,385,20673,27853,16973,12501
90,385,20117,28447,17177,12259
91,385,20916,28212,16612,12260
92,385,21418,27368,16853,12361
93,385,22994,26119,16231,12656
94,385,21369,27613,16216,12802
95,385,20824,27972,16421,12783
96,385,20139,28361,16495,13005
97,385,21782,26691,17054,12473
98,385,22235,25927,17604,12234
99,385,22494,26361,17146,11999
100,385,23814,24705,16616,12865
101,385,23752,24775,16608,12865
102,385,23913,24361,16820,12906
103,385,22372,26219,17011,12398
104,385,23719,24694,17176,12411
105,385,23594,24830,17096,12480
106,385,24740,24015,16604,12641
107,385,25671,22650,16872,12807
108,385,26091,22560,16699,12650
109,385,25738,22838,16714,12710
110,385,27447,21168,16402,12983
111,385,26083,21970,17201,12746
112,385,24790,23428,16923,12859
113,385,22588,25312,17743,12357
114,385,22741,25288,17650,12321
115,385,22584,25624,17557,12235
116,385,22888,25336,17767,12009
117,385,20800,27505,16521,13174
118,385,20875,27252,16601,13272
119,385,20716,27490,16540,13254
120,385,18840,29571,15592,13997
121,385,18636,29778,15624,13962
122,385,19065,29542,15867,13526
123,385,18961,29177,16056,13806
124,385,19044,29651,15853,13452
125,385,19448,29066,15838,13648
126,385,19399,29121,15768,13712
127,385,18690,29685,15975,13650
128,385,18861,29653,15956,13530
129,385,19867,28163,16881,13089
130,385,21071,26393,17940,12596
131,385,21180,26371,18011,12438
132,385,19338,28410,18229,12023
133,385,19223,28632,18158,11987
134,385,19333,28442,18308,11917
135,385,19287,28590,18139,11984
136,385,19152,28359,18407,12082
137,385,19791,28027,17837,12345
138,385,19788,28072,17945,12195
139,385,20903,26613,17907,12577
140,385,21201,26455,17804,12540
141,385,19928,28122,17700,12250
142,385,20345,27588,18117,11950
143,385,20432,27320,18102,12146
144,385,20213,27465,18241,12081
145,385,19796,28051,18438,11715
146,385,19942,27900,18309,11849
147,385,19799,27985,18500,11716
148,385,20358,27806,18044,11792
149,385,21253,26878,18271,11598
150,385,20461,27481,18614,11444
151,385,19098,29091,18088,11723
152,385,19275,29439,17691,11595
153,385,20488,27688,18596,11228
154,385,21794,25940,18975,11291
155,385,21328,26218,19356,11098
156,385,21352,26345,19209,11094
157,385,20260,27673,19018,11049
158,385,20443,27795,18823,10939
159,385,21245,26272,19482,11001
160,385,21089,26546,19509,10856
161,385,22484,24688,19986,10842
162,385,22420,25007,19824,10749
163,385,22604,24724,19940,10732
164,385,23710,22990,20228,11072
165,385,23737,23101,20182,10980
166,385,23623,23082,20223,11072
167,385,25179,21675,20366,10780
168,385,26775,20015,19944,11266
169,385,26872,19713,20005,11410
170,385,28166,18295,20803,10736
171,385,26244,20168,21967,9621
172,385,27393,19457,21189,9961
173,385,27421,19545,21115,9919
174,385,28919,18245,20727,10109
175,385,26707,19788,20642,10863
176,385,24681,21555,20160,11604
177,385,24720,21730,20080,11470
178,385,23946,22856,19834,11364
179,385,22791,23617,20489,11103
180,385,24896,21974,19113,12017
181,385,26982,19804,19600,11614
182,385,26762,19670,19693,11875
183,385,26803,19860,19547,11790
184,385,28086,19267,19107,11540
185,385,27052,20577,18371,12000
186,385,27087,20428,18496,11989
187,385,27113,20438,18361,12088
188,385,29278,18370,17386,12966
189,385,29497,18630,17180,12693
190,385,30153,17716,16961,13170
191,385,30224,17471,17033,13272
192,385,27864,19231,16522,14383
193,385,26733,20777,16319,14171
194,385,25955,20897,16478,14670
195,385,27138,19697,16956,14209
196,385,25185,21457,17376,13982
197,385,23957,22619,17431,13993
198,385,23264,24114,16752,13870
199,385,23929,23040,16659,14372
200,385,24054,23133,16547,14266
201,385,24861,21598,16222,15319
202,385,25328,21641,16068,14963
203,385,25695,21454,15931,14920
204,385,24987,21561,16150,15302
205,385,24973,21728,16143,15156
206,385,25715,20082,17166,15037
207,385,25130,20676,16903,15291
208,385,26260,19141,17161,15438
209,385,26598,19126,17015,15261
210,385,26524,19072,17111,15293
211,385,25719,19377,17409,15495
212,385,25536,19427,17544,15493
213,385,26841,17865,17773,15521
214,385,24475,19835,18790,14900
215,385,24657,19913,18725,14705
216,385,26625,17991,19077,14307
217,385,24534,19836,19274,14356
218,385,26515,18155,18310,15020
219,385,25823,18326,18612,15239
220,385,26130,17258,18921,15691
221,385,28205,15732,19614,14449
222,385,27997,15978,19562,14463
223,385,28374,15704,19453,14469
224,385,28369,15786,19540,14305
225,385,28225,15723,19559,14493
226,385,27667,16795,19584,13954
227,385,27126,16940,19812,14122
228,385,27005,17076,19806,14113
229,385,27335,17027,19709,13929
230,385,29067,15597,18234,15102
231,385,27144,17065,18024,15767
232,385,29369,15362,17020,16249
233,385,28107,16757,16220,16916
234,385,26113,18625,16731,16531
235,385,26654,17323,17359,16664
236,385,25285,17684,18253,16778
237,385,25217,17565,18362,16856
238,385,27058,16185,16813,17944
239,385,29085,14623,16063,18229
