round,seed,coop,exploit_,exploit,defect
1,256,29385,17429,11764,19422
2,256,31850,16227,12439,17484
3,256,29692,16461,12866,18981
4,256,30014,16177,12858,18951
5,256,30722,16788,12483,18007
6,256,31485,17259,12137,17119
7,256,29640,18367,11554,18439
8,256,27130,17710,12551,20609
9,256,25512,18123,11924,22441
10,256,27173,18674,11330,20823
11,256,27590,19065,11189,20156
12,256,29306,18441,11706,18547
13,256,29559,18328,11644,18469
14,256,31729,17135,12543,16593
15,256,31164,17112,12275,17449
16,256,31031,17142,12211,17616
17,256,30189,16662,12512,18637
18,256,32092,16406,12219,17283
19,256,32386,16972,12185,16457
20,256,32607,16776,12104,16513
21,256,33298,17086,11893,15723
22,256,32023,16867,12637,16473
23,256,32328,17131,12439,16102
24,256,34302,17328,11793,14577
25,256,32242,17247,12309,16202
26,256,33511,16600,12621,15268
27,256,34389,16939,12150,14522
28,256,36800,15385,12945,12870
29,256,36499,15678,12983,12840
30,256,34847,15901,13489,13763
31,256,32956,16211,13625,15208
32,256,32463,16041,13855,15641
33,256,31919,15714,14014,16353
34,256,32057,15655,14006,16282
35,256,33832,15814,13317,15037
36,256,34384,15594,13401,14621
37,256,32370,16248,13402,15980
38,256,31991,16550,13021,16438
39,256,31708,16633,13085,16574
40,256,30640,17093,13057,17210
41,256,32284,17336,12011,16369
42,256,34100,17232,11711,14957
43,256,33558,17510,11540,15392
44,256,33317,17195,11745,15743
45,256,31826,17628,11766,16780
46,256,33346,17385,11425,15844
47,256,33464,17250,11357,15929
48,256,33628,17287,11398,15687
49,256,33914,17254,11452,15380
50,256,31848,17660,11814,16678
51,256,34241,17267,11633,14859
52,256,32063,16646,12793,16498
53,256,31433,16306,13082,17179
54,256,31345,16432,12985,17238
55,256,31751,16284,12996,16969
56,256,33542,15696,13084,15678
57,256,33110,15976,12613,16301
58,256,33239,15920,12606,16235
59,256,33040,16080,12898,15982
60,256,31226,15856,13321,17597
61,256,29299,15830,13884,18987
62,256,29994,15756,13964,18286
63,256,28413,15257,14764,19566
64,256,28626,15498,14745,19131
65,256,29920,15423,14367,18290
66,256,31861,14968,14440,16731
67,256,31617,15039,14535,16809
68,256,33481,15023,13613,15883
69,256,34312,15042,13416,15230
70,256,33826,15388,13591,15195
71,256,34609,14901,13949,14541
72,256,34230,15069,14188,14513
73,256,34920,14804,14205,14071
74,256,32884,15726,13889,15501
75,256,32190,15695,14007,16108
76,256,29908,16447,13667,17978
77,256,29777,16298,13688,18237
78,256,31638,16051,13360,16951
79,256,31176,15994,13518,17312
80,256,31583,16231,13454,16732
81,256,31196,15813,13526,17465
82,256,33199,14664,13995,16142
83,256,32595,14777,14330,16298
84,256,32714,14737,14132,16417
85,256,34912,14109,14357,14622
86,256,34980,14149,14411,14460
87,256,34979,14064,14263,14694
88,256,34529,14199,14418,14854
