,seed,population_seed,strategy,average_sum,sd_sum,average_percentage,sd_percentage
0,895,579,coop,21867856,11479,0.28,0.147
1,895,579,defect,25225185,9598,0.323,0.123
2,895,579,exploitation,30906959,3684,0.396,0.047
