round,seed,defect,coop,exploit,exploit_
1,990,19366,29419,17060,12155
2,990,19340,29412,17057,12191
3,990,17642,31571,16113,12674
4,990,17553,31663,16036,12748
5,990,18479,30235,17035,12251
6,990,18585,30227,17001,12187
7,990,17786,30966,16652,12596
8,990,17883,30660,16824,12633
9,990,18557,29490,16902,13051
10,990,16911,31608,15545,13936
11,990,16830,31618,15534,14018
12,990,18856,29346,16137,13661
13,990,17520,31360,15608,13512
14,990,17969,30553,15493,13985
15,990,19532,28910,16481,13077
16,990,19669,28753,16415,13163
17,990,20946,27214,16690,13150
18,990,22105,26431,16021,13443
19,990,19775,28575,15401,14249
20,990,20324,28429,14838,14409
21,990,21351,26837,15310,14502
22,990,22006,26204,15272,14518
23,990,23339,24542,15250,14869
24,990,23737,24355,14947,14961
25,990,25925,22366,14029,15680
26,990,25201,22836,14492,15471
27,990,23636,24577,13773,16014
28,990,23718,24406,13741,16135
29,990,24770,22964,14156,16110
30,990,24674,23134,14099,16093
31,990,23318,24766,14296,15620
32,990,22549,25337,14631,15483
33,990,22655,25359,14674,15312
34,990,21407,25757,14762,16074
35,990,20622,26491,14475,16412
36,990,18546,28448,14352,16654
37,990,17810,29352,14971,15867
38,990,15998,31415,14331,16256
39,990,14597,33420,14586,15397
40,990,15408,32646,14913,15033
41,990,15252,32746,14953,15049
42,990,15146,33059,14673,15122
43,990,15267,32960,14589,15184
44,990,15465,32535,14706,15294
45,990,15392,32783,14628,15197
46,990,15561,32764,14652,15023
47,990,15404,32884,14627,15085
48,990,15853,32412,14308,15427
49,990,15677,32428,14489,15406
50,990,16855,31793,14437,14915
51,990,15513,33383,14849,14255
52,990,16040,33079,14928,13953
53,990,15758,33379,14819,14044
54,990,15512,33375,14964,14149
55,990,17408,31168,15050,14374
56,990,17126,31431,15022,14421
57,990,17236,31569,14936,14259
58,990,17819,30871,14948,14362
59,990,16719,32501,15178,13602
60,990,17023,32080,14935,13962
61,990,15120,34491,14940,13449
62,990,14147,35362,15428,13063
63,990,15710,33228,15524,13538
64,990,15582,33509,15412,13497
65,990,13783,35555,15477,13185
66,990,15113,33986,15629,13272
67,990,15025,34046,15768,13161
68,990,15318,33433,16430,12819
69,990,15985,32833,16672,12510
70,990,14988,34521,16340,12151
71,990,13146,36989,15936,11929
72,990,12157,38596,15127,12120
73,990,12496,38008,15375,12121
74,990,11810,39109,14927,12154
75,990,11191,40058,14945,11806
76,990,11286,39633,15123,11958
77,990,13037,37254,15668,12041
78,990,13251,37248,15534,11967
79,990,12826,37603,15700,11871
80,990,14530,35213,17031,11226
81,990,15191,33723,17605,11481
82,990,15331,33506,17708,11455
83,990,17142,31214,16957,12687
84,990,17133,31367,16815,12685
85,990,16850,31679,16617,12854
86,990,18501,29505,16689,13305
87,990,18456,29845,16556,13143
88,990,20145,27273,16277,14305
89,990,22377,25490,15140,14993
90,990,23462,24522,14979,15037
91,990,24699,23107,14214,15980
92,990,25100,22878,14232,15790
93,990,26006,21644,14492,15858
94,990,24045,23390,14970,15595
95,990,23402,24216,14944,15438
96,990,23098,24162,15265,15475
97,990,21892,24904,15806,15398
98,990,20619,26302,15714,15365
99,990,22498,24656,15026,15820
100,990,21858,25807,15179,15156
101,990,21383,26187,15164,15266
102,990,19753,27831,14937,15479
103,990,19863,27765,15061,15311
104,990,18826,29170,14132,15872
105,990,19692,28708,13659,15941
