round,seed,population_seed,strategy,count,percentage
1,824,763,coop,29246,0.37
1,824,763,defect,19553,0.25
1,824,763,exploitation,29201,0.37
2,824,763,coop,29397,0.38
2,824,763,defect,19319,0.25
2,824,763,exploitation,29284,0.38
3,824,763,coop,31391,0.4
3,824,763,defect,17483,0.22
3,824,763,exploitation,29126,0.37
4,824,763,coop,33864,0.43
4,824,763,defect,15593,0.2
4,824,763,exploitation,28543,0.37
5,824,763,coop,31840,0.41
5,824,763,defect,17110,0.22
5,824,763,exploitation,29050,0.37
6,824,763,coop,29870,0.38
6,824,763,defect,19091,0.24
6,824,763,exploitation,29039,0.37
7,824,763,coop,30636,0.39
7,824,763,defect,18138,0.23
7,824,763,exploitation,29226,0.37
8,824,763,coop,30675,0.39
8,824,763,defect,18061,0.23
8,824,763,exploitation,29264,0.38
9,824,763,coop,28977,0.37
9,824,763,defect,19508,0.25
9,824,763,exploitation,29515,0.38
10,824,763,coop,29515,0.38
10,824,763,defect,18539,0.24
10,824,763,exploitation,29946,0.38
11,824,763,coop,28921,0.37
11,824,763,defect,19452,0.25
11,824,763,exploitation,29627,0.38
12,824,763,coop,30549,0.39
12,824,763,defect,18119,0.23
12,824,763,exploitation,29332,0.38
13,824,763,coop,28568,0.37
13,824,763,defect,19339,0.25
13,824,763,exploitation,30093,0.39
14,824,763,coop,28676,0.37
14,824,763,defect,19381,0.25
14,824,763,exploitation,29943,0.38
15,824,763,coop,29622,0.38
15,824,763,defect,18853,0.24
15,824,763,exploitation,29525,0.38
16,824,763,coop,27902,0.36
16,824,763,defect,19791,0.25
16,824,763,exploitation,30307,0.39
17,824,763,coop,26492,0.34
17,824,763,defect,20385,0.26
17,824,763,exploitation,31123,0.4
18,824,763,coop,24671,0.32
18,824,763,defect,22365,0.29
18,824,763,exploitation,30964,0.4
19,824,763,coop,26561,0.34
19,824,763,defect,20797,0.27
19,824,763,exploitation,30642,0.39
20,824,763,coop,25607,0.33
20,824,763,defect,21828,0.28
20,824,763,exploitation,30565,0.39
21,824,763,coop,24144,0.31
21,824,763,defect,22754,0.29
21,824,763,exploitation,31102,0.4
22,824,763,coop,23884,0.31
22,824,763,defect,23954,0.31
22,824,763,exploitation,30162,0.39
23,824,763,coop,22241,0.29
23,824,763,defect,25068,0.32
23,824,763,exploitation,30691,0.39
24,824,763,coop,23781,0.3
24,824,763,defect,23159,0.3
24,824,763,exploitation,31060,0.4
25,824,763,coop,22337,0.29
25,824,763,defect,25196,0.32
25,824,763,exploitation,30467,0.39
26,824,763,coop,21432,0.27
26,824,763,defect,26167,0.34
26,824,763,exploitation,30401,0.39
27,824,763,coop,21689,0.28
27,824,763,defect,26272,0.34
27,824,763,exploitation,30039,0.39
28,824,763,coop,20353,0.26
28,824,763,defect,27258,0.35
28,824,763,exploitation,30389,0.39
29,824,763,coop,21178,0.27
29,824,763,defect,25726,0.33
29,824,763,exploitation,31096,0.4
30,824,763,coop,20720,0.27
30,824,763,defect,26509,0.34
30,824,763,exploitation,30771,0.39
31,824,763,coop,22570,0.29
31,824,763,defect,24279,0.31
31,824,763,exploitation,31151,0.4
32,824,763,coop,24685,0.32
32,824,763,defect,22464,0.29
32,824,763,exploitation,30851,0.4
33,824,763,coop,22729,0.29
33,824,763,defect,24301,0.31
33,824,763,exploitation,30970,0.4
34,824,763,coop,22534,0.29
34,824,763,defect,24746,0.32
34,824,763,exploitation,30720,0.39
35,824,763,coop,23488,0.3
35,824,763,defect,23969,0.31
35,824,763,exploitation,30543,0.39
36,824,763,coop,24862,0.32
36,824,763,defect,22730,0.29
36,824,763,exploitation,30408,0.39
37,824,763,coop,23593,0.3
37,824,763,defect,24047,0.31
37,824,763,exploitation,30360,0.39
38,824,763,coop,21621,0.28
38,824,763,defect,26078,0.33
38,824,763,exploitation,30301,0.39
39,824,763,coop,23326,0.3
39,824,763,defect,24764,0.32
39,824,763,exploitation,29910,0.38
40,824,763,coop,24298,0.31
40,824,763,defect,23844,0.31
40,824,763,exploitation,29858,0.38
41,824,763,coop,24657,0.32
41,824,763,defect,23538,0.3
41,824,763,exploitation,29805,0.38
42,824,763,coop,25951,0.33
42,824,763,defect,22320,0.29
42,824,763,exploitation,29729,0.38
43,824,763,coop,25977,0.33
43,824,763,defect,22150,0.28
43,824,763,exploitation,29873,0.38
44,824,763,coop,28015,0.36
44,824,763,defect,20637,0.26
44,824,763,exploitation,29348,0.38
45,824,763,coop,26213,0.34
45,824,763,defect,21954,0.28
45,824,763,exploitation,29833,0.38
46,824,763,coop,27810,0.36
46,824,763,defect,20740,0.27
46,824,763,exploitation,29450,0.38
