,seed,population_seed,strategy,average_sum,sd_sum,average_percentage,sd_percentage
0,743,332,coop,29046109,13814,0.372,0.177
1,743,332,defect,22238297,15198,0.285,0.195
2,743,332,exploitation,26715594,2565,0.343,0.033
