,seed,population_seed,strategy,average_sum,sd_sum,average_percentage,sd_percentage
0,565,85,coop,39020327,7262,0.5,0.093
1,565,85,defect,12003474,5410,0.154,0.07
2,565,85,exploitation,26976199,2287,0.346,0.029
